ts,user,text,is_reply,reactions
07-18 21:45,Angel Novillo,"Hey team, happy Friday! Sharing the recording below:

• Recording here
• Passcode: P+7DA#!.
Ty all! :pray::skin-tone-3:",True,
07-19 12:17,henry,Love it!! :heart_eyes:,True,raised_hands::skin-tone-2x1
07-21 23:02,U01T76W7YTD,"Thanks everyone for attending this workshop on improving your public speaking skills! Hopefully you took away some actionable tips and more importantly a little reframing on the concept of public speaking vs bettering your general conversation.

Link to the deck and to the recording available here: [link]

Keep talking, friends :pray:",True,thankyoux41 greatx11 google_slidesx9 blobx8 party-robotx8 peter-facex8 +1::skin-tone-2x1
07-22 18:00,U03QM2W1W95,":n8n: *[N8N Session 4] — Automate workflows for those without a coding background* :n8n:
_Today, 12pm PST / 3pm EST / 4pm RIO (1 hr)_

*Today's session is happening in ~1 hour* and will be led by @user from the ARS Delivery team :rocket_intensifies:

*Agenda*
1. Slack and Google sheet integrations
2. Other n8n nodes to help you structure data
3. Touch on using an AI Agent to automate the task _(time permitting)_
Previous session recordings can be found in this doc for shared on the #q3-2025-hackathon channel. Thank you all!",,kitt-turner-intensifiesx5 clapping_allx4
07-22 19:02,U03QM2W1W95,We're working with IT to get the zoom link fixed. Appreciate the patience :pray:,True,+1::skin-tone-3x1 +1x2 pray::skin-tone-3x1
07-22 19:05,U03QM2W1W95,Fixed. Here's the zoom link: [link],True,thankyoux2
07-23 17:01,Jess,"There's still time to *submit your photos from WFH July* :clapping_all:

Whether you’re working beachside with your kiddos for their summer break, logging in from your back porch, cozied up with your doggo in a mountain cabin, or just treating yourself to tasty pastries at your hometown café — we want to see it all! :heart_eyes::computer::doughnut:

:arrow_double_down: We're hoping to get more submissions for *Option 2* :arrow_double_down:
- Photo(s) showcasing how you're spending your WFH July ""off hours"" — time with family, trying new restaurants, hiking trails, hammock-napping... you name it!
- A short blurb sharing:
   :one: *What you love about WFH July*
   :two: *How you’re spending it (your photos will help paint the picture!)*

:click-intensifies: *Submit here* :click-intensifies:

ICYMI, we're showing off our views from WFH July this week (check out our posts on LinkedIn, Instagram, and TikTok) :computer::beach_with_umbrella::cat2:",,firex6 raised_hands::skin-tone-2x1 tadax4 raised_handsx2
07-23 18:42,Madison Jacobs,@user DJ post coming up! :eyes:,True,dj_buskox1 discox2
07-28 16:15,U02RX481G9M,":microphone: *Q3 2025 HACKATHON PITCH SESSIONS* :microphone:
_Today @ 12pm PST | 3pm EST | 4pm RIO_

Our Hackathon Week is officially underway!!! Please come join us during the pitch sessions today to learn more about the cool ideas teams are working on, connect with people to join/form a team, and get everyone excited about what you'll build!

• We still have plenty of slots open in today's agenda - sign up here in tab 1 if you'd like to present. Please keep presentations to ~3min to give everyone time to present (some seconds of grace will be allowed if needed).
Check the recording of the pitch session here!

Thank you all! :rocket:",,rocketx1
07-29 21:56,Alyssa Aguilar,":slack-siren: NEW NDA Glean Card!

:glean: We just updated our Carta Legal NDA Process Glean Card here. Please take the time to review and share with others on your team.
:thinking3d: Questions? Reach out to Legal in #legal-sales-support and #legal-compliance-questions.",,thankyoux4 +1x1
07-29 22:19,U02RX481G9M,"Hey team, happy hacking! :typing:

:it-announce-megaphone: *HACKATHON LIVE DEMOS SIGN-UPS* :it-announce-megaphone:
Thursday, July 31st @ 9am PST | 12pm EST | 1pm RIO

So far we have *18 teams* who have signed up for our live demos happening on Thursday, and we still have plenty of room!!! :fire:

• If you'd like to sign up, please add your _project title, description, lead presenter_ and _team members_ in tab 2 (*`(Jul 31) Step 2: Team Sign-Up Sheet for live demos`*) of our agenda. We'll reach out internally to confirm your slot!
• Don't forget to join us in #q3-2025-hackathon to discuss anything hackathon related, troubleshoot any issues you might have, connect with new teammates, and so much more! 
• *Edit for viz: please keep all presentations to ~3 min so everyone has time to present!*
We look forward to seeing you during the live demos, ty all! :rocket-intensifies:",,rocketx2
08-01 19:24,Jess,Y'all went above and beyond submitting photos for our WFH July content :celebrate: Thank you to everyone who participated! Check out today's posts on LinkedIn and Instagram - a fun recap of your July adventures. Can't wait to see everyone again next week! :yay-frog:,,heartx28 beach_with_umbrellax13 airplanex4 world_mapx5
08-05 15:29,henry,Great to see everyone had a wonderful WFH July!!! And even better to see everyone back in the office today! :heart_hands: Although some of us look like we did during the pandemic...,True,heartx2 raised_hands::skin-tone-2x2 briefcasex2
08-06 16:53,Madeline Perry,":rotating_light: *HELP CARTA GET TO SXSW 2026!* :rotating_light:

:tada: Public voting is *OPEN* for our SXSW proposal:
*“Who Owns What: The State of Startups &amp; Top Trends to Watch”*

:spiral_calendar_pad: Voting closes: *Sunday, August 24th at 11:59pm PT*

:ballot_box_with_ballot: *How to Vote* (It’s EASY!)*:*
:one: Go to our session link: *Vote here!*
:two: Click the heart :heart:next to “Who Owns What”
:three: Sign in—or sign up if it’s your first time
:key: _If signing up, remember to confirm your email!_
:four: Can’t find us? Search: _Who Owns What: The State of Startups &amp; Top Trends to Watch_ or click *Vote here!*
:five: Click the heart again to submit your vote!

*Why this matters:*
:trophy: Community voting = 30% of SXSW’s decision

Questions or need help? Ping @user

Let’s make some noise for @user! :rocket::fire::the_horns::mega::orange_heart::bulb:",,tadax19 heart_on_firex14 bangbangx8 done-2x10
08-06 17:25,Niesha,":mega: *U.S. Role Conversion*

US Cartans,

Thank you to everyone who joined today’s Show &amp; Tell session! Here’s a quick recap of what we covered regarding the upcoming U.S. role conversion updates. You’ll find the deck linked below and available in the People@Carta drive.

*What’s Changing:*
Some U.S.-based Cartans will be converted from Exempt to Non-Exempt, to better reflect how the work is structured and tracked. Most Cartans will remain Exempt.

*Key Dates:*
• Employees will be notified if they are converting to Non-Exempt via Pyn on *August 8, 2025*
• Non-Exempt employees will begin tracking time using Workday Web Clock starting *September 1, 2025*
:books: *Resources:*
• Show &amp; Tell - Aug 8, 2025: U.S. Non-Exempt Role Conversion
• FAQS: Non-Exempt Cartans
We’ll continue to provide more resources, guidance, and training between now and go-live to make this transition clear and smooth across your teams.

As always, the People team is here to support you through every step of the rollout.",,thankyoux9
08-06 20:36,peter,"Pretty cool deep dive with @user on Molly O'Shea's Sourcery pod - all about the past, present &amp; future of Carta. Retweet widely :saluting_face: :carta: :headphones:  [link]",,rocket_intensifiesx18 thankyoux3 heartx2 tadax1 white_check_markx1
08-06 21:25,U02RX481G9M,":fire::rocket:*Q3 2025 HACKATHON WINNERS*:rocket::fire:

*Hey team, happy Wednesday! Please join us in celebrating our Q3 2025 Hackathon winners*! *First hackathon ever with a first-place tie - what an event!* :partyparrot:

:first_place_medal: *First Place Winner: Carta Defragmentation (tie)* :first_place_medal:
_Portfolio Fragmentation is a major issue at Carta and the underlying cause of many customer complaints. This is a tool that can try to identify fragmentation and suggest fixes._ 

*Team members: @user* *@user* 
---------------------------------------------------------------------------------------------------------------
:first_place_medal: *First Place Winner: Fin8ncialsAI (tie)* :first_place_medal:
_Manual extraction of financials at Carta is slow, error-prone, and bottlenecks analyst productivity due to inconsistent formats across companies. We’ll solve this by using LLM to automatically extract, standardize, and validate financial data from any statement—no more tedious manual mapping._ 

*Team members: @user* *@user* *@user* *@user* *@user* *@user* *@user* *@user* 
---------------------------------------------------------------------------------------------------------------
:second_place_medal: *Second Place Winner: PE Waterfalls -  Canoe Code Generator* :second_place_medal:
_Extracting waterfall breakpoints from operating agreements via LLMs, and combining that with internal Canoe documentation to build a code generator!_

*Team members: @user* *@user* *@user* 
---------------------------------------------------------------------------------------------------------------
:third_place_medal: *Third Place Winner: Test Automation with Magni MCP* :third_place_medal:
_Helping engineers navigate test automation frameworks in Magni! By leveraging LLMs and creating an MCP, we aim to provide a low effort version of test automation at Carta that allows developers to automate tests faster, with way less effort, empowering any team to have a better structured quality coverage._

*Team members: @user* *@user* 
---------------------------------------------------------------------------------------------------------------
:four_leaf_clover: *Raffle Winner: GTM Calendar / Attendee Reco* :four_leaf_clover:
_Aggregating disparately managed calendar sheets into a single view! It enables querying against calendars via LLM through a Slackbot for i) invite recommendations based on key accounts and ii) auto-generated event descriptions and invite copies._ 

*Team members: @user* *@user* 
---------------------------------------------------------------------------------------------------------------
Special thanks to @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user and everyone else in our amazing team! Your wise advice, passion, enthusiasm and support made all of this possible! :pray::skin-tone-3:

Thanks to everyone who participated and to all of our Carta team! Looking forward to our next hackathon coming up soon - stay tuned! :rocket:",,raised_handsx39 rocket_intensifiesx38 celebratex26 raised_hands::skin-tone-2x2 championship_beltx19 raised_hands::skin-tone-3x7 raised_hands::skin-tone-5x6 raised_hands::skin-tone-4x5 brazilianfanparrotx1
08-08 18:44,U03TX0E65CK,":mega: *U.S. Role Conversion Update*
As of today, we’ve finished notifying all U.S. employees in roles that are being converted to non-exempt status. If you *did not* receive a Pyn message about a conversion change, your role is remaining exempt and no action is required on your part.

Managers of non-exempt employees have also been notified. Managers and employees will receive additional training between now and September 1st. If you have any questions, please feel free to reach out to your HRBP or the People Helpdesk. TY!",True,thankyoux15
08-25 19:06,maxine.edwards,"*Friendly*:ethena_logo:*Reminder - Annual Harassment Prevention Refresher Training launches on Sept 2nd*
All Cartans will receive additional notification via slack and email, there is a 60 days requirement to complete this training.",,thankyoux14 +1::skin-tone-3x2 +1::skin-tone-4x1 +1x6 +1::skin-tone-5x3 +1::skin-tone-2x2
08-28 15:25,anna.danilenko,Does anyone have an iTrustCapital IRA account or any other recommendations for a crypto IRA?,,
08-28 15:46,Ben Spero,Huge congratulations to our #office-nj for winning the softball championships in the rough and tumble Jersey IM Softball league :trophy:,,dj_prihodax34 sports_medalx60 rocketx39 in_steve_we_trustx8 championship_beltx8 softballx4 raised_handsx1
08-28 15:49,Michael Valdez,"congrats on the season team! those jerseys are :fire3: -- where can i order one?

I'd wear those in my ultimate :disc: frisbee league.",True,point_upx3
08-28 15:53,Anna,The SF Softball team needs those jersey's!!,True,bangbangx3
08-28 15:54,Javier Lopez,Are those New Jerseys?,True,rolling_on_the_floor_laughingx38
08-28 15:54,Javier Lopez,"Ok, i know the exit, congrats!",True,
08-28 15:55,henry,:tada: :tada:,True,
08-28 16:02,jordan,this feels symbolic of how far the FA business has come...,True,joyx8
08-28 16:04,UDSD5G2VC,@user its been a few years in the making!,True,blue_heartx7 raised_hands::skin-tone-3x2 raised_handsx3
08-28 16:07,jordan,which audit firms are still in the league? @user will have to flag it in her monthly check ins :troll2:,True,laughingx1
08-28 16:20,Jason Fleming,We handed Withum a 19-12 Loss in semifinals,True,muscle::skin-tone-3x1 musclex4 fire3x8 muscle::skin-tone-2x1
08-29 15:56,Rachel Mayes,Amazing job @user and team!! S glad it got moved to Monday! :muscle:,True,musclex1
08-31 16:00,Pat Armstrong,This is awesome!,True,
09-02 21:37,Vispan Boocha (he/him),Does anyone have a referral/invite code for Dia browser? The Design team is exploring various patterns for AI integration and we’d love to see how other tools are doing it.,,
09-02 21:52,Sudeep,I'll send you one!,True,
09-02 21:58,Vispan Boocha (he/him),Resolved - thanks to @user for hooking me up! :pray:,True,npx1
09-03 15:12,Cat Svendson,As far as I can tell this is a not an approved vendor @user @user @user I'll dm you,True,
09-03 15:22,Sudeep,Not something i use on my work laptop but a personal one :slightly_smiling_face:,True,+1::skin-tone-3x1 ackx1
09-04 15:03,U02LZNKSQUU,"Hi Everyone! Happy Thursday! :sunny:

*Please be advised that the Slack/Zip API is not working. You can still manage your pending tasks directly in Zip by....*
1. *Clicking the hyperlink in the Slack/Zip bot notification* (see screenshot)
2. *OR via your Zip Home Page* 
We will be in touch once we have more details on a resolution. Please connect with your procurement partner or #procurement-requests if you have any questions!!",,thankyoux8 eyesx2
09-04 20:53,Cat Svendson,The Slack/Zip bot is up and running again! You can now approve/reject via the Slackbot!,,zipitx6 thankyoux3
09-05 02:22,Chris,"_Relevant_: Atlassian is buying The Browser Company, the creators of Dia.",True,
09-16 16:52,jonathan,":cloudflare: *Cloudflare WARP Egress Policy Change* :cloudflare:

Today we will be altering our Cloudflare WARP egress policies so that your computer's traffic will be routed through whichever of our egress IPs is located closest to you. This is being done to enable greater network performance, especially for staff outside of the United States. These changes _should not result in any change or visible effect on your part_, but if you experience any issues with WARP, please let us know in #help-production-eng!",,thank_youx14 warp-pipex8 it-alert-redx2
09-17 16:17,Scott,"Hi @user This process won't work for certain teams like Treasury and other functional teams that use a common NYC based IP address to avoid bank blocks and lockouts. We previously worked with @user to to lock IP address locations based on specific cost centers. However, perhaps that information hasn't been universally communicated. Can we sync to discuss this further? cc: @user @user @user
[link]",True,eyesx2 thankyoux1
09-17 16:18,Madhuri Sarma,cc @user,True,eyesx1
09-17 16:20,craig,"Thanks @user, we'll take a look.",True,thankyoux1
09-17 16:20,Scott,"If we need to sync further, happy to schedule time",True,
09-17 16:23,Zach,Yes mine showed up as San Jose yesterday :disappointed:,True,
09-17 16:23,Uttej,We are working on it,True,
09-17 16:29,Uttej,"It should be working with previous state for fund admin teams, just need to toggle off and on, it will reflect proper IP address",True,
09-17 16:31,Scott,@user @user @user can we check if this is working as expected across the teams? [link] should say NYC,True,
09-17 16:45,Umyn,NYC for me,True,+1x1 ack-tyx1
09-17 16:51,craig,for posterity: anyone who is part of `Zero-Trust-FullTunnel-Group` should now be routing through New York (primary) and San Jose (secondary) again,True,
09-17 16:52,Scott,Thank you!,True,
09-17 16:52,Scott,Are those being auto added to as new people join those cost centers?,True,eyesx1
09-17 16:52,Scott,Or do we need to validate that list,True,
09-17 16:54,Uttej,"Yes, that's correct. Anyone part 30-506 cost center will be part of `Zero-Trust-FullTunnel-Group` by default and auto added",True,thankyoux2
09-17 16:54,craig,"```String.stringContains(user. secondEmail,""infinit-o.com"") or String.stringContains(user.supplier,""Infinit-O"") or String.stringContains(user.costCenter,""30-855"") or String.stringContains(user.costCenter,""40-835"") or String.stringContains(user.costCenter,""30-410"") or String.stringContains(user.costCenter,""30-179"") or String.stringContains(user.costCenter,""30-153"") or String.stringContains(user.costCenter,""30-196"") or String.stringContains(user.costCenter,""30-170"") or String.stringContains(user.costCenter,""30-173"") or String.stringContains(user.costCenter,""30-197"") or String.stringContains(user.costCenter,""30-198"") or String.stringContains(user.costCenter,""30-151"") or String.stringContains(user.costCenter,""30-506"") or String.stringContains(user.costCenter,""30-175"") or String.stringContains(user.costCenter,""30-180"") or String.stringContains(user.costCenter,""30-181"") or String.stringContains(user.costCenter,""30-182"") or String.stringContains(user.costCenter,""30-183"") or String.stringContains(user.costCenter,""30-831"")
and user.onboarded==""true""```",True,blob-wavex1
09-18 13:09,Andrew Donnell,"If a Manila team member does not have NYC listed, what are the steps we can take to fix it?",True,
09-18 14:12,Zach,Following that @user all the cost centers in your script above are added to NY and will have their teams auto added? It's not just the 30-506?,True,
09-18 15:41,Uttej,"&gt; If a Manila team member does not have NYC listed, what are the steps we can take to fix it?
They can try to toggle off and on Cloudflare WARP app, that should get them to prior working state.

&gt; all the cost centers in your script above are added to NY and will have their teams auto added? It's not just the 30-506?
Yes, all these cost center are part of getting the NY IP which includes the Manilla team (Infinit-O) and additional cost centers like sister teams who also need static NY IP for their work.",True,raised_hands::skin-tone-3x1 heart_on_firex1 blob_prayx1 plus1x1
09-19 21:52,U026F6YJBK6,"&gt; :workday-dance: *Workday Release 2025 R2* :workday-dance:
&gt; 
&gt; Workday pushes out new release functionality and features to our system 2x per year.:dance: On *Monday, September 22nd* you will notice few new changes in :workday:  :eyes-1: right away which include:
&gt; • *UI/UX Changes Throughout the System*
&gt;     ◦ Color scheme and button layouts have changed slightly.
&gt; • *Enhancements to Time Off &amp; Absence*
&gt;     ◦ Request Time Off can be found directly on your home page!
&gt;     ◦ Managing Time Off navigation has changed slightly.
&gt; If you run into any issues, please feel free to open a People Helpdesk ticket.  
&gt; cc: <!subteam^S06F7F8BB63|@peoplesystems>",,thankyoux10 sparklesx2
09-22 13:03,U03KLJ7LX51,"Hi all! Just a friendly reminder that several significant Jewish holidays — including *Rosh Hashanah* and *Yom Kippur* — will be observed over the coming weeks. These are two of the most important days in the Jewish calendar. :apples-and-honey:

Please take a moment to review the _*2025–2026 holiday dates*_ in the image below, and be mindful and supportive of teammates who may not be working in order to observe.

If you're interested in learning more, celebrating, or supporting colleagues who observe, feel free to join #jewish-at-carta — we’d love to have you! :blue_heart::jewishatcarta:",,star_of_davidx25 blue_heartx40
09-30 22:57,U026F6YJBK6,":workday: *News!* :cat-wave:
You can now submit your 2026 planned time off in Workday!

• `2026 Global Holiday Calendar:`  Details can be found on People of Carta - Employee Benefits and also reflected on the Company Calendar.
• `Time Off GCalendar Integration` - approved MTO/Vacation time off is automatically integrated with your GCalendar unless you opt out.
• `US Employees` - the :workday: 2026 calendar was open earlier this year so we will be reaching out to you and correcting any time off days accidentally booked on a paid holiday. 
cc: <!subteam^S06F7F8BB63|@peoplesystems>",,thankyoux20 raised_hands::skin-tone-4x2 raised_handsx5 raised_hands::skin-tone-3x4 +1::skin-tone-3x1 +1::skin-tone-4x1 raised_hands::skin-tone-5x2 +1::skin-tone-5x1 raised_hands::skin-tone-2x1 +1::skin-tone-2x1
10-06 16:39,galonsky,is there no more calendar view for absence anymore?,True,
10-06 16:41,U03TX3S2U1Y,"@user there is -- you have to click the ""Manage Absence"" button.",True,crownx1
10-06 16:42,galonsky,"oh nice, thanks. weird that it isn't an option when you click on the Absence ""app""",True,agreedx1
10-06 16:44,Michael Valdez,True! That's one of the complaints from this recent release -- Workday customers are unhappy with that.,True,
10-06 16:50,galonsky,now I see that the links in this post actually answer my question :facepalm:  - sorry!,True,keanu-thumbs-upx1
10-07 21:43,nicole.baer,":mega: *Hi Cartans, exciting news!* :tada:

We’ve officially changed the name of *Tactyc* to *Fund Forecasting*! :crystal_ball: :chart_with_upwards_trend:

_*What’s happening?*_
We’re rolling out the new name across our product and website; closing Tactyc’s social pages; updating financial contracts, and editing all sales comms.

_*Why does it matter?*_
This shift helps us integrate even more deeply into the Carta ecosystem and reflect our product’s core value to users. :handshake:

*What’s next?*
-All changes were initiated Mon, 10/6

Big thanks to the whole team for making this a smooth transition. Carta’s strategy wrt acquisitions is that we run a “branded house” (single brand) vs. a house of brands, and we will be intentional around how we integrate brands via acquisition going forward .:clap:",,partying_facex85 rocket_intensifiesx53 party_whalex12 cartax14 growthcurvex5 carta-intensifiesx4
10-09 16:07,Bailey,"IT/Infosec Announcement :alert: *TL;DR* Okta Verify has a bug affecting access. *Date:* Oct 9, 2025 *What happened?* Earlier this week, we've noticed a small number of users having issues logging in with Okta Verify, where the verify popup requests your fingerprint, but doesn't proceed. *This issue does not affect account security or other authentication methods.* *Is there a fix?* We are currently working on a fix, but are still testing. If you are experiencing this issue, please reach out to the IT-Helpdesk linked below. We will provide updates as they come. If you have any issues like loss of connectivity or crashes/reboots, please respond in this thread or make a post in the IT helpdesk (linked here ---&gt;) Get Help! :computer: button If you like the format of these messages, please check out the Slack Block Kit Builder here Block Kit! :slack: button",,thankyoux8 oktagonx1
10-09 20:08,US6C3CFGU,"Quick update: it looks like our fix has worked and the Okta login issue should be working as normal. If you do have any issues, please reach out in #helpdesk-it! :muscle:",True,nicex13 claphandsx1 thankyoux3
10-10 20:41,U02RX481G9M,":n8n: *N8N ORG-WIDE OFFICE HOURS STARTING NEXT WEEK ON 10/15* :n8n:

Hey team!

To support the launch of our n8n production instance and help you build useful automations, we're kicking off weekly n8n Office Hours starting next week! We will have two sessions to accommodate as many people as possible across our different offices - join the one that works best for you! Full schedule below:

• *Wednesdays at 11AM PST | 2PM EST | 3PM RIO | 7PM LONDON (1hr)*
• *Thursdays at 8AM PST | 11AM EST | 12PM RIO | 4PM LONDON (1hr)*
Invites are already in your calendar!

:it-announce-megaphone: *PURPOSE OF THIS FORUM* :it-announce-megaphone:
These sessions are purely dedicated to Q&amp;A. This isn't a formal training class; it's an open forum for you to get unblocked, ask questions, and solve problems together live!

*What are some of the main use cases we have in mind?*
• Getting help when you're stuck on a workflow.
• Discussing a workflow idea you want to build and collaborate solving it.
• Troubleshooting a specific node, error, or logic problem.
• Working through n8n challenges you share live.
Come ready to ask any n8n questions you might have, we're here to help!

All sessions will be recorded and shared here if you want to review them. Can't wait to see what you'll build! :rocket:",,primary-woo-hoox13 eyesx5 rocket_intensifiesx5 party_whalex1 n8nx1 nice-2x1
10-24 19:16,U01DLLR2KJL,"I cannot believe this is _not_ the face of Henry's college graduation or something :witcher: For real, what sorcery of skincare product concoctions have you figured out :jealous:",,joyx57
10-24 19:21,Bia Hamann,"""Inquiring minds want to know...""",True,plus_onex8
10-24 19:25,Jessica Nelson,This cant be the same man born in the 70's,True,joyx7
10-24 19:44,henry,i think that picture is from the early eShares dies. The last 10 years have aged me.,True,lolx8
10-24 19:44,vincent.li,I thought this was just taken from TH,True,
10-24 19:48,titus,"henry for real you dont look much older :lolsob: i look your age, you look my age or younger (90s kid)  :rage:",True,sweat_smilex4
10-24 19:49,henry,that might be because of the “touch up” filter on zoom but thank you :blue_heart:,True,doubtx5 eyesx3 panda_hairflipx1
11-10 23:49,U03D1NWRK7C,":usmc::uscg::usarmy::us: *Honoring Our Veterans* :us: :usnavy::usaf::ussf:

Hi Carta!

:cartaveterans: :military_medal: As Veterans Day approaches, we pause to honor the extraordinary courage, dedication, and sacrifice of the brave individuals who have served our/their country. November 11th marks the armistice that ended World War I in 1918. But more than that, it is a solemn reminder of the legacy of service carried by generations of veterans who stood guard over the freedoms we cherish.:cartaveterans: :military_medal:

We are especially proud to recognize the veterans within our Carta family. Your courage, leadership, and dedication continue to inspire us all. We’re deeply grateful for the ways you've served and the values you bring to our team every day. Thank you for your commitment not only to your country, but to our community here at Carta.

It is also important to recognize that many veterans suffer from lingering mental health issues long after we come home, unlace our boots and hang up the uniform. If you or someone you know is in a crisis, there is help – contact the Veterans/Military Crisis Line. :calling: Dial 988 then press 1 or text 838255, or chat online with a VA responder.",,heartx116 gratitude-thank-youx60 americanflagx48 cartavetx31 poppyx9 flag-umx2
11-10 23:51,Anna,Thank you for your service! :salute_:,True,blue_heartx2 thankyou-8741x1
11-11 00:03,B-rian,Thank you all for your service and the sacrifices you made for our country and our freedoms!,True,+onex12
11-11 00:52,Jazzy,Thank you for your service!,True,
11-11 02:41,Vinay Singh,Thank you!,True,
11-11 03:53,Charly,Thank you for your service :pray:,True,
11-11 04:26,Jeff Perry,:thankyou-8741: for your service :pray::us:,True,
11-11 19:03,Rachel Mayes,Thank you for your service! :salute_:,True,
11-11 22:45,henry,:blue_heart::blue_heart::blue_heart:,True,
11-12 16:13,GQ,Appreciate all your service gents!!,True,
11-18 21:42,hamza.shad,"Our Q3 State of Pre-Seed report is now live! It includes 30 charts covering the earliest stages of startup fundraising, with data on:
• SAFEs vs. convertible notes
• Deal terms
• Valuation caps
• Discount rates
• Top metros
• Industry benchmarks",,tadax21 dartx12 thankyoux10 firex3 celebratex1
11-18 22:37,Sophia Tsang,Woooo!!!,True,raised_handsx1
11-19 00:30,peter,Let's go!,True,yay-frogx1
11-19 18:21,Bailey,"IT Announcement :mega: *TL;DR* As part of our commitment to maintaining a secure and reliable computing environment, we are rolling out an update to Mac users for SentinelOne :sentinelone:, one of our security applications. *Windows users are not affected by this update.* *Date:* Throughout November *Time:* 11:00 AM PDT/2:00 PM EDT *Why are we doing this?* This update will allow for faster and more effective response to potential security incidents, like viruses. *How will this affect me?* Over the next week, you may see a popup requesting additional permission for SentinelOne. When prompted, *please click Allow* to complete the update. 

This update will be rolled out to business units in phases. The majority of business units will receive the update this week, but some may see the update come through over the next several weeks. 

There is no expected impact to your normal-day-to-day work. If you have any issues like loss of connectivity or crashes/reboots, please respond in this thread or make a post in the IT helpdesk (linked here ---&gt;) Get Help! :computer: button If you like the format of these messages, please check out the Slack Block Kit Builder here Block Kit! :slack: button",,sentinelonex10 thankyou_x1
11-19 19:21,US6C3CFGU,You're going to see this sort of popup. Allow it and don't panic!,True,
12-04 16:34,hamza.shad,"Introducing...our first ever *Fund Economics Report*! This report offers never-before-seen data on the operational side of how private funds raise, call, and spend capital. It's based on aggregated data from ~2,000 Carta FA customers (mostly VC, also some PE). We cover metrics like:
• GP commitments
• Capital call tardiness
• Deployment rates
• Management fee benchmarks
• Carry benchmarks
• Operating expenses
Shoutout to all the people who made creating this report possible with their expertise, including:
• @user @user @user @user @user @user 
• @user @user @user @user @user @user @user @user",,raised_handsx19 firex23 money_rainx8 raised_hands::skin-tone-2x3 raised_hands::skin-tone-3x3 bigx6 raised_hands::skin-tone-4x4
12-04 17:13,U02FWFX0886,"*After you like and share the LinkedIn post (link above)*, head over to our other channels for more posts to like and share!

Instagram
YouTube
TikTok",True,fire3x6
12-11 18:36,U04EEL44GKT,":tada:  Huge thanks to everyone who came out to the *2025 NYC End of Year Gala!* It was such a fun night, and great to celebrate together. :tada: :disco:",,rocketx79 party_whalex38 cartawavex43 star-struckx23 heartx29 firex21 party-blobx4
12-11 18:40,Deirdre,Thank you all for all the hard work organizing such a wonderful night!,True,thank-youx3
12-11 18:40,laura.orton,"This looks so incredible!!!! So sorry the whole Events team missed this gorgeous Event! SO impressed team. @user@user

We were staffing a Carta event - well be there next year!",True,thank-youx2 heart_hands::skin-tone-5x1
12-11 19:11,Alyssa Aguilar,"You all look gorg, congrats on such an amazing event! :clinking_glasses:",True,thank-youx1
12-11 19:35,tess.justice,Looks AWESOME!!,True,thank-youx1 thisx1
12-11 19:48,Rachel Mayes,"These photos are FAB!!! So sad I missed this year, amazing job @user and team!!! :heart_hands:",True,thank-youx1
12-11 20:31,Jason Fleming,Great job REWS team and @user for taking such great care including the NJ office !,True,thank-youx2 location-njx2 yesx1
12-11 20:45,adi,"So much fun! Thanks for allowing me to crash, @user. :heart:",True,thank-youx1
12-11 21:27,henry,So fun!!!,True,thank-youx2
12-11 21:48,Vanessa Alexandrina,Tres chic!!!! :heart:,True,thank-youx1
12-11 23:03,Vrushali,@user.. why am i 0% surprised that you crashed!!!,True,innocentx1 joyx1
12-11 23:03,Vrushali,(also .... im jealous),True,thank-youx1
12-12 01:58,Masha Chernohorenko,LOOOVED IT! the picture booth that prints pic immediately is an amazing idea!:two_hearts:,True,thank-youx3
12-12 16:28,Mutale Mulenga,"It was truly amazing Brandon, Kent, Sylvia and Philecia  1000/10! Thank you *sooo* much for organizing the EOY event!",True,thank-youx2
12-12 19:26,nicole.baer,Love the brand elements :fire:,True,thank-youx1
12-16 19:52,U055B2ZEPC6,:celebrate:Huge thanks to everyone who was able to join the *2025 Virtual End of Year!* It was such a fun experience making Sushi and Dubai chocolate :sushi: :chocolate_bar: :heart_hands::skin-tone-3:,,clapping_allx32 tadax23 heartsx23 heart_hands::skin-tone-3x5 heart_handsx8 heart_hands::skin-tone-2x3 heart_hands::skin-tone-4x1 heart_hands::skin-tone-5x2
12-16 19:56,Brian W,":navan: Hey everyone - as we approach year-end, please make sure all of your Navan expense reimbursements have been submitted.

Managers, please make sure to go through and review/approve outstanding expenses.  For any travel/expense questions, feel free to reach out in #travel_and_expense_help.",,thumbsup_allx9
12-16 20:32,Vanessa Alexandrina,OMG! Dubai chocolate is the best!!!! :green_heart:,True,heartsx1
12-16 21:07,U07LTT7RYBH,"Hi everyone! :tada:
Here’s the video from our *NY + NJ EOY Gala*. What a special night!! It was an amazing idea to have both offices come together to celebrate. Cheers to a great year, and let’s make the next one even better! :clinking_glasses::sparkles:",,party_whalex43 clapping_allx43 heartsx40 yay-frogx29 yes-287x19 amazex20 cat_wowx19 rocketx19 cartawavex13
12-16 21:21,tess.justice,Looks awesome!!,True,thank-youx1
12-16 21:50,Kent Burrell,This is Amazing  @user :clapping_all:,True,thank-youx1
