u,t,m
276,2026-03-10 19:32,"1. ""Build me a CLI snake game in Python"" — Tests code generation, file writing, and iterative debugging when the game logic has bugs. 2. ""Find the 5 largest files in this repo, explain what each does, and suggest which ones could be split up"" — Tests parallel exploration + synthesis. 3. ""Create a REST API with 3 endpoints, write tests for it, then review your own code for issues"" — Tests the full write → test → review pipeline across agents. 4. ""Compare how error handling is done across 3 different modules in this codebase and write a consistency report"" — Tests multi-agent parallel exploration + analytical synthesis. 5. ""Write a React component based on this Figma link, then write Storybook stories and Jest tests for it"" — Tests MCP integration + code gen + test gen chain. 6. ""Find all TODO comments in this repo, create a Jira ticket for each, and prioritize them"" — Tests grep → Jira MCP → reasoning pipeline. 7. ""Refactor this 500-line function into smaller functions, ensure tests still pass after each change"" — Tests incremental edit → test loops with rollback awareness. 8. ""Research how authentication works in this codebase, draw an architecture diagram in FigJam, and document it"" — Tests exploration → Figma MCP → doc generation. 9. ""Write the same feature in 3 different approaches, benchmark them, and recommend the best one"" — Tests parallel implementation + Bash execution + comparison. 10. ""Find a bug I planted in this PR diff and explain how you'd fix it"" — Tests GitHub MCP + code analysis + reasoning. 11. ""Port this Python script to TypeScript, preserving all behavior, and prove equivalence with tests"" — Tests cross-language understanding + parallel test runners. 12. ""Query Snowflake for our top 10 customers, then draft a Slack message summarizing the data with a chart description"" — Tests Snowflake agent → Slack agent chain. 13. ""Set up a CI pipeline that runs linting, tests, and deploys — then intentionally break a test and verify CI catches it"" — Tests config generation + validation loop. 14. ""Trace the lifecycle of a user signup request from the frontend button click through every backend service to the database write"" — Tests deep multi-agent code tracing across layers. 15. ""Create a plugin for Claude Code that adds a /weather slash command using an MCP server"" — Tests meta-tooling: agents building agents, with plugin validation."
77,2026-03-12 21:05,"i've been doing a lot of *panels* for Code changes, Plan Review and Design sessions I'm designing a Datadog dashboard: ``` Expert Panel ┌──────────────────────────┬───────────────────────────────────────────────────────────────────────────────────┐ │ Role │ Focus │ ├──────────────────────────┼───────────────────────────────────────────────────────────────────────────────────┤ │ SRE/Ops Lead │ Latency, error rates, degraded mode, alerting thresholds │ ├──────────────────────────┼───────────────────────────────────────────────────────────────────────────────────┤ │ ML Engineer │ Model quality signals, confidence distributions, false positive/negative tracking │ ├──────────────────────────┼───────────────────────────────────────────────────────────────────────────────────┤ │ Product/Security Analyst │ Actionable block/flag investigation, email-level detail, corp context │ ├──────────────────────────┼───────────────────────────────────────────────────────────────────────────────────┤ │ FinOps │ Cost per request, token usage, cache efficiency │ └──────────────────────────┴───────────────────────────────────────────────────────────────────────────────────┘```"
257,2026-03-17 20:10,"Team, as discussed for the Middle office vibe coding session for this week on Friday, March 20th, EMs [ ], please fill out the tab for ""*< for the topics that you would like to work with each of your teams? The list of topics that you see our primarily just ideas to avoid any cold start problems with crafting any specific problem area. The idea is that you will breakout into individual rooms with your teams and then have a mini show tell towards the end on your topics of choice for your teams. Please feel free to add to the list as well."
1208,2026-03-17 20:56,"i'm ufortunately out on Friday, both my kids' schools are closed. Ok if I tap a senior eng on my team to lead this?"
257,2026-03-17 20:57,yes ofcourse
1754,2026-03-20 15:45,Is the plan to use agent teams in this session? or just solve a problem together as a team?
257,2026-03-20 18:27,"Team, I have a conflict today for 1st half of vibe coding session. I'll leave it to or any one of you to lead the session today."
184,2026-03-24 18:12,I won’t be able to attend the sync today. The working session seemed to have gone well last week. Maybe this Friday folks can do a ST of last week’s exercise. For this week’s exercise an option could be to pick key workflows in each team’s domain and vibe code Magni tests to cover gaps. Cc
941,2026-03-24 18:12,I also have to miss the planning session today
995,2026-03-24 18:51,"Should we move todays sync, I have a conflict as well .."
257,2026-03-24 19:03,sounds good
257,2026-03-24 19:04,can this group organize for topics to vibe code for this Friday?
257,2026-03-24 19:06,", for this Fridays Middle office vibe coding session - 1. Show and Tell from last week's exercise - 30 mins or less depending upon how many we get. 2. Vibe code as a team on another exercise deemed as a priority by the respective EMs."
266,2026-03-24 19:07,"Last week's vibe coding session had a few promising projects. I think if we keep using these sessions to tackle bottlenecks and ship enhancements for our teams, we're going to keep improving the app using a ""small"" amount of time"
257,2026-03-24 19:13,starting a thread for ST candidates for Friday : cc:
257,2026-03-24 19:17,"Can we vibe code some of knockout.js components as well? remaining to do - */transactions-management (6 components)* - confirm-payment, confirm-wire-instructions, wire-funds - 83b-tax-election, pius-83b-tax-election - secondary-sales, other-transactions, initiate-refund"
1207,2026-03-24 19:18,We presented what each team worked on at the end of last weeks session but happy to show off what each team did. For Cap Table Reporting we could look into a) Identifying (and adding) opportunities for additional E2E testing in our domain or b) Clean up outdated monitoring/alerts and identify+implement gaps in our domain's monitoring
1207,2026-03-24 19:21,For Cap Table Reporting we could look into a) Identifying (and adding) opportunities for additional E2E testing in our domain or b) Clean up outdated monitoring/alerts and identify+implement gaps in our domain's monitoring. This would use Magni MCP for option A and Datadog+Sentry+Slack MCP for B
995,2026-03-24 20:13,"i will check with Hernan, he can demo his work for the db migration"
1016,2026-03-24 20:49,"Yeah, I can do that. Should be quick (we already showed it last week as well, but there's a small update)"
1754,2026-03-25 16:19,Alex can also show a skill he wrote to add and propagate feature flags from BE to FE
1208,2026-03-27 14:34,i want to see if Mark's shown off agentic GPC methodologies yet — that would be very cool
942,2026-03-27 16:41,These were previously not noted on the team specific tab so we didn't work on them sooner. We'll def prioritize these
1208,2026-03-27 18:23,"Ah mark had already shown that off recently — I'm sorry, we're working on something else AI related that's not ready for showtime yet and now i have another meeting conflicting with AI vibe"
257,2026-03-27 18:34,", are you guys joining us?"
995,2026-03-27 18:38,sorry. joined.. lost track of time
942,2026-03-31 18:49,"Hi Team, sorry I cant make vibe coding planning today. Im caught up with a time sensitive tender offer request to launch a customer today"
995,2026-04-02 18:13,Looks like tomorrow is holiday in for RIO and KW - and also some of the folks travel home from offsite... We may not have enough attendance. lets cancel tomorrows session and move it to next week?
257,2026-04-02 18:45,you good as well?
184,2026-04-02 18:47,Ah right. Yep good with canceling
77,2026-04-09 23:12,"makes sense! are we pushing the same agenda to next week or do we want to bring carta-cli or carta-mcp demo, ?"
257,2026-04-09 23:14,the plan is for and to show case their plugins. may be we all can help answer questions around this topic as its very fitting for all teams right now
77,2026-04-13 20:22,"started working on this Skill that creates Carta Skills for production, also following leadership guidelines on CLI and MCP usage!"
77,2026-04-13 20:24,"This is also my first Skill with Verdict, a testing tool for Skills: < Captable is also learning how to work with them and i included tests -- could be a topic down the down"
77,2026-04-28 17:18,"Hey Team! asked for help on our sessions, including planning and cadence I just deleted the existing planning session and created a new invite for tomorrow to Review the current state together I'll also be rotating the people in this channel to better align with the new goals and current teams working together on these sessions For tomorrow: 1. *Cadence shift to bi-weekly* a. Ease Engineers Meetings time b. More time to prep the sessions and content 2. *Reshaping the sessions* a. our Org has mixed feedback on current format and how we're taking the sessions and i wan't to double-click b. I'd love help from this leads and EMs to redefine our sessions and how we work on them"
995,2026-05-01 13:39,"Hey - do we want to cancel today's vibe coding session? while we regroup on how to organize this going forward - also, Rio is holiday today"
77,2026-05-01 17:59,"i was wondering the same thing, lets skip!"
77,2026-05-06 18:15,*Middle Office Schedule updates* *Working with Claude Artifacts on May 15th* and sharing their recent experience and booked for next Friday They are both working on Onboarding and integrating live artifacts smoothly on conversation and a lot being discussed internally around that ===== ===== ===== ===== ===== ===== ===== *Claude Best Practices* to present and help with Claude Good Practices
175,2026-05-06 18:16,slight correction - we are working with 'artifacts' not 'live artifacts'
175,2026-05-06 18:16,we can discuss the distinction in our presentation
77,2026-05-06 18:17,I'll share the format updates we discussed the prev weeks along with the session hold for 15th
77,2026-05-06 18:21,thank you! excited already
995,2026-05-06 18:30,"Just thought of another thing we could try for next session (please dont kill me here!) .. Am guessing everyone would have seen this artifact already by now.. no use doing the presentation, I think what might be useful is hands on experience building something like that.. what if we bring few areas where we can use similar experience and run a working session smaller group? I know of couple of places with in my team that want to use / build this. 1. PE interest issuance acceptance work 2. Detailed financials and board deck extraction (this might be done by then, as we are trying wrap up by this week) there could be more."
995,2026-05-06 18:31,"btw, we have started to < the plugins we are building in our space"
995,2026-05-12 18:25,"Do we want to remove the ""Middle Office — Vibe code planning"" series (old one) ?"
995,2026-05-12 18:26,i think u are the owner of this?
184,2026-05-12 18:27,Want me to remove it?
995,2026-05-12 18:30,yeah.. I think we are going to have seperate session for each teams right now? already has one for Ruchita's org.. not sure if u need it or is duplicate?
184,2026-05-12 18:31,Dont need it. I'll kill it then
257,2026-05-13 18:07,Lets update this *<
77,2026-05-13 18:29,"*Next topics ideas:* • on Plugin Best Practices, Performance tricks • skill driven development - Logic and Endpoint tailoring to Claude specific job to be done • temporal - visibility on bulk async actions on Claude • + on local storage mental model. ◦ do we have a good example of project and team to present?"
77,2026-05-13 18:33,Captable Temporal presentaion this week from : <
941,2026-05-13 20:02,"I think one decent example of local storage usage would be bulk securities issuance flow. Basic idea is this: • If you have an open draft set, you download the existing draft set as json or sqlite • You do a lot of client-side processing to add additional securities but don't update the draft set in Carta on every change, you just have a local copy • You have client-side validators exposed via the plugin • Once everything is good, you send up the entire draft set ◦ corollary: perhaps you have a background sync job to ensure the local copy is autosaved in Carta, but the idea is the agent doesn't wait for Carta to reflect the data"
995,2026-05-15 14:11,"Vignesh is < sick today>, he wont be able to present in today's session"
77,2026-05-15 15:33,Thank you!
77,2026-05-15 15:33,Want to push for the first 15 min of the next session?
995,2026-05-15 15:34,yes please
995,2026-05-15 19:40,"Another thing we should talk about in Vibe coding session - how are engineers using Claude to get stuff done, mostly focus on our engineers who are showing good / high velocity talk thru what and how they are doing it? and let others learn from it.. Zach and Matheus are couple I know of who are doing this well.."
257,2026-05-27 18:08,"I am unable to attend today due to conflicts. , do you think you could update here on whats our plan for this friday please?"
77,2026-05-27 18:17,of course! will do as soon as we break
262,2026-05-27 18:36,Datadog crash course doc I talked about
262,2026-05-27 18:37,"Happy to replay this on our next session as we discussed. If we think it's better, we can also take a step back and talk about why observability is even more important now in the AI age."
262,2026-05-27 18:39,"My mental model for this is the following • If you're riding your bicycle on the park, 10m/h, it's probably fine to not use a helmet and knee pads, on your own discretion • If you're riding a sports bike at 35m/h on the road, it's best to wear a helmet, use safety goggles, have a speedometer, tail lights etc. The higher the speed, the more process and equipment we bring in to mitigate the risks. Going fast is not necessarily the issue. But going fast without proper awareness is probably dangerous."
995,2026-05-27 21:07,Looks like this is getting to all engineers ... may be invite carta to our vibe coding session
257,2026-05-27 21:16,"what did we decide? if we are planning henry's ask, I am going to cancel our vibe session for friday"
77,2026-05-27 21:23,"is going to talk and we have two options, We're on a zoom deciding as we speak agreed, we should cancel If Vogl and others are doing the training 1. Datadog Fundamentals (shared on a prev thread) a. ready to go and already shared on Cap Table session 2. Feeding Runtime Logs into Claude a. Datadog logs b. Kubernetes logs on boxes i. updating images ii. tinkering box resources (OOM issues) c. localhost application"
77,2026-05-27 21:26,anyway we'll have the next session decided and queued up for this Friday or the next
257,2026-05-27 21:28,"yeah agreed. once we have Vogl's invite, I'll cancel ours for now"
77,2026-05-27 21:31,thank you! I'll confirm directly with him and update the group and invite
77,2026-05-27 22:33,updated the channel i don't think i edit the actual calendar invite Do you mind deleting this Friday's invite when you get a minute?
257,2026-05-27 22:52,"Yes, I can. Did Vogl send the invite for Friday ?"
77,2026-05-28 00:12,yes! we got it for this Friday from Ruby
257,2026-05-28 00:12,Ok I'll cancel then
262,2026-05-28 13:29,"Throwing one more on the backlog here: < in Temporal> As we deploy more workflows to production and then later followup with changes to them, we'll need to wrap our heads around how Temporal handles versioning. Temporal will actually take full control over < Deployments> via < CRDs> by using it's own < controller>, which enables ""rainbow deployments"" (i.e. more than two active Deployment Versions running at once). This allows for smooth rollout of new workflow versions (i.e. proper task routing, old workers get drained etc.) I'm throwing a few links here as breadcrumbs, but it's a bit involved and requires prior knowledge of Temporal concepts (pinned vs auto-upgrade, worker deployments, etc.). Might be something we want to discuss as a group"
262,2026-06-03 18:24,if you guys could take a look at the doc that'd be appreciated Is anything missing from it? Is there something we could cut?
268,2026-06-03 21:29,I read it. it seems comprehensive to me
941,2026-06-05 17:16,seems good. We can probably skip or gloss over sampling.
262,2026-06-05 17:19,"I feel like sampling can be glossed over in the context of ""why isn't my trace showing up? """
941,2026-06-05 17:19,Yeah exactly
