u,t,m
375,2025-06-26 18:18,Agricultura familiar felina
375,2025-06-26 18:33,"Pessoal, alguém tem experiência com plano de saúde pet? To pensando em fazer o < Mais Vida> pra Geleia e pra Serena (porque é o único que tem rede credenciada aqui na roça, apesar de ser bem mais caro que o Petlove) e pensando se vale a pena $$$."
89,2025-06-26 19:03,O Milo tem o Petlove. Funciona muito bem pra mim e é bem pagável.
533,2025-06-26 19:38,"Sei que é muito Nutella, mas minhas filhas amaram e eu também rsrsrsrsr"
76,2025-06-26 20:11,"essa foto é de outro dia, mas só pra mostrar o novo role da Nikita: pular nas minhas costas e ficar no lugar mais desconfortável possível, só pq sim"
375,2025-06-26 20:45,"desconfortavel pra vc, pq pra ela ta otimo kkkkkk"
76,2025-06-26 20:52,"MANO entre a cadeira e minhas costas, não TEM COMO ser confortável"
1421,2025-06-27 17:35,O gato analista
76,2025-06-27 17:39,"""me conte mais sobre só 1 sache por dia..."""
375,2025-06-27 18:31,catmund freud
533,2025-07-02 14:58,I hope this email finds you well! How the email found her...
1687,2025-07-03 17:52,quando chega entrega e os gatos ganham presente também
76,2025-07-03 17:53,_I'M THE GATENHO IN THE BOX_
130,2025-07-03 20:10,"Enquanto uns trabalham, outros aproveitam seus privilégios de gato hahaha"
1222,2025-07-03 20:30,essa coberta fluffy é a maioral entre todos eles
130,2025-07-03 20:47,"sim, quem não gosta é maluco! hahahahaha"
532,2025-07-03 22:13,muito frio nos alpes tijucanos
1685,2025-07-09 20:21,Detalhe: a caminha rosa do lado dela e ela optou pela caixa
479,2025-07-09 20:26,"Lulu protegendo o Manu, que está doentinho."
1003,2025-07-09 20:30,"Divos Melhoras, Manuuuu"
533,2025-07-09 20:58,"Cuida do filho doente, do gato e ainda faz bolo de milho quentinho! Queen"
479,2025-07-09 21:03,O segredo é fazer tudo mal!!!!!
533,2025-07-11 14:14,Uma massagem para relaxar
89,2025-07-14 14:24,Milo curtindo a sonequinha de domingo de manhã
1222,2025-07-14 14:32,conforto absurdo™
533,2025-07-14 14:35,Nao estava preparada para essa surra de fofura!
533,2025-07-14 14:39,"Gateiros, minha gata precisou tomar hepvet suspensão e não se adaptou com a versão líquida e vai tomar em comprimido, se alguém estiver interessado, ela só tomou uma dose e o frasco está praticamente cheio."
89,2025-07-14 16:01,"No petiscos, only pets"
76,2025-07-14 16:47,o preço que a Nikita paga pra morar numa casa de amor e carinho e passar vergonha na internet e eu acho que tá barato ainda
76,2025-07-14 17:02,Mookita parece o nome de uma marca ruim de achocolatado
1321,2025-07-14 17:48,"rapaz, acho que vcs correm perigo"
76,2025-07-14 17:59,"ela se vinga da gente destruindo tudo que tem de valor nessa casa. Perdi a conta de vezes que ouvi a Paula falar ""eu não posso mais ter nada de bonito nessa casa""."
1321,2025-07-14 18:24,"hahahahahaha mano, ontem mesmo eu tava lembrando de tu contando que ela arranhou as lentes do teu óculos inteiras. é mt agentezinha do caos"
89,2025-07-14 20:57,mas vc quer que ela seja linda e calma???
76,2025-07-14 21:01,mas ela também não precisa ser linda e criminosa
1321,2025-07-17 19:57,Fumaça tentando lidar com a nova vida de calva. Raparam a barriga da bichinha...
1311,2025-07-17 19:58,Esse pelinho baixo é tão gostosinhooo
76,2025-07-17 19:59,_MAS VC SABE QUE EU NÃO GOSTO DE HOMEM CAGUECA_ <
1321,2025-07-17 20:01,"siiiiim, é maravilhoso! eu só dou graças a deus que ela gosta de carinho na barriga."
1321,2025-07-17 20:01,"Cagueca top 5 palavras do português muleque, português garoto, português Joga 10"
76,2025-07-17 20:02,HAHAHAHAHAHAHAHA português joga 10
533,2025-07-17 20:03,A pose gentchi!
1003,2025-07-17 20:50,Ela tá com uma cara de “~Denise~ Gabriel sai da live”
1119,2025-07-17 20:51,Gatos de Barriga Pelada
730,2025-07-22 19:08,"Em homenagem ao Ozzy Osbourne (o humano) que nos deixou hoje, uma foto do meu Ozzy Osbourne (o gato), bem confortável na sua cobertinha."
1321,2025-07-22 20:29,Os morcegos de nilópolis completamente cagados de dar rasante na tua casa
76,2025-07-22 21:02,"""mãe, pq tá todo mundo de luto por mim? eu só tava dormindo, uai, povo dramático"""
533,2025-07-23 15:37,O esquema de pirâmide é real! Adotei mais esses dois irmãozinhos de 1 mês: Mário e Luigi
159,2025-07-23 15:41,PARABÉNSSSS
159,2025-07-23 15:42,SEM CONDIÇÕES
533,2025-07-23 15:47,Amanda eu num guento!
1311,2025-07-23 16:02,"Essas carinhas de ""tudo é novo nesse mundo"""
1421,2025-07-23 16:05,De olho em você
89,2025-07-23 16:07,"AI MEU DEUS, NUM GUENTO"
1686,2025-07-23 17:30,Que lindinhos!!!
1421,2025-07-23 18:03,Cansou de vigiar e virou um tatu bola
1222,2025-07-24 15:23,"Meu nome é Caribe mas mamãe me chama de Biba, Bibinha, Beebows e Bebolicious e Baiguínha"
76,2025-07-29 15:27,"Pessoal, precisamos levar nosso Benício Maurício Moacyr Sebastião Von Gatten npra revisar os dentinhos dele O mano tá com 1) dente quebrado 2) gengivite 3) um bafo do diabo Alguém tem indicação de vet que já fez tratamento nos dentinhos?"
1222,2025-07-29 15:30,"Lucas, quando peguei o Black Sabbath ele tava com a boca podre e super comprometida e levamos ele na Metazoa por indicação porque o veterinário lá é odonto. Foi por indicação e foi muito bom, é longe mas valeu a pena e na época foi um preço justo <"
1222,2025-07-29 15:31,"Dr. Leonardo Zeeman, nao sei se ele atende em outro lugar"
533,2025-07-29 15:32,"Olá, eu vi boas recomendações desse local Lucas: Pet Odonto - Odontologia Veterinária <"
375,2025-07-29 15:35,Tem odonto na < para Gatos> na Tijuca. Meus pais tratavam Geleia lá
533,2025-07-29 15:36,"Eu adorei a CAT tb Leticia, levei a minha lá recentemente, não sabia que tinha odonto!"
375,2025-07-29 15:39,"Eles sao uns amores! A gente fazia tudo da Gege por lá. Meu marido conhece uma das donas, então a gente recomenda de olhos fechados"
89,2025-07-29 15:45,Amora? Sofia?
159,2025-07-29 15:56,O zorro removeu um dente em laranjeiras <
533,2025-07-29 16:17,Mario hahahaha
1685,2025-07-29 18:41,Não foi bem essa blusinha que comprei na Renner não.. mas tudo bem! Sacolinha recheada
1003,2025-07-29 18:41,"Apesar de estar aqui de penetra e não ter gatos, confio de olhos fechados na Doutor Silvestre (< aqui pertinho. Levo minhas porcas lá. A Aurora já ficou internada lá, fez procedimentos complexos e mexeu nos dentinhos e a equipe sempre foi um amor (eles tbm cuidam de gatos e doguinhos lol)."
76,2025-07-29 19:03,"Pessoal, muito obrigado mesmo pelas dicas!!!! O Benicio NAO agradece pq ele não gosta de ir ao veterinário, mas a gente agradece por ele"
76,2025-07-29 19:04,porcas? que fofuraaaa
375,2025-07-29 19:06,"só queria adicionar aqui que Benício Maurício Moacyr Sebastião só podia ser filho de Lucas Eduardo Gabriel, it's a first name type of family"
91,2025-07-29 20:02,"com todo respeito, é muito melhor!"
1685,2025-07-31 18:19,Hora do solzinho da tarde
89,2025-07-31 18:56,Draw me like one of your French girls
2161,2025-07-31 18:58,Atenção: estagiária foi pega dormindo em serviço!
76,2025-07-31 18:58,GENTE completamente largada
2161,2025-07-31 19:02,Total! as patinhas pendurando kkkk tudoooo
375,2025-07-31 19:33,"Minha mãe ganhou uma panela de pressão no bingo (), mas quem ficou feliz mesmo foi Geleia com a caixinha nova"
1311,2025-07-31 20:28,O bingo rendeu presente pra todo mundo
1031,2025-08-04 18:50,Atualização dos meus gatos visitando a casa da vó pela primeira vez: já são donos da casa.
1119,2025-08-04 21:41,Apenas jovem na sua cadeira de praia na golden hour
1031,2025-08-04 22:00,pelo amor de deus onde compra essa cadeira
1222,2025-08-04 22:15,simm manda o link pra gente
105,2025-08-05 16:28,Eu estou louco por essa cadeira!!! Louco pra ver meus gatos ignorando a existência dela quando comprar!!!
1031,2025-08-05 18:19,"me lembrou de quando eu comprei esse arranhador, que Bobby não entendeu a proposta:"
1119,2025-08-05 19:38,eu comprei esse tbm é foi um grande flop
91,2025-08-06 20:01,"vou defender o Jovem. Ele é o único gato que usa as coisas que o pai compra para ele. Evidencias: usa a cadeira, usa o tapetinho de gel fresco no verão. Jovem 2 - humanos 0"
1685,2025-08-08 18:14,O emoji é real!
533,2025-08-08 18:59,Happy International Cat Day — from mine to yours!
730,2025-08-08 19:08,AI MEU DEUS
730,2025-08-08 19:08,AS CARINHAS DELES
1031,2025-08-08 21:46,os corajosos quando tem visita:
1031,2025-08-18 20:21,não sabia que tem guaxinim em santa cruz-rj agora
1222,2025-08-18 20:29,pegue o pombo pegue o pombo
1031,2025-08-18 20:30,"ninguém pega o pombo, ficam só nesse jogo de empurra"
1222,2025-08-18 20:31,igual aqui......... se um dia moraram na rua nao se lembram
1031,2025-08-18 20:32,"menina, eu trouxe dois gato gringo ainda, mais fácil o pombo levar eles"
1031,2025-08-18 20:52,quando tem pombo à vista:
1222,2025-08-18 20:52,AHAHAHAAHAHAHAAHAHAHAAHAHAHAAHAHAHAAHAHAHAAHAHAHA
730,2025-08-19 20:07,MEU DEUS DO CEU QUE GATA LINDA
468,2025-08-19 20:09,te amo pioco te amoooo
730,2025-08-19 20:10,É um menino?
468,2025-08-19 20:12,é uma mocinha mesmo!!!
105,2025-08-19 20:30,QUE LINDEZAAAAAAAA!!!!!
1685,2025-08-20 13:38,Salemzinha em seu momento de bronze
1119,2025-08-20 17:14,estou apaixonado
1119,2025-08-20 17:16,Como queria estar
1686,2025-08-22 17:18,Como eles gostam de um solzinho né? Tá batendo sol na pontinha da cama e pra lá ela se foi.
2161,2025-08-28 21:48,Que soninho
1917,2025-08-29 17:04,presentes da vida - Gaia
76,2025-09-09 23:33,Nenhuma reflexão sendo feita naquela cabeça
533,2025-09-10 19:41,A minha definição de quarteto fantástico
2161,2025-09-10 19:42,mds o da ponta direita é IDENTICA a minha gatita
1685,2025-09-10 19:45,os babiess gêmeos no meio
1421,2025-09-10 20:05,quarteto gatástico
105,2025-09-10 20:09,AAAAAHHHHHH!!!! MUITO LINDOOOOOOOSSSS!!
1311,2025-09-10 20:15,Apenas passando mal com tanta fofura
375,2025-09-11 12:32,"me diz que eles tem nome de gemeos, por favor"
375,2025-09-11 12:32,tipo maiara e maraisa
533,2025-09-11 13:06,Hahahha Mario e Luigi
375,2025-09-11 20:17,Recebi no e tive que ir conferir
1222,2025-09-11 20:19,ahahahahahahaah
1311,2025-09-11 20:19,Mamis só postou fotão!!!
1003,2025-09-11 20:28,O gato na horta foi TUDO
1098,2025-09-11 20:34,A melhor sequência de fotos!! É a Geleia?
533,2025-09-11 20:38,Um dia na vida de uma herdeira!
375,2025-09-11 20:38,"É ela sim, Van"
1031,2025-09-16 18:10,"chat, meu roommate é um desempregado que dorme no sofá da sala o dia inteiro e berra a noite toda na porta pra sair AITA"
975,2025-09-22 16:21,Muito calor no Hell de Janeiro
1031,2025-09-26 16:52,a carinha serena de quem me acordou aos berros às 5 da manhã
1222,2025-09-26 17:32,"claro, voce não dá comida pra ele!!!"
1031,2025-10-08 12:42,birdwatching goes both ways
1222,2025-10-10 21:08,Eu ia dizer que esse é o nosso new Cartan mas ele é tão pitico que vou apresentar o novo Bilhetinho
1321,2025-10-10 21:30,Mas que caju mais fiapento!
1222,2025-10-10 21:32,estou alimentando ele em uma mamadeira é uma coisinha ridícula
1321,2025-10-10 21:33,Qual é o nome desse Gavrilo Príncipe?
1222,2025-10-10 21:34,"Bom o nome de batismo dele é Derfel, mas aqui em casa ele tá sendo chamado de Maquinho Mil Grau"
533,2025-10-10 21:42,Que pitico mais lindo gente!!!
730,2025-10-10 21:49,MEU DEUS DO CEEEEUUUUUUUUUUUUUU
730,2025-10-10 21:49,EU QUERO ELE
730,2025-10-10 21:49,chama ele de Launch
730,2025-10-10 21:49,"pq nao tem nem 1m raised e menos de 25 sh, é pitico"
1222,2025-10-10 22:08,AUHAUHAHUAHUAAH amiga jurooo ele tem 300g
1321,2025-10-10 22:08,300 novalgininhas :3
975,2025-10-13 14:26,Meu deus olha o tamanicooooo
1226,2025-10-14 13:49,It’s a post-it
1031,2025-10-22 18:19,Birdwatching Goes Both Ways 2: 2 Birds 2 Watching
730,2025-10-27 17:02,"“Caraca, Bruce… Roubou o meu lugar”"
533,2025-10-27 17:34,Segundou pessoal!
975,2025-10-29 21:18,Companhia do home office
1031,2025-10-30 14:45,she really said
975,2025-10-30 14:46,"É um menino, o meu pudim"
116,2025-11-07 15:08,"Bom dia, Brasil! Alguém tem indicação de clínica boa que faz castração pela zona sul e Tijuca? Orcei aqui com duas que costumo levar minhas gatas pra consulta e tão cobrando absurdos 1500/1600 reais."
1311,2025-11-07 15:14,"Cê tá locoooo! Nós castramos na Apaixonados por 4 Patas ali no início do Flamengo, foi tudo ótimo. Não to lembrando o preço exato, mas acho que uns 300 reais <"
1226,2025-11-07 15:15,"Nenéns mais lindas Amigo, eu já levei a Merlot nessa clínica < costuma ter preços mais acessíveis. Nunca fiz nenhuma operação lá, mas pode ser algo a consultar."
533,2025-11-07 15:26,"Esqueci de te mandar Noel, sorry! <"
1686,2025-11-07 15:57,"Veterinária Laranjeiras, com a Raquel. 21 99889-3306"
1031,2025-11-07 20:45,Gratuito: <
1311,2025-11-12 16:48,"_""que dia é hoje mesmo quem sou eu cade o sache""_"
1321,2025-11-12 17:39,Pra onde que eu tô?
975,2025-11-12 18:03,Hm que travesseiro bom
1222,2025-11-12 18:21,"Pois não, Paula?"
532,2025-11-14 15:24,mãos ao alto!
1693,2025-11-28 18:46,"Buenas tardes a todos, enquanto uns trabalham, outros dormem..."
1693,2025-11-28 21:15,"Ralf, o fiscal de compras"
533,2025-11-28 21:48,Rola petisco nessa Black Friday?
1031,2025-12-01 17:33,corporate needs you to find the differences between these pictures
975,2025-12-03 16:09,3 anos de pudinzinho
975,2025-12-08 18:45,Já é natal aqui pro Lokinho
89,2025-12-08 18:46,"meu Deus, como vc subornou ele pra ele aceitar essa indignidade? amei e quero testar"
975,2025-12-08 18:47,"HAHAHA ele é muito bonzinho, mas os outros ficaram putos"
1311,2025-12-08 18:51,Benício não quer aceitar que já é segunda de novo
1222,2025-12-08 18:51,e tá errado?
1222,2025-12-08 18:52,ah sim pois ele tá mto feliz KKKKKKK
1222,2025-12-08 18:52,JUST NO GAB
1311,2025-12-08 18:52,To quase ficando em posição fetal com ele kkkkkk
1222,2025-12-08 18:54,aqui também todo mundo assim muito cansado
375,2025-12-08 18:55,somos todos benicio
1311,2025-12-08 18:58,"_bonzinho é a mãe, tira isso de mim_"
975,2025-12-08 19:00,Essa é a carinha normal dele hahaha é pq vcs não viram a cara dos outros (segue abaixo o exemplo do pudim e do fred)
1311,2025-12-08 19:00,Essas reninhaaaasssss
975,2025-12-08 19:03,"pra completar a turminha do barulho, segue Gaia e Teca"
1222,2025-12-08 19:04,A Teca dominada pelo desgosto
1222,2025-12-08 19:04,como não amar
89,2025-12-08 19:04,todos muito felizes e tolerantes
975,2025-12-08 19:04,Ela sem acreditar que aos 17 anos ta tendo que passar por essa humilhação
975,2025-12-08 19:06,estamos todos com benício
533,2025-12-08 19:51,Benício nos representando rsrsrs
1693,2025-12-08 20:12,Ralf na mesma pegada
1693,2025-12-08 20:13,Mensagem subliminar
1222,2025-12-08 20:35,hoje é bife paizão????
1693,2025-12-08 20:43,Ralfnator attacks
2161,2025-12-08 21:10,"Aqui estou mais um dia, sob o olhar sanguinario do vigia"
975,2025-12-09 21:37,"Vai me negar um prato de comida? Um prato de comida, cara?"
1693,2025-12-11 19:15,"Polícia, deita no chão e levanta as mãos!"
533,2025-12-12 13:54,Dress code para festa da firma :
975,2025-12-12 19:58,"Alguém amou a ""árvore de natal"""
1693,2025-12-19 15:00,Alguém achou mais uma caixa para brincar
1222,2025-12-19 15:09,Caribe e Marquinhos e a paz de quem não tem uma conta pra pagar
1311,2025-12-19 15:13,As pancinhas
1222,2025-12-19 15:15,Paula repare que uma das meias do Marquinhos tá furada
730,2025-12-19 15:31,Marquinhos tá enorme aaaaaa
1222,2025-12-19 15:52,amiga ele está uma graça e ao mesmo tempo o diabo
975,2025-12-19 18:01,relampago marquinhos ta enorme ja
1226,2025-12-19 18:48,"nao guento com as luvinhas e meinhas, serio"
533,2025-12-22 18:41,Feliz natal da minha pequena trupe!
975,2025-12-22 21:55,que linda a familinha de gatos
975,2025-12-26 14:39,Frederico pegando um ventinho pois o calor tá de matar no RJ
1311,2025-12-26 18:25,É necessário um fresquinho na baliga
533,2025-12-26 18:55,"Por aqui também, se refugiando no fresquinho do ar condicionado"
1098,2025-12-26 19:19,ai que ideia perfeita!!! vou fazer com os meus!
533,2025-12-26 20:48,Difícil foi juntar a galerinha
1693,2025-12-30 16:43,Cochilo da tarde
1222,2025-12-30 17:03,sou mto fá do Ralf ele tem cara de que sabe viver muito
1693,2025-12-30 17:08,"Cr ja nasceu aposentado pooo, ta só curtindo kkk"
975,2025-12-30 18:52,the most orange cat that an orange cat has ever been
975,2026-01-23 16:49,Gaia em sua caminha rosa tal qual a princesa que ela é
1031,2026-01-23 17:04,gatinha raça studio ghibli
1222,2026-01-23 17:25,como pode o delineador no narizinho
1098,2026-01-30 21:13,Gente .. alguém tem indicação de catsitter? A que cuida dos meus filhotes quando viajo nao vai poder nas minhas férias
89,2026-01-30 21:15,"Eu tenho uma indicação maravilhosa de hospedagem, mas é aqui na Ilha."
1098,2026-01-30 21:15,ahh eles nao saem de casa
1098,2026-01-30 21:16,um deles congela rsrsrs
76,2026-01-30 21:17,"""Sextou galera, eu vou dar logo um corte nesse veneno"""
1687,2026-01-30 22:30,"Eu tenho!! Babi maravilhosa, vou pegar o contato"
1687,2026-01-30 22:30,21 97722-9001
1098,2026-01-30 22:59,Ah perfeita!!!! Muito muito obrigada!!!!!
91,2026-02-02 14:02,Tb chamo a Babi. Ela é perfeita.
1098,2026-02-02 14:57,Ah que maravilha!!!! Muito obrigada !!!!
1098,2026-02-02 15:01,Ja mandei msg pra ela aqui
1693,2026-02-03 18:39,Mano Ralf e seu novo lugar favorito
533,2026-02-06 20:09,"A família cresceu! Com toda essa onda de notícias tristes envolvendo nossos amiguinhos de 4 patas, decidir pender um pouquinho a balança pro lado do bem e adotei esses irmãozinhos: Léo e Mia. Incentive quem vcs conhecem à adoção responsável, não precisa ser 6 como eu rsrsrs, mas uma vida resgatada já vale muito!"
957,2026-02-06 20:10,"ameiii carol, são lindosss, bem vinda a turma de quem tem 6 gatos hahahahha"
533,2026-02-06 20:12,"jura Fê, precisamos tricotar rsrsrsrs"
89,2026-02-06 20:17,que lindezasssssss
1226,2026-02-06 20:50,Esquema de pirâmide! Amo
533,2026-02-06 20:54,Prova viva que é real!
159,2026-02-06 22:57,Eu ja quero conhece-los carol obrigada pelo seu coraçao
975,2026-02-09 15:05,Lindos demais!!! Muito bom ter uma familinha de gatinhos
1098,2026-02-12 20:03,"Que lndooooooos, Carol! They made my day"
89,2026-02-27 16:55,Ficou #xatiado
76,2026-02-27 17:21,Passando pelo mesmo aqui
730,2026-03-02 15:48,A carinha de adolescente
975,2026-03-02 21:08,Eu não aguento com eles
1693,2026-03-02 22:08,Impressionante a capacidade dos gatos de serem fofinhos tendo apenas essa expressão facial disponível no hd deles:
957,2026-03-04 18:46,"Oiii, estou com 3 gatinhos lindos disponíveis pra adoção. Um sem coração abandonou a mamãe enquanto ela estava em trabalho de parto, os gatinhos acabaram nascendo dentro de casa, se alguém tiver interessado ou conhecer alguém que queira"
1222,2026-03-04 18:49,vou te processa
89,2026-03-04 18:51,num posso meldels eu não possooooo
957,2026-03-04 18:54,sempre tem espaço pra mais um gente kkkkkk
159,2026-03-04 21:10,milo precisa de um irmão
159,2026-03-04 21:11,pega mais um
1222,2026-03-04 21:11,Filho único é maldade......
159,2026-03-04 21:12,vcs ficam fora o dia todo.. eles ficam sozinhos abandonados ... eu hein
533,2026-03-04 21:14,"Isso mesmo, fazendo a adaptação direitinho é só alegria!"
975,2026-03-05 16:07,Quem tem um gato só deveria adotar o segundo pra ser companhia!!
1887,2026-03-06 19:53,"Agora faço parte da comunidade mãe de pet, adotei dois irmãozinhos dessas fofuras (queria poder pegar todos ). Meus filhotinhos: Arrascaeta e Ivy."
957,2026-03-09 14:17,"gente updates, os três gatinhos foram adotados, pela mesma pessoa que ficou com pena de separar eles"
1222,2026-03-09 14:20,ai que felicidadeeeeeeeeee
1693,2026-03-09 15:22,"23:59 ""vou estudar"", 00:00 : ""pooo, to cansadão, amanhã eu estudo"""
975,2026-03-09 17:33,"Ralph trabalhou muito, tem que dar um desconto também"
1693,2026-03-09 17:34,pode creer haha
1887,2026-03-16 14:58,Tirando cochilo durante o dia para poder tocar o terror durante a noite
89,2026-03-16 15:09,coisa lindaaaaa
1098,2026-03-16 15:21,eles sao lindos demais!!! que bom que conseguiram uma casinha juntinhos!!!!
1693,2026-03-20 14:26,Finalmente escolheu o lugar certo para dormir
533,2026-04-06 21:37,Qual ciclo de lavagem devo selecionar?
1887,2026-04-17 13:57,Minha jovem aprendiz
159,2026-04-17 14:17,cade o outro nenem?
1887,2026-04-17 14:37,"esse não quer saber de trabalho, só quer aprontar e receber carinho kkkkk"
159,2026-04-17 14:56,OLHA ESSA CARA AMASSADA MEU DEUS
1421,2026-04-21 17:31,"Totoio mandou dizer ""oi sumidxs"""
975,2026-04-22 22:14,Pudim vendo um pudim
1693,2026-04-24 18:28,Sono da tarde
76,2026-04-24 18:32,"essa casa é dela, eu só vivo aqui"
957,2026-05-12 13:53,MDS que coisas mais lindas essas crianças
1887,2026-05-12 14:15,"E eles não param de crescer, não aguento!"
957,2026-05-12 14:19,"eles estão lindos demais amiga, aiii já perderam a carinha de bbs"
1693,2026-05-12 19:10,Mano Ralf pronto para o inverno
975,2026-05-22 19:36,"Hi thanks for calling Carta support, this is Gabi and Fred, how can we help you today?"
1222,2026-05-22 19:45,Carta stole my shares
957,2026-05-26 15:18,Fred definitely stole my heart
975,2026-05-26 15:39,Does this good boy deserve a 5 star CSAT?
957,2026-05-26 16:33,"for sure, I'll write an amazing review for him"
975,2026-05-28 18:28,Ajudante de hoje
957,2026-05-28 18:30,"amiga, sua empresa já passou o launch limit, ta com muito ajudantes/ sh"
975,2026-05-28 18:31,"Não sabia que tinha limite de catholders, absurdo!"
957,2026-05-28 18:32,"tem amiga, depois de 4, cada catholder recebe um churu como rsa pra eles comerem quando quiserem"
116,2026-05-29 21:42,21 graus no Rio de Janeiro e elas imediatamente:
1098,2026-05-29 22:51,Bruce: me deixa! nao quero falar com ninguem!
