u,t,m
527,2025-09-19 21:52,"*Workday Release 2025 R2* Workday pushes out new release functionality and features to our system 2x per year. On *Monday, September 22nd* you will notice few new changes in right away which include: • *UI/UX Changes Throughout the System* ◦ Color scheme and button layouts have changed slightly. • *Enhancements to Time Off Absence* ◦ < Time Off> can be found directly on your home page! ◦ < Time Off> navigation has changed slightly. If you run into any issues, please feel free to open a < Helpdesk ticket>. cc: <!subteam^S06F7F8BB63|@peoplesystems>"
1875,2025-09-22 13:03,"Hi all! Just a friendly reminder that several significant Jewish holidays — including *Rosh Hashanah* and *Yom Kippur* — will be observed over the coming weeks. These are two of the most important days in the Jewish calendar. Please take a moment to review the _*2025–2026 holiday dates*_ in the image below, and be mindful and supportive of teammates who may not be working in order to observe. If you're interested in learning more, celebrating, or supporting colleagues who observe, feel free to join — we’d love to have you!"
527,2025-09-30 22:57,*News!* You can now submit your 2026 planned time off in < • `2026 Global Holiday Calendar:` Details can be found on < of Carta - Employee Benefits> and also reflected on the < Calendar>. • `Time Off GCalendar Integration` - approved MTO/Vacation time off is < integrated> with your GCalendar unless you opt out. • `US Employees` - the 2026 calendar was open earlier this year so we will be reaching out to you and correcting any time off days accidentally booked on a paid holiday. cc: <!subteam^S06F7F8BB63|@peoplesystems>
241,2025-10-06 16:39,is there no more calendar view for absence anymore?
253,2025-10-06 16:41,"there is -- you have to click the ""Manage Absence"" button."
241,2025-10-06 16:42,"oh nice, thanks. weird that it isn't an option when you click on the Absence ""app"""
253,2025-10-06 16:44,True! That's one of the complaints from this recent release -- Workday customers are unhappy with that.
241,2025-10-06 16:50,now I see that the links in this post actually answer my question - sorry!
475,2025-10-07 21:43,"*Hi Cartans, exciting news!* We’ve officially changed the name of *Tactyc* to *Fund Forecasting*! _*What’s happening?*_ We’re rolling out the new name across our product and website; closing Tactyc’s social pages; updating financial contracts, and editing all sales comms. _*Why does it matter?*_ This shift helps us integrate even more deeply into the Carta ecosystem and reflect our product’s core value to users. *What’s next?* -All changes were initiated Mon, 10/6 Big thanks to the whole team for making this a smooth transition. Carta’s strategy wrt acquisitions is that we run a “branded house” (single brand) vs. a house of brands, and we will be intentional around how we integrate brands via acquisition going forward ."
299,2025-10-09 16:07,"IT/Infosec Announcement *TL;DR* Okta Verify has a bug affecting access. *Date:* Oct 9, 2025 *What happened?* Earlier this week, we've noticed a small number of users having issues logging in with Okta Verify, where the verify popup requests your fingerprint, but doesn't proceed. *This issue does not affect account security or other authentication methods.* *Is there a fix?* We are currently working on a fix, but are still testing. If you are experiencing this issue, please reach out to the IT-Helpdesk linked below. We will provide updates as they come. If you have any issues like loss of connectivity or crashes/reboots, please respond in this thread or make a post in the IT helpdesk (linked here ---) Get Help! button If you like the format of these messages, please check out the Slack Block Kit Builder here Block Kit! button"
299,2025-10-09 20:08,"Quick update: it looks like our fix has worked and the Okta login issue should be working as normal. If you do have any issues, please reach out in !"
186,2025-10-10 20:41,"*N8N ORG-WIDE OFFICE HOURS STARTING NEXT WEEK ON 10/15* Hey team! To support the launch of our n8n production instance and help you build useful automations, we're kicking off weekly n8n Office Hours starting next week! We will have two sessions to accommodate as many people as possible across our different offices - join the one that works best for you! Full schedule below: • *Wednesdays at 11AM PST | 2PM EST | 3PM RIO | 7PM LONDON (1hr)* • *Thursdays at 8AM PST | 11AM EST | 12PM RIO | 4PM LONDON (1hr)* Invites are already in your calendar! *PURPOSE OF THIS FORUM* These sessions are purely dedicated to QA. This isn't a formal training class; it's an open forum for you to get unblocked, ask questions, and solve problems together live! *What are some of the main use cases we have in mind?* • Getting help when you're stuck on a workflow. • Discussing a workflow idea you want to build and collaborate solving it. • Troubleshooting a specific node, error, or logic problem. • Working through n8n challenges you share live. Come ready to ask any n8n questions you might have, we're here to help! All sessions will be recorded and shared < if you want to review them. Can't wait to see what you'll build!"
1352,2025-10-24 19:16,"I cannot believe this is _not_ the face of Henry's college graduation or something For real, what sorcery of skincare product concoctions have you figured out"
821,2025-10-24 19:21,"""Inquiring minds want to know..."""
213,2025-10-24 19:25,This cant be the same man born in the 70's
246,2025-10-24 19:44,i think that picture is from the early eShares dies. The last 10 years have aged me.
1552,2025-10-24 19:44,I thought this was just taken from TH
1352,2025-10-24 19:48,"henry for real you dont look much older i look your age, you look my age or younger (90s kid)"
246,2025-10-24 19:49,that might be because of the “touch up” filter on zoom but thank you
1067,2025-11-10 23:49,"*Honoring Our Veterans* Hi Carta! As Veterans Day approaches, we pause to honor the extraordinary courage, dedication, and sacrifice of the brave individuals who have served our/their country. November 11th marks the armistice that ended World War I in 1918. But more than that, it is a solemn reminder of the legacy of service carried by generations of veterans who stood guard over the freedoms we cherish. We are especially proud to recognize the < within our Carta family>. Your courage, leadership, and dedication continue to inspire us all. We’re deeply grateful for the ways you've served and the values you bring to our team every day. Thank you for your commitment not only to your country, but to our community here at Carta. It is also important to recognize that many veterans suffer from lingering mental health issues long after we come home, unlace our boots and hang up the uniform. If you or someone you know is in a crisis, there is help – contact the Veterans/Military Crisis Line. Dial 988 then press 1 or text 838255, or < online with a VA responder>."
986,2025-11-10 23:51,Thank you for your service!
220,2025-11-11 00:03,Thank you all for your service and the sacrifices you made for our country and our freedoms!
788,2025-11-11 00:52,Thank you for your service!
964,2025-11-11 02:41,Thank you!
212,2025-11-11 03:53,Thank you for your service
422,2025-11-11 04:26,for your service
125,2025-11-11 19:03,Thank you for your service!
901,2025-11-12 16:13,Appreciate all your service gents!!
1524,2025-11-18 21:42,"Our < State of Pre-Seed report> is now live! It includes 30 charts covering the earliest stages of startup fundraising, with data on: • SAFEs vs. convertible notes • Deal terms • Valuation caps • Discount rates • Top metros • Industry benchmarks"
299,2025-11-19 18:21,"IT Announcement *TL;DR* As part of our commitment to maintaining a secure and reliable computing environment, we are rolling out an update to Mac users for SentinelOne , one of our security applications. *Windows users are not affected by this update.* *Date:* Throughout November *Time:* 11:00 AM PDT/2:00 PM EDT *Why are we doing this?* This update will allow for faster and more effective response to potential security incidents, like viruses. *How will this affect me?* Over the next week, you may see a popup requesting additional permission for SentinelOne. When prompted, *please click Allow* to complete the update. This update will be rolled out to business units in phases. The majority of business units will receive the update this week, but some may see the update come through over the next several weeks. There is no expected impact to your normal-day-to-day work. If you have any issues like loss of connectivity or crashes/reboots, please respond in this thread or make a post in the IT helpdesk (linked here ---) Get Help! button If you like the format of these messages, please check out the Slack Block Kit Builder here Block Kit! button"
299,2025-11-19 19:21,You're going to see this sort of popup. Allow it and don't panic!
1524,2025-12-04 16:34,"Introducing...our first ever *< Economics Report>*! This report offers never-before-seen data on the operational side of how private funds raise, call, and spend capital. It's based on aggregated data from ~2,000 Carta FA customers (mostly VC, also some PE). We cover metrics like: • GP commitments • Capital call tardiness • Deployment rates • Management fee benchmarks • Carry benchmarks • Operating expenses Shoutout to all the people who made creating this report possible with their expertise, including: • •"
129,2025-12-04 17:13,"*After you like and share the LinkedIn post (link above)*, head over to our other channels for more posts to like and share! < < <"
1068,2025-12-11 18:36,"Huge thanks to everyone who came out to the *2025 NYC End of Year Gala!* It was such a fun night, and great to celebrate together."
40,2025-12-11 18:40,Thank you all for all the hard work organizing such a wonderful night!
937,2025-12-11 18:40,This looks so incredible!!!! So sorry the whole Events team missed this gorgeous Event! SO impressed team. We were staffing a Carta event - well be there next year!
1874,2025-12-11 19:11,"You all look gorg, congrats on such an amazing event!"
492,2025-12-11 19:35,Looks AWESOME!!
125,2025-12-11 19:48,"These photos are FAB!!! So sad I missed this year, amazing job and team!!!"
1423,2025-12-11 20:31,Great job REWS team and for taking such great care including the NJ office !
464,2025-12-11 20:45,"So much fun! Thanks for allowing me to crash, ."
629,2025-12-11 21:48,Tres chic!!!!
353,2025-12-11 23:03,.. why am i 0% surprised that you crashed!!!
353,2025-12-11 23:03,(also .... im jealous)
866,2025-12-12 01:58,LOOOVED IT! the picture booth that prints pic immediately is an amazing idea!
1219,2025-12-12 16:28,"It was truly amazing Brandon, Kent, Sylvia and Philecia 1000/10! Thank you *sooo* much for organizing the EOY event!"
475,2025-12-12 19:26,Love the brand elements
1619,2025-12-16 19:52,Huge thanks to everyone who was able to join the *2025 Virtual End of Year!* It was such a fun experience making Sushi and Dubai chocolate
1353,2025-12-16 19:56,"Hey everyone - as we approach year-end, please make sure all of your Navan expense reimbursements have been submitted. Managers, please make sure to go through and review/approve outstanding expenses. For any travel/expense questions, feel free to reach out in ."
629,2025-12-16 20:32,OMG! Dubai chocolate is the best!!!!
1876,2025-12-16 21:07,"Hi everyone! Here’s the video from our *NY + NJ EOY Gala*. What a special night!! It was an amazing idea to have both offices come together to celebrate. Cheers to a great year, and let’s make the next one even better!"
492,2025-12-16 21:21,Looks awesome!!
1068,2025-12-16 21:50,This is Amazing
1082,2025-12-16 23:57,Tis the season! If you want to take a peek < the shenanigans that went down in Utah…>
1610,2025-12-17 00:06,Awesome! Nicely done !
1083,2025-12-18 20:28,"Oh what a night it was celebrating together at the Chase Center last week. Thank you everyone who came out to celebrate the year and the SF and SC End of Year Gala with us. Pictures don't do it justice, it was truly such a special night, thank you team"
1874,2025-12-18 20:35,This was such an amazing event. You all worked so hard and we really appreciate it! And the Carta grippies are iconic.
125,2025-12-18 20:40,Love these! Amazing action photo !
492,2025-12-18 20:57,These are SO good. Thank you for such a wonderful event !
1870,2025-12-18 21:44,"*A Night at the Fairmont* truly lived up to its name—sparkling with shared laughs, radiant energy, and a deep appreciation for incredible people who make this company what it is. Thank you so much to everyone who attended and helped make the event truly magical! See the Magic of the Seattle Year-End Gala-- the photos are finally here to prove it! a. *The Gala Gallery:* Capturing the grand atmosphere, the speeches, and the elegant spirit of the night. i. < Gallery> b. *The Photobooth Chronicles:* Where the real ""magic"" (and maybe a few props) came out to play! i. *< Gallery>*"
239,2025-12-18 21:47,"Thank you, Joy!"
239,2025-12-18 21:47,Were the rest of the photos shared somewhere?
1619,2025-12-18 22:21,This looks amazing I need these socks!!!
1083,2025-12-18 22:27,The rest of the photos will be shared on our office channel
281,2025-12-18 22:53,"Such a fun night! Thank you for all the hard work you put into it, . We all know how much it takes to pull something like this off."
1876,2025-12-19 16:05,Wishing everyone a safe and joyful holiday season
40,2025-12-19 16:29,Love the sweater
1079,2025-12-19 18:29,i love winter season
1218,2025-12-22 15:27,"Hi! What a night! The photos from our *End of Year Gala* are finally complete, and they are fantastic. It was so great to see everyone dressed and celebrating all the hard work we’ve put in this year. You can find the full gallery in the < Thank you all for making the night and this entire year so successful. Looking forward to an even better one ahead! Enjoy the trip down memory lane! """
1219,2025-12-22 21:54,and Love your sweaters!!
129,2025-12-23 00:53,"We dressed up for these galas... attention must paid! Click to like and share our *< recap>* (that NY vid will get its own post). And trust me it was hard to choose just 20 photos (LinkedIn's limit) from the hundreds taken at each party. If you want to share your favorites, don't forget to *tag* *Carta* in your post!"
129,2025-12-29 20:47,One more thing... NY sizzle is now on <
1308,2026-02-06 18:54,"OpenClaw (aka ClawdBot, Moltbot) has recently generated a lot of interest and attention. While it’s fascinating from a technology perspective, OpenClaw has been confirmed to < credentials>. We haven't detected any installations or execution, local or containerized, and we're working to implement preventative controls to keep it this way in order to protect Carta. Please continue to use our approved AI tools – < < Claude Code, etc. Thank you!"
1324,2026-02-06 20:00,Bad Bunny!
770,2026-02-06 20:02,Rooting for a close game (overtime) and may the best team win!
268,2026-02-06 20:10,I'm rooting for Bad Bunny!
953,2026-02-06 20:13,"the commercials, obviously"
475,2026-02-07 01:12,Gotta rep West Coast!
239,2026-02-25 03:30,Are the Town Hall recordings from the past month available? I didn't see them in the < Hall Recordings doc>.
55,2026-02-25 04:31,"- Apologies, just updated the notes in the doc, but there aren't any recordings from this month!"
129,2026-03-03 16:48,X-posting!
1080,2026-03-03 18:16,"Following from our Show Tell last week, we’re LIVE today with the Times Square “spectacular” billboard. Today is just for creative testing, so if you’re in the city and want to see it, it’s at 50thBway. Full flighting will be 3/16-4/12. Shouts to #LFG!"
475,2026-03-03 23:11,"I have rewatched the video at least five times, chills every time! LFG TSQ"
246,2026-04-23 18:58,so cool!!!! I love iT!
228,2026-05-11 13:00,"Hey Cartans - have you ever wanted to be a better public speaker? You're in luck. Come hang for 45 minutes on May 22nd at 10am PT and learn about: • Tips for onstage (or on Zoom) presentations • Speaking games that will improve your daily conversation • Tons of resources to up-level your speaking on your own time AI may write our code, but it can't do small talk. And much of life is small talk We hosted a similar session last summer but we will have some updated content for those of you who'd like to run it back. React to this post with an emoji to be added to the Zoom invite. *Please only react with one emoji*"
740,2026-05-11 13:08,Hi Peter! Will this meeting be recorded? I have a medical exam during this time but I am interested in watching it!
228,2026-05-11 13:09,"For sure, Lucas, we'll definitely record it"
246,2026-05-11 15:51,Highly recommend!!!
248,2026-05-12 17:25,<!subteam^S061LLVQYRH|@inbound-sdrs>!!!!!!
1161,2026-05-12 20:45,<!subteam^S0AVB79HERF|@global-venture-companies-sales>
1000,2026-05-14 17:13,is it too late to join
228,2026-05-14 17:16,22nd* mon frère
450,2026-05-20 17:13,Hey This is so great! Is it too late to be added to the call? OOO next week but would love to watch back on chorus / recorded version. Thank you so much
844,2026-05-20 18:46,"This is awesome, thanks Peter! Bummed to be missing it!"
443,2026-05-20 23:13,This is a great idea and no one better to learn from than you! Could you record it for those in timezones who can't make it?
228,2026-05-21 18:47,"Yes, will definitely record!"
884,2026-05-22 17:48,"Thanks so much for putting on that talk Peter- I think you made a lot of friends by wrapping up that meeting early I have been doing Improv sessions for the sales teams in the SF office for over a year now and it is great practice for speaking better/thinking on your feet (and also just a ton of fun). Just thought I would put it out there in case any other teams are interested, feel free to send me a DM, I'd love to chat!"
228,2026-05-22 17:53,Love that! I did improv for awhile in high school and college and I think the learnings there are so foundational to the work I do now
125,2026-05-22 18:03,So sad to have missed this! let us know if there is another one. Would love to have my team attend
228,2026-05-22 18:04,Can do a private one for you Rachel
228,2026-05-22 18:36,"Thanks for a great session team! You can find the < here> and the < here>. Happy speaking, and pls forgive my scratchy voice"
