u,t,m
1985,2025-11-14 16:21,not a problem! We will not need these for legal review luckily. The brand team can handle this side. can you and please review the human images next week for a delivery to web on *Mon Nov 24.*
2574,2025-11-14 16:54,"Hey they were the last ones reviews by execs. I created a working page here with the same designs . Lets use only this page for feedback/comments/changes, thanks you! *< DESIGNS>*"
2574,2025-11-14 17:44,"to confirm, the max grid isn't 1440 it is 1240px. • 1240px total content width • 14 columns • 8px margin either side and 8px gutters (But content fills the full 1240px) • Each column is 80px wide"
1040,2025-11-14 17:45,Sounds good. This is helpful!
2574,2025-11-14 17:48,Are you aware that Figma has a Dev mode that shows all the sizes/padding etc? You can access it from the tool bar at the bottom centre of the screen.
1040,2025-11-14 17:49,"Yes, I'll ask my team to utilize Dev Mode."
2574,2025-11-14 17:51,"The design system is a working file so please leave comments, questions and suggestions in there"
2574,2025-11-14 18:04,Text styles are in the < >< file>. The text styles are shown in the tool panel on the right (when no frame/item is selected). There is a menu icon (shows on hover) that will open the settings menu for the style and show the sizes.
1985,2025-11-14 18:57,- Solutions are now live for the UK. I have just dropped assets and copy to legal for APAC - so we are on track to have these live prior to the homepage. For HP and About copy - do we want to have the international teams review these prior to legal or are we feeling confident that this will work for all regions?
85,2025-11-14 21:06,"We can give them a a heads up, really only things that could’ve really wrong should be changed. We can localize them after launch."
1985,2025-11-14 23:27,dropped this in the < for tracking
1040,2025-11-17 17:00,For the Dev team - < document>. Also linked in the `Key Documents` tab.
480,2025-11-17 19:10,Can anyone give me access to this figma space? <
1985,2025-11-17 20:03,I have added delivery formats (File types etc) to dev to the canvas for static and motion assets.
85,2025-11-18 16:34,"Meeting notes by AI companion: *`Meeting Summary`* *HP/About Us Daily Sync - November 18, 2025* The team reviewed component progress and discussed design system priorities for the remaining timeline before Friday's handover. *Key Progress Updates* • *Legal Review*: Jordan is following up with Amanda on homepage questions and Kristen on suggestions • *Content*: Case studies and testimonials are moving forward • *Components Added*: Timeline card, testimonial card, article card with variants, and image templates • *Design Polish*: All components receiving 1-2% visual improvements during development *Major Decisions Made* • *Scope Reduction*: Several sections will NOT be components for V1: ◦ ""Explore Our Solutions"" section (hard-coded instead) ◦ ""Let's Connect"" area (built with existing buttons/headers) ◦ Timeline section (component parts only) ◦ World of Connections map (SVG background image) • *Theming Strategy*: Due to time constraints, dark/light mode variants will be handled through component variants rather than proper variable structure • *Hover States*: Will use ""one step lighter"" approach across all components for V1 *Action Items* • **: Deliver carousel for stats, mobile typography, mobile component views, and responsive breakpoint guidance • **: Gather team feedback on new component designs and send component review link to team. Coordinate Slack marketing channel content call-out for post-launch homepage updates • *Team*: Review all components on design system page for feedback *Next Steps* • Tomorrow: 45-minute meeting • Thursday: TBD duration based on needs • Friday: 1-hour handover meeting with potential Dave inclusion"
85,2025-11-18 18:21,", for tomorrow, can we look at the Carousel function? and for Friday, can we see the mobile version of the entire page?"
1985,2025-11-18 19:11,". < Here> are some of the most recent design changes for the social proof module, along with other slight design changes and clean up for other modules. Please review by EOD."
1360,2025-11-18 21:37,All looking lovely to me -- say the word if you have any flags but I love it
1041,2025-11-18 23:42,Just requested access
1040,2025-11-18 23:47,- You should have access now
2574,2025-11-19 01:38,Yes! That's what I'm aiming for
85,2025-11-19 16:33,"*Notes from today:* *Key Decisions Made:* • *Legal Review*: Legal approval received with only one minor comment requiring Chris and Josh's attention • *Testimonials*: All testimonials selected and finalized, with ERP-specific ones prioritized • *Statistics Component*: 6 carousel stops confirmed as optimal number; pagination dots will be sized to match the 2.5 million figure bounding box • *Component Variants*: Image-only variants approved for timeline cards and three blocks on About Us page • *Copy Review Process*: Homepage copy will be reviewed by PMM team (Scarlett for US, Rachel for APAC, Jack for UK) via PDF screenshots rather than direct document access *Action Items:* • ◦ Address legal comment and resubmit final benefit block ( to look at comments and update) ◦ Coordinate PMM review by sending PDF screenshots to Scarlett, Rachel, and Jack ◦ Shorten lengthy testimonial quotes during build phase - ◦ Handle QA responsibilities during implementation ◦ ~Update pagination dot sizes to match statistics text~ • ◦ Update pagination dot sizes to match statistics text ◦ Complete mobile counterparts for type styles by Friday ◦ Deliver component-based page layouts without final copy ◦ Add disabled and hover states for buttons and • Review comments from legal • Resolve benefit copy with PMM team by end of week • Discuss designer availability with Taylor after departure (limited) • Continue pixel-perfect QA of components against Figma designs • Focus on spacing and breakpoint behavior verification"
2574,2025-11-19 16:34,Looks much better now!
1985,2025-11-19 16:34,I think this one belongs in your bucket: -—Update pagination dot sizes to match statistics text
85,2025-11-19 16:37,"It was human error, don't blame AI!!!"
1985,2025-11-19 16:56,"- I have sent a note to the PMM team and included you both. Scarlett is OOO until Monday, so I have set the deadline at Tuesday EOD."
1041,2025-11-19 19:23,Ooh yeah love it! Thanks Chris
1041,2025-11-19 19:24,Really love the subtle intent for animation on the dotted line.
85,2025-11-20 15:22,"I won't be able to join the meeting today, attending another one at out usual time. Jordan will lead today's call."
1985,2025-11-20 16:39,"*Notes from today:* *`Follow up from yesterday`* • did a deep dive on Quotes, additional action items noted below • delivered HP review to Scarlett, Rachel, and Jack *`Items reviewed`* • *Breakpoints and grid for mobile:* ◦ Some of the mobile order will depend on the teams preference as they are building ◦ Tablet should follow desktop when possible ◦ Roll over capabilities for microinteractions are not possible on mobile - additional buttons added for some components *`Action items`* • ◦ Continued build out on mobile breakpoints and components ◦ Key focus area on mobile for timeline ◦ Noted - available for additional consultation over the next two weeks as needed @ • ◦ Review < by EOW - Jordan has dropped in additional to the copy doc as replacements if needed • *Full team* ◦ Review *< layouts>* by `EOD`. Several options have been added - note which is your preference. *`Include in tomorrows agenda`* • Review mobile designs • Final component handoff + any questions for dev • to walk the team through build with a live QA session"
1040,2025-11-20 16:44,I will present the initial builds of both pages. I don't think they are in a state where we can do a live QA session.
1041,2025-11-20 17:39,Quotes are great. Thanks for the great detective work
2574,2025-11-20 17:40,"Hey all, here's a rough mobile home screen you can cast your eyes over. It's aimed at being a v1, with most items simply stacking below each other. <"
1360,2025-11-20 19:27,"+1000 to this, it's a classic Jordan"
1985,2025-11-20 19:29,We now have approval to use any of the additional ones I have found if we want to swap any of those in.
1306,2025-11-24 16:13,- visual for 'all together now' from our call <
1985,2025-11-24 16:56,confirming and have reviewed before we hand off to the dev team? Thanks!
1985,2025-11-24 18:57,- Can you take a look at the logos < for formatting? These look like the overall container is the correct size but I am thinking we don't want the padding on these top and bottom within the container right and we want these to stretch to full size within the container?
1040,2025-11-24 18:58,looks good to me
1985,2025-11-24 18:59,confirming we also want the headshots to be square? Looks like the component is updated in the design < but not the original <
1040,2025-11-24 19:00,"Yes, confirming that we want headshots to be square."
1985,2025-11-24 19:36,. We been receiving great feedback from the PMM team on the homepage. I have started to add their feedback into the copy doc <
1041,2025-11-24 20:51,Is that conclusive Jordan or should we hold off on any tweaks until it is?
1985,2025-11-24 22:07,Both UK and US feedback is in but I have asked Scarlett to give additional insight to her comment. Still waiting on feedback from APAC.
1041,2025-11-24 22:11,ok will hold for now.
1041,2025-11-24 22:58,Looks great.
1985,2025-11-24 22:59,^ good to go.
1985,2025-11-25 16:46,Hi team. As assets are starting to be finalized please add to the following folders to make it easier for the dev team to grab. • Still assets or lottie files: export in SVG format to this google drive < • Validation: add directly to this folder < • Videos: add directly to this wistia folder < I have added this all to the canvas as well.
1040,2025-11-25 16:58,"Hey Jordan - We should only have 6 logos on the homepage, but I see many more logo images. How do we know which one to use? Can we only add the finalized assets to the Google Drive?"
1985,2025-11-25 17:33,those are not yet the final assets. Those are the ones that Creative is reformatting.
1985,2025-11-25 23:17,I haven't heard anything further from Scarlett on her comment - but had mentioned he can dig into it further if needed. The APAC team has no further comments other than we will swap out some of the logos and quotes to localize for their region.
1985,2025-11-26 22:04,Hi team. I have scheduled a checkin for Monday to make sure we have some alignment and progress updates as we are getting closer to launch. Agenda items: • Deliverables | check in on status of: ◦ Animation + Video status ◦ Copy status | both pages | confirm delivery to legal date ▪︎ Follow up needed on stakeholder feedback ◦ Asset status ◦ Deadline of delivery for all to dev • Content QA ◦ Align on dates for dev sharing staging links ◦ Align on process for QA (24hrs - headsdown / Aysnc) + walkthrough on sheet • Alignment and update on testing process ◦ Tracking metrics + performance threshold + action protocol ◦ Days before and after tracking • Confirmation on run of show ◦ Launch ready timing (12/9) ◦ Day of launch time (12/10) ◦ Day of launch QA post launch (12/10 post launch) Happy thanksgiving!
1040,2025-11-26 22:10,"- Please review the `All together now` animation + the `Carta by the numbers` stats carousel on the < homepage>, and provide your feedback so that we can iterate on it. The page build is very much in progress, so please ignore the other sections for now . cc:"
1040,2025-11-26 22:12,and will update the features based on the feedback.
1360,2025-11-26 23:48,"duuude, we are COOKING on this ""All together now"" animation! My only flag (see video below) would be -- the ""completion state"" of the animation happens a little late, so I kind of miss it by the time I've scrolled past it. Ideally, we hit that ""completion state"" at like, 60-65% of the page height, so it lands _riiiight_ when the User's eye meets it"
1360,2025-11-26 23:50,And on the stats carousel...you have to teach me how you did this. It looks so freaking sick
1040,2025-11-26 23:51,We can certainly speed up the animation to get the connected lines earlier. We should also look at the animation in both a laptop screen and a wide monitor screen to get the ideal timing.
1360,2025-11-26 23:51,"I'd just slow the rotation down by like 25%, let that roll happen just a tad bit more confidently. But I'm blown away that we can make it look so good (the dots at the bottom are SO cool, too)"
1360,2025-11-26 23:52,"Yeah, -- timing stuff is so easy, but truly, other than that I'm like...genuinely blown away"
1360,2025-11-26 23:52,"On the stats -- man, it would be so nice to have them scroll all the way off the side of the screen (instead of staying within that little enclosed window), but you tell me if that's even possible"
1040,2025-11-26 23:54,FYI - all credit goes to for the `All together now` animation and for the `carousel`. I am just the intermediary sharing their work.
1360,2025-11-27 00:26,"and ...I've just become your biggest fans. You have no idea how up-leveled these two elements are from what we used to do in the ""old days"" -- I'd love to have you come chat with the Creative Team about how you did it, if you're open!"
1306,2025-11-27 10:32,"Nailed it Great job! Agree on all of Josh's points - it's a hard space to gain some extra 'timing' in, but the lower 'disconnected' white box states could come up a little to make it all happen sooner. Looking forward to seeing these pages come together!"
480,2025-11-27 13:25,Thanks and for the feedback! I'll be working on this animation timing and will get back here with updates
480,2025-11-27 15:25,"Hey guys, now elements get to ""center and connected"" sooner, and stick this way a little longer. Please feel free to point out any adjustments we need on this All together now component: <"
1306,2025-11-27 15:58,Cool - I've lost a bit of the 'unlinked' white state now though as it comes in fast... maybe somewhere in the middle of the first and this one should be about right?
480,2025-11-27 16:36,"mind taking another look? If you prefer, we can set up a quick meeting at a time that works for you to adjust it together."
1040,2025-11-27 17:01,"Yeah, might be good to connect over Zoom for 30 mins and adjust the settings together."
480,2025-11-27 18:15,< - updated preview
1306,2025-11-30 22:06,Looking spot on now
1985,2025-12-01 02:24,this looks great! For the final stat on Carta by the numbers - is there a way to adjust so it doesn't go through all of the numbers when it restarts?
1306,2025-12-01 12:27,Adding assets to the drive folder as we go - Homepage 'connectivity wins' graphics just in: <
1665,2025-12-01 15:52,"Appreciate the feedback, and About the Stats Carousel, it's been updated with your and requested changes: <"
1349,2025-12-01 19:32,"Hi team! Sending notes out for the creative team as we sprint to the finish line on Magna webpages *`Items to finalize`* • *Assets:* ◦ Reupload benefit block images without the grids [] ◦ Select human images [] ◦ The timeline piece will need assets (each of the 8 ) [] ▪︎ Jordan tagged in < doc here> for you ▪︎ is looping in to get logos ▪︎ to reformat • *Copy:* ◦ Benefits block copy to be updated based on PMM thumbs up [] ◦ About us page copy to be updated and incorporate links mentioned (i.e Henry videos, blog posts) [] *`DUE DATES`* • *`Tue Dec 2:`* ◦ *HP Hero Animation due* [] ▪︎ _ to handoff to web_ ◦ *Copy updates due in doc [*] • *`Wed Dec 3:` HP Mid-Page Animation due* [] ◦ _ to handoff to web_ • `*Fri Dec 5*:` *All visual assets and human image selects due* [ ] ◦ _ to upload to < • *`Mon Dec 8:`* *About Us Brand Film* [ ] ◦ _Uploaded to Wistia_ ◦ _ to handoff to web_"
85,2025-12-01 19:32,"HP Hero Copy to think through Please add your feedback in by EOD! *Private capital, connected* Carta’s ERP for private capital brings together workflows, data, and people into one supremely powerful platform."
85,2025-12-01 19:56,"*The question is about how comfortable are we in pushing ERP and the new vision, with the potential impact to founders...* based on that, a few thoughts: The current language could to be more inclusive and clearer so it doesn’t alienate founders, confuse LPs, or oversell ERP expectations. We could emphasize connected ownership and private markets workflows, avoid ERP in the hero, and communicate platform benefits simply and equally across all audiences - but that is a challenge if we want to speak to all audiences... Here are some options from Gemini.... I highlighted the ones that resonate and *Connectivity-Focused Alternatives (Safe Across All Audiences)* *Option 1 — Clear + inclusive* *“Connecting the entire private markets ecosystem.”* _The platform that brings investors, private equity, and companies together in one place._ *Option 2 — Platform-first but not ERP-heavy* *“One connected platform for private markets.”* _Workflows, data, and people—all in one trusted system._ *Option 3 — Strong + confident* *“Where private markets operate together.”* _Carta connects companies, investors, and funds across a unified platform._ *`Option 4 — Focus on value, not tech`* *`""Clarity, connection, and control for private markets.""`* _`The platform that unifies your ownership workflows and data.`_ *Option 5 — Highest trust* *“The trusted platform that connects private markets.”* _Companies, investors, and funds operating on a single source of truth._ *Ecosystem + Network Effect Emphasis* *`Option 6 — Explicit network effect`* *`""The network that powers private markets.""`* _`Connecting investors, funds, and companies through real-time shared data.`_ *Option 7 — More elevated* *“Connecting ownership across private markets.”* _One platform for investors, private equity, and companies._ *Option 8 — Narrative + product-friendly* *“Private markets work better when they’re connected.”* _Carta brings your data and workflows together on a single platform._ *Investor + PE Oriented (while still founder-safe)* *Option 9 — Institutional tone* *“Built for the people who power private capital.”* _One connected platform for investors, firms, and the companies they support._ *`Option 10 — Strongest for VC/PE but still broad`* *`""Private capital works together on Carta.""`* _`Connecting firms, funds, companies, and LPs on one platform.`_"
1041,2025-12-01 21:32,Thx Josh and I will meet and lock on any new copy later.
1041,2025-12-01 21:34,HP copy updated with final benefit copy. I've written suggested change to include Nicole's push on copy on the About Us page in a comment. Want to get a sense if we're good on space with the additional word count.
1985,2025-12-01 21:35,example here with the new copy from the comment:
1985,2025-12-01 21:36,Previous version:
1985,2025-12-01 21:55,visual for the HP benefit copy. We can send to legal as is and still play around with character length if we want to try and get everything at the same length. I think ideally for these we would keep at 3 lines max.
1041,2025-12-02 00:59,Thanks Jordan. I think we can live with the longer copy if we remove the CTA at the end. Not sure if we can close the gap slightly between that and the video but that might help too. Have tightened HP benefits to work at 145 chrtcr max.
1985,2025-12-02 01:05,- I think that works great. Below I have pulled the CTA and then tightened up the padding (will let dev know as well - it looks like there was an additional 96px that shouldn't be there but I know it is still a WIP). Are we comfortable sending the copy to legal or do you want another day to think through?
1041,2025-12-02 01:14,Let's do it!
1041,2025-12-02 01:14,And looks good. Thx!
1985,2025-12-02 03:47,just a heads up - will be OOO starting on Wednesday. She has already reviewed copy and left some feedback if you can please review as soon as possible on Tuesday. Thanks!
1306,2025-12-02 12:06,Homepage 6 tile isometrics updated as single icons (no grid background)
1985,2025-12-02 16:55,"just confirmed with dev on the < for the timeline>: • Size: 200x50 / 4:1 ratio • No grid, asset only"
1985,2025-12-02 16:55,Thank you!
1985,2025-12-02 16:58,Legal review is complete for home and about us pages
85,2025-12-02 17:35,"and , if I want to do a video recording of the HP and about us pages for the all hands, when will the staging pages be ready for that? Ideally all final content, but it will be quick, so if changes happen we can always re-record after the all hands. Will it be on Monday?"
1040,2025-12-02 17:35,Most likely Tuesday.
1040,2025-12-02 17:42,We could do EOD Monday.
1040,2025-12-02 18:09,"Is this for the Show and Tell, or the Marketing All Hands on Dec 10?"
85,2025-12-02 19:24,Show and Tell.
1985,2025-12-02 20:29,Solutions are now live for APAC - unlocking the links for the international HP!
85,2025-12-02 20:48,Congrats ! Thank you for making it happen!
1040,2025-12-03 03:44,"- For the homepage hero, when the screen gets narrower and we cannot have the hero headline and animation side-by-side, we have to stack them. In this scenario, do you want the animation on top, or the headline?"
1360,2025-12-03 03:53,"my call would absolutely be to go text-first. And if necessary, even throw a “display:none” on the animation for mobile. My gut reasoning = if it’s a Wistia vid, it may not autoplay on Mobile. And we definitely don’t want a big ugly “play” button sitting there above the fold. So either turning the animation off, or replacing with a still, would be my move. What do y’all think?"
1985,2025-12-03 05:52,"the hero animation should be a lottie file so load shouldn't be an issue. If it is wistia, mobile will still autoplay but it does have a flash/lag on mobile (check carta carry). My preference would also to have the text go first so that users have context on the page right away, leading into the animation. It would probably be OK to split so title, animation and then subcopy or keep text together: title, subcopy then animation. We can also always hide the animation, this is the route we have gone on prod pages to get users into the page faster as mobile traffic is usually significantly less than desktop - most will revisit on desktop before making any decisions."
1799,2025-12-03 15:42,Spotify Wrapped got the Magna update
1040,2025-12-03 15:58,- Both the < and < us> page are now in a pretty good state for everyone to start reviewing them. The Dev team is still working through the tablet and mobile versions of the page. Some of the copy and assets are still placeholder items. We will initiate a second round of QA/testing on Monday next week after they are finalized.
1306,2025-12-03 16:08,Working on assets for cards etc. this week to come by Friday: • Homepage bottom grid assets • Timeline assets • Core principle graphics are in the drive folder - pillars need separating into single icons.
1349,2025-12-03 16:13,*`HP HERO ANIMATION`* File handover below
1040,2025-12-03 16:14,This looks like Lottie. ^
1040,2025-12-03 16:16,"- Is it possible to share a WIP homepage animation? We'd like to embed it on the page for now, and then replace it when the final version is ready. Just like we did for the about us page video."
1985,2025-12-03 16:33,^^ Please use the QA sheet < for any desktop bugs. Thanks!
1985,2025-12-03 16:37,added to the google drive < - also in the canvas.
1349,2025-12-03 16:46,*`HP MID-PAGE ANIMATION`* File handover below
1349,2025-12-03 16:47,do you mean the middle page animation?
1349,2025-12-03 16:47,See < for final
85,2025-12-03 16:58,"*Quick update on launch measurement:* we’re not moving forward with the 10% holdout A/B test. Early testing showed a flicker and, more importantly, it triggered a cookie acceptance prompt in the new experience — which would compromise tracking and user experience. Instead, we aligned with MOPs on a clean baseline-comparison approach. Using the two weeks pre-launch as our benchmark, we’ll monitor daily and weekly CTR on key CTAs (demo, tour, solutions, product suites) from Dec 11–17. Our action thresholds: • *±10% change:* good to go • *10–15% drop:* MOPs + Web investigate • *15% drop:* revert to previous homepage This gives us stable data, avoids tracking inconsistencies, and keeps MOPs fully in the loop."
1040,2025-12-03 16:59,"Yes, the middle page animation!"
1040,2025-12-03 17:04,We'll wait till this is uploaded to Wistia
1985,2025-12-03 17:09,can you drop me a still image for play screen on this
1985,2025-12-03 17:16,uploaded to wistia - added to the canvas.
1985,2025-12-03 23:29,+ team I have dropped a few things in the < A few we can discuss tomorrow and make a decision as a team. I will plan to review again tomorrow as we start to get more final assets in place. The pages look so good - I am SO impressed with the attention to detail and how little there for QA!
1349,2025-12-04 15:36,"Sorry for the delay, I swore I hit sent here"
1041,2025-12-04 16:30,"Will take a look this morning. Question: Are we reviewing only function and layout, and not copy? (I noticed some incorrect copy from an early comp)"
1985,2025-12-04 16:33,yes function and visually (spacing etc). Final copy and assets are not in yet.
1041,2025-12-04 18:00,"ok. I'm slow but just went through all. Added ""bugs"" from my POV - and just discussed margins with Arif. He will have an option to review tomorrow. Looking so good!"
1985,2025-12-04 20:48,- For the HP hero animation - can we please reexport with the following: • Remove left and right padding (see attached example in the thread) - should be cropped to exactly the size of the animation so dev can get the sizing right in the hero on their end • The < seems low and is rendering as blurry - can we see if this something that can be fixed on export?
1349,2025-12-04 20:49,Checking with Ethan
1985,2025-12-04 20:50,Thank you - example here.
1985,2025-12-04 20:50,Loop in if Ethan needs any additional details
1349,2025-12-04 21:01,": Quality may be tied to the Lottie format. For the hero sizing, can we get the exact dimensions?"
1040,2025-12-04 21:02,Chris Suchacki had designed it as 536x536.
1349,2025-12-04 21:08,ok will let Ethan know
1349,2025-12-04 21:16,"1. When's the latest we can get you the revision? 2. If lottie is causing quality issues, can we deliver mp4?"
1040,2025-12-04 21:17,"Lottie would be preferred, since the animation will auto-play. MP4 would mean we have to embed with Wistia. So worst case, we can do mp4."
1985,2025-12-04 21:18,- We can have Ethan deliver for WIstia as well so the dev team can try both. Maybe we can narrow down the issue that way. Wistia does typically have a weird flash/lag when using for hero animations versus just videos.
1349,2025-12-04 21:19,Is the latest we can deliver EOD Monday?
1985,2025-12-04 21:36,I have cleaned up the titles on the quotes so they are shorter. Do you still want dev to look into adding a font weight to the name? I think it looks good just slightly increased at 500 - but your call. No font weight added:
1985,2025-12-04 21:36,Font weight added:
1041,2025-12-04 21:55,Clean up solves it. Thanks !
1306,2025-12-05 13:23,Morning! Updates in the assets drive: • *Home:* 4 grid images for bottom grid • *About:* All timeline images • *About:* Pillars icons (separate from grid) The timeline logos are all on #1A1A1A backgrounds as most of those logos we only have as pngs. Lmk if any of these need tweaks or different DIMs.
1985,2025-12-05 16:34,Amazing thank you ! It looks like we are just missing the people images (4 for home and 3 for about). Not sure if we want to just pull from our photoshoot assets that we use on product? I have added some of the most recent ones for APAC/AMEA in < - we may need to have separate assets for their homepage for the 4 cards depending on what we use for the US ones to make sure we are appealing to that audience. Thanks! CC
1306,2025-12-05 17:02,- shall we select some people? or you may have some ready. Also just remembered we need bottom cards on the about page: 'Execs' etc.
1349,2025-12-05 17:58,is on the image selects!
1360,2025-12-05 19:23,I'm on it! Thank you for the patience
1040,2025-12-05 21:06,- Please review the updated < component> with the fixed grid background. Let us know your thoughts.
1041,2025-12-05 21:56,Looks great Arif. Thx
1360,2025-12-05 21:59,"Oh, that update is fantastic"
1360,2025-12-05 21:59,Looks awesome
1040,2025-12-05 23:02,"- In preparation of our launch next week, we've updated the URLs in our testing environment. Please use these going forward: • Homepage: < • About us: < The current versions of the homepage and about us will be available at < and <"
1360,2025-12-06 04:17,Homepage images lined up in thread cc
1040,2025-12-06 04:24,"The images look good, but the file sizes are pretty big."
1360,2025-12-06 16:27,"roger that, I'll get them crunched down -- do you have a size/ratio you prefer for these pages? I'll match it"
1040,2025-12-08 00:08,Size `100kb` would be preferred.
1040,2025-12-08 00:16,"- Reviewing our current site, < has a custom demo request page URL - `/demo/apac`. I've made this change in the magna homepage. I also noticed that the `Video tour` button was not present on the SG site. Should we also hide it in the magna homepage?"
1985,2025-12-08 02:32,"good catch, thank you. We have the tour available for APAC and we have linked to it from the new prod and solutions pages so we should be good to add it to the homepage as well."
1985,2025-12-08 16:42,"Hi for todays deliverables: • *`Homepage:`* ◦ ~Benefit people images: reformatted in less than <100kb~ ◦ Hero lottie: recropped to just the animation (removing the side padding) ◦ ~APAC Logo: Need one reformat for this < logo>~ • *`About us:`* ◦ Final video ◦ ~People images: SVG/ PNG format less than <100kb~ ◦ ~Map Export (Map only with dots, no grid)~ • *`Web Copy:`* ◦ Confirm final copy by EOD (we will need to stand up a page for UK and I would like to do that after US copy is finalized) ◦ UK copy updates Thanks!"
1985,2025-12-08 17:06,confirmed with he said he hasn't received the smaller images from you for the homepage so we will still need those. noting we have added a few items to the above list.
1985,2025-12-08 17:07,confirming that our < animation> on the HP was final as well?
1360,2025-12-08 17:12,compressed images for the homepage
1040,2025-12-08 17:53,- We've tweaked the timing of the `All together now` animation per the feedback from Friday. • Current version: < • New version: < Please review and let us know which version to finalize.
1040,2025-12-08 17:54,- Homepage assets for the persona/solutions cards ^
1360,2025-12-08 17:56,"my vote is for the CURRENT VERSION The NEW VERSION moves super fast, it's a little jarring. Tapping for the double-opinion"
1040,2025-12-08 18:34,"- For the about us page, we also need assets for the very last section - `Press/Exec Team/Careers`"
1985,2025-12-08 18:36,Yes that is in the list up top.
1041,2025-12-08 18:40,"I think the narrative we're chasing is better achieved by the new version in that it moves from an unaligned to an aligned state in a more pronounced way - because they start off further apart. I know we're last minute here, but I would suggest that once they align they stay aligned/locked as you scroll past. And also position the aligned labels slightly lower so it sits mid point between the two lines of headline copy."
1665,2025-12-08 18:40,"for the World of Connections map, which asset should we use from this < design>? The one highlighted in red or in blue? fyi:"
1985,2025-12-08 18:48,Hi can I please get your eyes on the web copy for UK spellings for the homepage < and about us < I think I have most but would love an extra set of UK eyes! Thanks!
1040,2025-12-08 18:50,So we have three changes from the _current version_: 1. Animation timing (already done) 2. The five nodes continue to stay aligned after connecting into a straight line. 3. Position the five nodes so they sit mid-point between the two lines of headline copy. Let's make a final decision by *2pm today* on if we want to implement any or all three of these changes.
1041,2025-12-08 18:50,Agree. Thanks Arif.
1040,2025-12-08 18:56,- Can you review the SEO metadata for the < + < us> page? All the bugs you filed should be addressed as well.
1306,2025-12-08 19:53,"The new one is a little too quick for me - we're expecting it, but if someone isn't and scrolls at normal speed, it can flash by too quick."
1306,2025-12-08 20:10,Just sent Jordan a clean set of SVGs
1985,2025-12-08 20:10,confirming to use the ones I sent from Dave. Are those OK?
1665,2025-12-08 20:24,"Yes, I'll update to use the one without background"
1985,2025-12-09 01:03,how are we looking on the homepage hero asset and the about us page video?
1718,2025-12-09 01:09,updated Web Hero Lottie and mp4 if need be
1718,2025-12-09 01:09,also have an updated midpage animation - I caught a small error earlier
1718,2025-12-09 01:10,the about us (brand film) is still in progress. We're going to need till tomorrow EOD at least. Would you like placeholder for now?
1985,2025-12-09 01:12,we have a placeholder so we will hold until we have the final. Thanks!
1718,2025-12-09 01:12,awesome! Thank you for your patience!
1040,2025-12-09 01:15,"- EOD tomorrow is possible, but I would like it by 3pm the latest. We need to launch first thing 8am on Wednesday, so EOD tomorrow is very risky."
1718,2025-12-09 01:25,for vis copy that let me circle up with the team here
1041,2025-12-09 01:29,"Let's push to update as late as possible. At the end of the day, if we have to replace it with a better more complete version Wednesday that's ok from my POV."
1040,2025-12-09 01:30,- Would you like to make a final decision here?
1041,2025-12-09 01:30,Is there a new version to look at?
1040,2025-12-09 01:34,Not yet. I was waiting till we hear about #2 and #3 before we implemented it.
1985,2025-12-09 01:40,"if you are able to review by 9am PT (5pm your time) Tuesday, Dec 9th. Dev will need to input final copy tomorrow. Thank you. CC"
1041,2025-12-09 01:50,I’m sorry I misunderstood. I thought you were going to make those changes for review. Those three are the notes we’d like to address if possible
1040,2025-12-09 01:50,Got it. Will try to get it for review tomorrow morning.
1985,2025-12-09 02:09,"Hi team. We need all hands on deck. Please spend 20 minutes going through the pages tomorrow and QA for content *by 1pm PST* for the US and APAC pages. `Items to review:` • *Copy*: spelling, grammer, etc • *Assets*: correct assets are in place and loading ◦ Note: the final about us video is not in, it is a placeholder • *Links:* Links from the pages are working as expected Add all *content* bugs < If you find any additional *build* bugs continue to add home < and about us < `Links:` • < Homepage > • < About us page> • < Homepage > • < About us page> Thanks!"
1360,2025-12-09 02:11,"agreed here -- we can give you the most-most-updated version we have at 3PM, with a possible caveat that we will update a newer version on Wednesday. All aligned there?"
1040,2025-12-09 02:20,"Yes, that’s fine."
1374,2025-12-09 15:42,"Hey - sorry for the slow reply, I've been at our marketing xmas lunch today I will look at this now!"
1040,2025-12-09 15:53,All three changes are now available - <
1374,2025-12-09 15:56,Okay I think I've covered everything - it all ready very well to me!
1041,2025-12-09 16:28,"Thanks Arif. I like the new landing position and locked state, that's great. The animation still feels rushed or complete too soon. This is caused by all of the labels being below the fold in their starting position - and the level state being reached before mid scroll. The intent is to noticeably transition from unaligned to aligned and locked. It could also be helped by some of the labels being offset in their starting position. e.g. LP below ""now"", GP above ""all together"" and so on. But as you scroll they meet in the middle and lock. In office and can talk through live if helpful. If there's time to finesse for launch, great. If not, soon thereafter."
1041,2025-12-09 16:32,Is that meta tag copy that is embedded into the page that's showing above? We should rewrite that today to be in line with new narrative.
1799,2025-12-09 16:33,Sounds good - Try to keep it around 160 characters.
1985,2025-12-09 17:07,a few comments throughout the copy doc from editorial when you get a chance. Thanks.
1985,2025-12-09 17:16,Thank you ! Appreciate the time.
1306,2025-12-09 18:01,"Thumbnail is also old logo - here's a new one, lmk if you need different DIMs:"
1360,2025-12-09 18:58,"done! All through, let us know if there's anything else you need"
1985,2025-12-09 21:35,on copy. Let's gooooo.
1040,2025-12-10 01:40,- let me know when you have the final hero copy. I’ll update it asap.
