u,t,m
1496,2025-12-09 11:36,"Hi team, just wanted to note out the adjustment journals raised in Q3 2025, Abbi said one relates to a reversal of an unrealised gain/loss which should not have been recorded and also a few others relating to 2024 YE journals. She wanted these to be reflected in the appropriate years and not in Q3 2025 - unsure if this is the accurate thing to execute"
1496,2025-12-09 14:26,"Also Abbi was asking, is it possible for her to onboard an LP before signing the agreement? The new LP is Michael's brother so they are certain he will onboard cc:"
923,2025-12-09 17:51,up to them but ideally not as the LP is only part of the fund once the documents are executed. If they are going to use our closings tool it is not possible as the LP is only onboarded after all steps are proper executed
1549,2025-12-17 15:04,"hi <!subteam^S08BQDS2TR9|@uk_aml_onboarding> Stillwater Trust LLC is pending our KYC review - Abbi is looking to close this LP and call capital this week, if we could please review, that'd be great"
1549,2025-12-18 12:58,hi could I please ask for your help to review this LP? the client chased as they want to call capital today
1549,2025-12-18 15:40,just a kind check in here
1549,2025-12-30 10:47,"hey Supernode submitted a cap call but need to make some edits, may I please ask for you assistance <"
426,2026-01-20 13:15,"Hello team - Supernode recently onboarded Stillwater Trust LLC to the fund, but the wording on the final page of the appended questionnaire was slightly wrong for the execution block. This should be Supernode Global II GP LLP. Are we able to update this at all or do we need to re-send?"
1549,2026-01-20 14:30,"hey We cannot unfortunately update this document on our side. After countersignature, the document is considered finalised, so no further edits can be done from a platform perspective. However, we've seen other clients download and manually edit the document with the LP's consent or new LP signature, since this situation could be considered a clerical error as our legal counsel informs. So it is up to the Supernode team and their legal team to decide on the preferred way to tackle this. In addition, to avoid this error propagating to future LPs, the GP name needs to be amended in Closings>Fund details> Edit"
426,2026-01-20 14:32,"that's what I thought, but thanks for letting me know. Just updated the details on the call with Abbi so all good going forward"
406,2026-01-26 10:02,x-posting for vis. Looks like an LP is trying to access Supernode?
1496,2026-01-27 16:28,Hi I spoke with regarding splitting the uploaded data for Supernode to annually. Currently we have uploaded the data from ITD 2024 and thereafter on a transactional/quarterly basis from 2025 (the year Carta will begin producing the results). This is due to Carta taking ownership of FA from this point onwards and producing the data annually/quarterly prior to 2025 will be out of scope of the EL. Please let me know if you have any questions cc:
426,2026-01-27 16:41,understood! And this was made clear with Abbi on those initial onboarding calls?
1496,2026-01-27 16:44,"Yes, we mentioned the onboarding process on our initial call back in August and how we will upload the data"
1548,2026-01-29 10:19,"hi team, I saw Abbi at our breakfast today and she is extremely happy with how we are looking after her. She particularly singled out and his relationship skills. A huge thank you to all of you for your hard work on this client migration. She has already agreed to act as a point of reference for future Apex RR mandates which is great news for us. FYI"
406,2026-01-29 10:28,Boom! well done team! This is MASSIVE - having a strong RR reference is how we win! Thank you!
415,2026-01-29 10:57,Great job team.
923,2026-01-30 08:40,Brilliant! Also shout out to who handled the migration bringing all data over from Apex to Carta with velocity and accuracy! For sure a big win for the team and an excellent reference point for migration!
923,2026-01-30 08:42,"hi team, were we able to address this? Let us know if you need anything from onboarding and we are happy to assist. Likely we need FA support looped in. cc"
412,2026-01-30 09:38,"this is actually J8 trying to get access, which they should already have"
