u,t,m
568,2025-02-14 20:47,"IMO acceptance counts as an audit event, so datetime makes sense here and should be in UTC without offset calculation. I think they're persisted in DB as `TIMESTAMP`s be careful about usage of ""`convert the data` "": per the ADR, dates are assumed to be in the account timezone except where prohibitively difficult to migrate. You run the risk of double-converting dates"
930,2025-02-14 20:49,"I just reread < ADR that Dev Eco has for defaulting to datetime> and I don't know that I can stand by it, at least not as a blanket rule for all cases."
568,2025-02-14 20:54,has a great Learning Series presentation on our troubles w/ datetime: <
490,2025-02-14 20:58,"be careful about usage of ""`convert the data` "": per the ADR, dates are assumed to be in the account timezone except where prohibitively difficult to migrate. You run the risk of double-converting dates +1 on this - converting datetimes to dates could be hairy, as various bugs and migrations may have led to inconsistent offsets in saved datetimes"
570,2025-02-14 21:18,in the existing Interest Details Query we take the `LocalDateTime` that is stored in the db for `acceptance_date` and `issuance_date` and return the values once either converting them to the accounts timezone (see < or converting them to LocalDate in the account's timezone (< Is the suggestion that for new endpoints we return the LocalDateTimes stored in the db without making the conversion ?
490,2025-02-14 21:27,"I’m not necessarily saying don’t do that, I just think there is a risk of returning the “wrong date” based on bad data currently in the db. Similar to the issue and looked at recently."
490,2025-02-14 21:28,"Basically, a date time is 11PM the day before instead of 12AM the “correct” day because of some past bug"
570,2025-02-14 21:35,"Right, something that we should be aware of in order to explain the inconsistencies to customers (in the event of double-converting dates for interests with bad data) until we go in and fix the bad data."
558,2025-02-14 21:55,"IIUC, we take the instant in time specified in let's say `issue_date` and then extract the date component out of it accounting for the account timezone. The advice is to be careful when extracting the date since we've had a bug or two in the past related to double conversion, right? Given the above, let's finalize on using `Iso8601CompleteCalendarDate` for `issue_date`, `as_of_date`, `vesting_start_date` ?"
570,2025-02-28 19:18,Question about adding Authentication to the gRPC endpoints in llc-core
570,2025-02-28 19:20,"Hey I was looking at what it would take to add authentication to the grpc endpoints. I wanted to leverage the existing actor factory that we have for the REST endpoints but at the moment I am not sure if that is possible. For Actor, it set in Application.java where we can get the httpServerRequests and use them to get and then set the userId field on this object < With < I could potentially use the `io.grpc.ServerInterceptor` to get the user ID and assign it to the actor class in a similar manner. I'm not entirely sure if Im going in the right direction and would appreciate any advice you have."
561,2025-02-28 20:15,hmm question - why do we need to converge on `stakeholder` but not `security`? seems kinda inconsistent and hairy to mix and match verbiage from different apps like that in one API
570,2025-02-28 20:16,Point 1 from < message> talks about building Interest instead of security
561,2025-02-28 20:34,"huh that is surprising to me. if holders -> stakeholders then interests -> securities I think (just based on how they work)... why are they not 1-1? Also, instead of polluting our API, have we considered an anti corruption layer if we're criss crossing like this? ~Edit sorry just also realizing theyre public~ Second edit: maybe this could be a thing?"
930,2025-02-28 20:48,", you bring up a good point - we shouldn't have polluted the internal API with stuff that is only necessary for the API Platform. We should have kept the API defined in the `protobuf-registry` aligned with LLC nomenclature and then mapped things to the nomenclature we want to use in the API Platform using the `public-api-service` and `public-api-protobuf-registry`"
561,2025-02-28 20:54,ahh ok is it too late now?
575,2025-02-28 20:54,Yeah if we're ok using public-api as an ACL we should just have to update the reference to stakeholder in our API response
930,2025-02-28 20:55,"Nah, we can change it. Might be annoying for"
570,2025-02-28 20:55,I can change it
561,2025-02-28 20:55,ANDREA my champion omg !!!!!!
575,2025-02-28 21:04,"Hey, let me take a look and get my bearings a bit here. Do you have any docs on how `public-api` proxies the user information to our endpoint?"
570,2025-02-28 21:08,Sure ! Since I sent that question I've been following this general documentation for a < Interceptor> and this example <
570,2025-02-28 21:14,Do you have any docs on how `public-api` proxies the user information to our endpoint? This is from their documentation < and there is a example for `carta-web` in python
575,2025-02-28 21:32,"Ok, yeah I think that is the right direction. Looks like the current implementation for creating the actor is tied to a specific scope for HTTP requests but hopefully we can change that to include gRPC as well"
570,2025-03-03 14:30,Standup Thread
570,2025-03-03 14:34,Friday: • Addressed reviews to complete < 3: Define internal gRPC services/RPCs in protobuf-registry>. ◦ There was some discussion about an existing gRPC endpoint and query that also surface interest details < Need to write an ADR on why we went with creating a new query for Public API. • Started Working on < authentication to the gRPC Services> Today: • Need to update the < Resource gRPC service PR> in Step 6 with the protobuf changes in Step 3 + Reviews • Work on testing if added authentication works locally + in a test box
490,2025-03-03 15:33,"this might be tricky to get `Actor` to work seamlessly with HTTP and GRPC based on how the bean is currently scoped as Sean mentioned. if it ends up being difficult, one thing that could make things simpler would be if we had distinct ""modes"" for llc-core: http and grpc, meaning separate pods/deployments for http and grpc. carta-web does this. this also lets us scale the grpc and http resources independently. then you could conditionally use the `HTTPActorFactory` when http is enabled and the `GRPCActorFactory` when grpc is enabled: <"
570,2025-03-03 15:51,Thanks for the suggestion Alex ! separate pods/deployments for http and grpc. carta-web does this. Could you please point me to how this is setup in carta-web ?
490,2025-03-03 15:55,"carta-web http deployment: < carta-web grpc deployment: < the specifics might not be that useful since this is a python/django application, but the bottom line is that there's a single docker image for carta-web, and each of these two deployments just starts up the application with a different command to start the HTTP or GRPC server"
570,2025-03-03 16:10,"I'm leaning towards deployments for the distinct ""modes"" because at the moment I haven't been able to find a parameter that I can conditional branch on to either use the userID from the `HttpServletRequest` header or utilize my < that creates the Actor using the userID from the grpc metadata."
490,2025-03-03 16:12,"the only other thing I was thinking of is maybe creating a custom scope for ""LLC request"": < so then your config could grab data from either HTTP or GRPC, depending on which exists. but i'm not sure how easy it would be to hook that in. the separate modes thing does seem overall simpler if you're up for the infra work"
575,2025-03-03 16:14,"As I understood it we wouldn't need to ""branch"" even if we had to define separate actor patterns for HTTP/gRPC. I assumed the server interceptor would only apply to gRPC requests. Is that not right?"
570,2025-03-03 16:19,"I assumed the server interceptor would only apply to gRPC requests. Yes this is right, if you look at < draft PR> this uses the Interceptor to set the Actor within the Context and then within the service implementation I have: ```Actor actor = GrpcServerInterceptor.USER_IDENTITY.get();``` I was thinking about the Bean for actor having a conditional: ```if (grpcRequest){ return GrpcServerInterceptor.USER_IDENTITY.get(); }``` so then we can just define Actor at the class level like the HTTP calls."
490,2025-03-03 16:22,```Actor actor = GrpcServerInterceptor.USER_IDENTITY.get();``` I wonder if this is thread safe
575,2025-03-03 16:28,Yeah I think we should narrow in on the best way to create a gRPC actor in the application layer before we dive too deep into infra changes. We should be able to simulate the infra changes pretty easily locally if we need to try out some different methods
570,2025-03-03 17:12,"I wonder if this is thread safe Here, USER_IDENTITY is defined as follows: ```public static final Context.KeyActor USER_IDENTITY = Context.key(""actor"");``` It is a Context.Key. From the docs < : Context is a propagation mechanism which can carry scoped-values across API boundaries and between threads. The scope is bound to the current thread. < Get the value from the `Context.current()` context for this key. I was also following < example> from the grpc-java docs"
558,2025-03-03 17:13,"just to confirm, `Need to write an ADR on why we went with creating a new query for Public API.` should be done after the public API is released and as followup work?"
570,2025-03-03 17:18,"Yes that is my understanding, We just want to have this decision recorded for the future."
490,2025-03-03 17:36,"oh ok, nice"
570,2025-03-03 18:58,"To confirm the option that exists that wouldn't involve the infra changes is implementing the custom scope for ""LLC request"" right ? I'll look into that now"
490,2025-03-03 19:00,"I think if you wanted a single `Actor` bean, you probably need the custom scope. But if I understood Sean correctly, maybe we could start by seeing if we could make a new `GRPCActor` bean in addition to the existing one."
570,2025-03-03 19:05,"Oh okay, I'll try that instead"
490,2025-03-03 19:08,"< although this does kinda assume that new grpc APIs only use ""grpc services"" and not existing services that use Actor. maybe this is painting ourselves into a corner?"
575,2025-03-03 19:15,"True, yeah I don't have a strong opinion on whether or not we create 2 actors or try to make a new scope - just want to make sure we investigate them fully before committing to infra changes"
570,2025-03-03 20:16,"seeing if we could make a new `GRPCActor` bean in addition to the existing one. Following < Multiple Beans of Same Class> I created the grpcActor bean: ```@Bean public Actor grpcActor(){ < to make grpcActor""); return GrpcServerInterceptor.USER_IDENTITY.get(); }``` But am running into initialization problems with the beans because the `GrpcServerInterceptor.interceptCall()` needs to be scoped to a grpcRequest to be able to get the USER_IDENTITY field. Otherwise it attempts to AutoWire the bean when the application starts."
490,2025-03-03 20:19,yeah it would need to conform to a grpc request scope similar to how our actor conforms to the HTTP request scope. I wonder if our GRPC integration provides a spring scope?
570,2025-03-03 20:25,I think its <
570,2025-03-03 20:30,"That worked for me ^. I needed to add a `@Primary` for the original `Actor actor()` bean and use the following within the grpc service so it knew which was the right bean to use. ```@Resource(name=""grpcActor"") Actor grpcActor;```"
570,2025-03-04 14:30,Standup Thread
570,2025-03-04 15:56,"• Update the < Resource gRPC service PR> iwith the protobuf changes, working on reviews to get this merged in today • Made Authentication work with new grpcActor Bean Today • Add tests for the beans and new GrpcServiceInterceptor • Step 7 : Update our internal infra to include the new endpoint (Once < PR> is merged)"
570,2025-03-05 14:30,Standup Thread
570,2025-03-06 14:30,Standup Thread
570,2025-03-06 14:33,• Finished the tests for adding auth to gRPC endpoints. PR is up for review < • Step 7: Helm chart update for the Interest gRPC endpoint is < Today: • Review + Step 5: Define external gRPC services/RPCs in public-api-protobuf-registry
930,2025-03-06 15:05,You're cruising!
570,2025-03-06 19:01,"Hi , In < PR> I went with the initial implementation of a `grpcActor` bean in addition to the existing actor bean. I'm currently looking into the suggestion of creating a custom Scope for an 'LLC Request' and using that to create only ONE Actor bean. This looks like we would have to essentially re-create and merge what is being handled by the @RequestScope and @GrpcRequestScope that come from the spring framework and the grpc-java package respectively. Its also not clear to me that these custom scopes would allow us to add information that will allow us to identify what type of request activated the scope to conditionally create the Actor Bean. I've set some time up in Staff Office Hours to potentially go over the way to approach this CustomScope. cc:"
568,2025-03-06 20:40,can you turn this thread into an ADR? it feels like a significant decision given the myriad ways we could've solved this problem
579,2025-03-06 20:44,When the implementation is settled / agreed upon it can be written about. We don't even what is possible at this point
568,2025-03-06 20:48,"ah, this is a spike PR?"
579,2025-03-06 20:54,"We know what we want to do, and we know how we would like to do it, but the feasibility is questionable"
490,2025-03-06 21:05,I think it would be good to write a brief ADR on the decision
570,2025-03-06 21:08,Yes ! Will write that up and share it here
570,2025-03-06 21:10,For the ADR's they usually on Github not Confluence correct
490,2025-03-06 21:13,"yep, we have a directory in llc-core"
490,2025-03-06 22:08,"we don't have to solve for this now, but just something to keep in mind for the future: in addition to HTTP and GRPC, we may eventually want to run llc-core in other modes like CLI, or kafka consumer, quartz runner, etc. I did a POC for a CLI version a while ago: < in those cases we would probably need some sort of `SystemActor` implementation when we are running in those modes"
570,2025-03-06 22:29,This is the Draft PR for the ADR < I've documented the decision as `Separate pod deployments for gRPC and HTTP endpoints` where the context reveals that the decision was made to help add the authz permission checks into the grpc endpoints.
568,2025-03-06 23:52,! the problem statement is super helpful
570,2025-03-07 14:30,Standup Thread
570,2025-03-07 15:23,"Hi Team ! From yesterdays discussion during staff office hours we now have < < pod deployments for gRPC and HTTP endpoints> that is being reviewed. I would like to ask the team if it would be okay to *temporarily* allow us to have a ""grpcActor"" that is implemented in < PR> in so that we can deliver the initial version of the API to the customer in the expected timeline. From the discussion during office hours migrating the endpoints with the infra changes needs to be done carefully and this could add to the projects timeline. I will follow up with the work to switch to separate pod deployments for gRPC and HTTP endpoints once that is done. Ticket to track the work < cc:"
568,2025-03-07 15:31,"no opinion on the actual decision but if we do end up merging in `grpcActor`, then the ADR should reflect this. When we move to separate pod deployments, create a new ADR with status `Supercedes #0034` it's confusing for an architecture _decision record_ to have ""we will use separate deployments"" but the code is ""use grpcActor"" have a ""grpcActor"" that is implemented in < PR> in so that we can deliver the initial version of the API to the customer in the expected timeline is a valid reason, IMO"
575,2025-03-07 15:34,Agreed with that Perry. I don't have any concerns with moving ahead with a tactical solution for now. This is the only use case right now and it has a well defined scope
570,2025-03-07 15:46,"Nice, but how about the following: • I'll create a new ADR for using grpcActor because of the customer timeline (which becomes ADR-34) • Then what I currently have proposed for the separate deployments becomes (ADR-35) that Supersedes #0034 (Which we can merge in when the separate deployments have been configured because that should remove ""grpcActor"" from the codebase)"
490,2025-03-07 15:51,I don't care too much about whether there are 1 or 2 ADRs. I just think we should make it clear that we are holding ourselves to only using this `grpcActor` for this initial release and we will not use it for anything else before deleting it.
579,2025-03-07 15:53,I was going to say. I think a single ADR is fine. I think the most important thing is to mark the grpcActor as deprecated in code to ensure others don't use
570,2025-03-07 16:02,mark the grpcActor as deprecated in code Agreed I've included the `@Deprecated` tag to the Actor along with comments to indicate that its use is restricted to `InterestResourceGrpcService` only.
572,2025-03-07 16:06,When would actually do the separation and what would it be competing against?
570,2025-03-07 16:17,The work can come in the next sprint. At the moment wrapping up the Public API is the top priority so I don't believe its competing against anything.
570,2025-03-07 16:26,Yesterday: • The reviews for the Authentication PR lead to an investigation into if we can create a Custom Scoping to handle gRPC/HTTP requests to conditionally create the Actor Bean so there is only 1 Actor Bean in the application. ◦ This implementation dove deep into Java Scope Implementations that are handled by spring and grpc-java package. ◦ Presented the different approaches in staff office hours and wrote < ADR> which will allow us to use infra changes + Conditional Beans in the future to set the Actor on gRPC endpoints. Today: • Temporarily moving forward with the initial Authentication approach. • Couldn't get to Step 5 yesterday starting to define external gRPC services/RPCs in public-api-protobuf-registry
568,2025-03-07 16:50,"if there isn't a concrete plan to have separate deployments then i'm back to excluding it from the ADR slightly oversimplifying: ADR: ""we ARE doing this because…in spite of…"" -- definitely happening SWW: ""we WANT to do this because…"" -- possibly happening, but someone has to approve schedule it"
572,2025-03-07 17:04,If there is going to be this much discussion I would be in favor of not doing an ADR until we are in the spot we want to be in
490,2025-03-07 17:07,i'm confused. it sounds like we do have a plan
568,2025-03-07 17:08,"same. IIUC the decision has already been made to use `gprcActor` for this one scenario. Let's capture it as-is, ignore future plans"
570,2025-03-07 17:08,For the separate deployments like i mentioned < I would take it on next sprint:
568,2025-03-07 17:09,let's zoom
568,2025-03-07 17:09,should be quick
572,2025-03-07 17:09,Yeah I think we have a future plan. If there is no future plan we should not do this work. I would be strongly opposed to doing what has been proposed as anything by a temporary solution.
568,2025-03-07 17:13,"closing loop: separate deployments is scheduled for next sprint, confirmed by & . `grpcActor` implementation should be deleted in 2-4 weeks can you update your ADR with this plan?"
579,2025-03-07 17:31,Sorry why are we capturing the dates that the work is being done in an ADR?
570,2025-03-07 17:40,can you update your ADR with this plan? The main thing we've talked about is scheduling. I added the date + mentioning removal of the grpcActor to the ADR because of this ^
568,2025-03-07 17:41,let's pair on this ADR. sending you a link
490,2025-03-07 18:02,"moving off thread to not distract from the ADR discussion - have you already engaged SRE on how to best approach separating the deployments for no-downtime/low-downtime? if not, i'm happy to start that conversation so we're not blocked later"
930,2025-03-07 18:10,~Is gRPC already a thing?~ I should just read the ADR and code
570,2025-03-07 18:10,Hi Alex ! I was just going to reach out on this channel to ask about this because I want to understand how we would go about doing this to make tickets for the work to separate our the grpc and http deployments.
490,2025-03-07 18:17,"I think the work is largely: 1. llc-core java updates to add a new configuration that will configure the correct actor implementation 2. helm chart updates to separate the deployments/pods/services/kong config I think we have enough expertise in our team to do those. I just wanted to double check with Dom on the kong front about whether a change like that would cause downtime, or if there's any gotchas we should be aware of"
930,2025-03-07 18:19,"I left a message in the ADR asking about _why_ the split is necessary. I understand that there would be more of a separation of concerns, but are there any other, more tangible benefits?"
570,2025-03-07 18:24,It allows us to use a *single Actor Bean* in our application which get autowired into our services to perform authentication checks with authZ. Other ways of creating the Actor bean are listed in the ADR and have different drawbacks either with complexity or preventing us from using services independent of the request type.
490,2025-03-07 18:25,i had one suggestion that might help clarify that in the context section: <
570,2025-03-07 18:27,Thanks Alex I'll reword that section
570,2025-03-07 18:35,Coming back to the changes that are required for the split: • The java change to add the Conditional Bean looks straightforward to me. • For part 2: helm chart updates to separate the deployments/pods/services/kong config. ◦ All of this is handled within llc-core ? Is there a rough estimate you could suggest for this work given past projects ? or is that where SRE comes in to tell us the best way to update these charts
930,2025-03-07 18:51,"If you are separating the gRPC instance so only the gRPC server is running, then you'll need to do something about the health checks for the container. I would encourage switching to native gRPC health checks in the app and then using native gRPC health checks in the K8s `Deployment` object. Just off the top of my head, the Helm chart changes for part 2 look like: • New `ConfigMap` template file(s), if needed, to separate gRPC and HTTP `Deployment` object configs ◦ Existing `Deployment` is currently using < `llc-core.appserver.env` partial function to directly inject configuration into the container, which I'm not a huge fan of but perhaps there's some perceived benefit to this pattern • Same thing as above with `ExternalSecrets` and `Secrets` if desired • New `Deployment` template file to hold separate gRPC deployment; change < `Deployment` to hold only HTTP deployment since it already has the `nginx` container • New `HorizontalPodAutoscaler` template file to hold separate gRPC HPA; change < one> to be specific to HTTP deployment • New `PodDisruptionBudget` template file for gRPC; change < one> to be specific to HTTP • Change existing gRPC `Service` template file to target new gRPC `Deployment` based on < selector> For Kong, the configuration is pointing to a K8s `Service` object, so changing the service object I mention above would start routing traffic to the new deployment object immediately. Any existing pods running the combined gRPC/HTTP code _should_ be able to finish processing in-flight requests and then be terminated (assuming graceful shutdown is working). should correct me if I'm wrong."
490,2025-03-07 18:53,that's a much more detailed answer that matches my vague ideas of how this would be done
930,2025-03-07 18:53,I probably missed things - this is pretty involved
490,2025-03-07 18:53,"All of this is handled within llc-core ? for the main deployments, yes. we'd also need some updates for bundles defined in kubernetes-carta-web"
490,2025-03-07 18:53,is it that involved? seems like mostly copy pasting to me
930,2025-03-07 18:54,"I mean, one wrong line and your app doesn't start"
930,2025-03-07 18:54,"What's LLC's CI/CD process right now? Do you deploy ""latest"" Helm chart? Can you release a dev version of a Helm chart so you can test this before pushing changes to Cloudsmith?"
930,2025-03-07 18:55,"yes. we'd also need some updates for bundles defined in kubernetes-carta-web This includes the ""persistent"" bundle deployments like the sales boxes and the API Platform's playground environment"
490,2025-03-07 18:56,i believe we do deploy the latest helm chart right now
930,2025-03-07 18:57,There are some instances where apps don't even deploy the latest Helm chart from Cloudsmith - they just use what's been pulled from source
570,2025-03-07 19:21,i believe we do deploy the latest helm chart right now Is there a process to test the helm chart changes in our lower envs ? The step that pushes to Cloudsmith is that mainly for production ?
490,2025-03-07 19:26,we could just get someone with the right permissions to run helm locally against test or something
930,2025-03-07 19:29,"Yes, you could do that. You basically need a migration and testing plan"
558,2025-03-07 19:36,"Thanks to Tyler's detailed post regarding the work to separate deployments, I'm now feeling a little bit nervous about signing up for more work when we are trying to close out the public API workstream. Maybe my ballpark could be wrong, but that work to separate deployments is likely 1-2 sprints for 1 dev? Is there a less costly way to deliver the public API to our customers and pay off any technical debt accrued? cc"
490,2025-03-07 19:40,I think it's 1 week / 1 dev. I'm happy to help pair on it
557,2025-03-07 19:55,"For Kong, the configuration is pointing to a K8s `Service` object, so changing the service object I mention above would start routing traffic to the new deployment object immediately. Any existing pods running the combined gRPC/HTTP code _should_ be able to finish processing in-flight requests and then be terminated (assuming graceful shutdown is working). Just be careful about the timing here. If you make ALL the changes (making new deployment + switching the svc) in 1 PR, you’ll likely experience _some_ downtime, as the service get’s updated immediately and the new set of gRPC pods aren’t up healthy yet. You’d probably need 2 PRs, 1 creating the new resources, and 1 doing the swap, to avoid downtime."
572,2025-03-07 19:58,"If we are not sure about paying this cost we need to do more work on the grpcActor. The only reason that was advanced as a stopgap was with the agreement to solve the problem with separate deployments. At this point it seems we need to be happy to pay the cost, whatever it is."
490,2025-03-07 20:06,"just to make ’s message a little less scary, this would be my editorialization: • we don't need separate configmaps/secrets. config going to each llc-core container can be exactly the same except for one different env var or starting command • separating deployments is the main change. but at the end of the day, this is taking our existing deployment that defines ""both"", and splitting it into its component parts. not really any ""new"" config needed here • HPA/PDB/Service should be copy paste and pointing to the right related resources, maybe changing a few values like # replicas"
570,2025-03-07 20:31,"Thanks team, from this discussion I've added tickets to < to keep track of the work and now have a clear plan to avoid downtime in the final steps of these changes. I'll reach out in the channel if anything comes up when the work starts next sprint."
490,2025-03-07 21:13,i got a draft PR up with the boring boilerplate stuff and some TODOs called out for what's missing: <
570,2025-03-10 13:30,Standup Thread
570,2025-03-10 15:24,Friday: • Finalized the < for separate pod deployments and scoped out the work for it in < Today: • Finish up defining external gRPC services/RPCs. PR < • Step 9: Implement external gRPC services/RPCs in public-api-service
570,2025-03-10 17:39,"Hi , I have started on the External Work Stream for the Interest resource. We had spoken about how for Step 4 - Create OAuth Scopes we can use the `read_issuer_security` scope and now Step 5 - Define the services in the `public-api-protobuf` repository is up for review < You had mentioned that we would need to create a test user for dev-eco under Athena's account with the permissions to read information from the LLC Issuer. Once that is complete (along with Step 9) Athena should be able to connect to our public API using the platform if we provide them with their LLC Issuer Id. I wanted to confirm that the above details are correct and check in on the POC work for merging LLC Issuers into the Issuers endpoint. Specifically, once that work is complete, how will it impact the way Athena interacts with the API?"
930,2025-03-10 18:59,"Once that is complete (along with Step 9) Athena should be able to connect to our public API using the platform if we provide them with their LLC Issuer Id. Once we verify everything is working in `test`, and probably run a regression test pass, then, yes, we can give Athena access."
930,2025-03-10 19:00,"I wanted to confirm that the above details are correct and check in on the POC work for merging LLC Issuers into the Issuers endpoint. Specifically, once that work is complete, how will it impact the way Athena interacts with the API? This is still outstanding on me and wouldn't affect Athena at all. We could give them the `read_issuers_info` scope at this point and they could call the `ListIssuers` endpoint to see their own LLC info, which we will have already provided to them."
570,2025-03-10 19:17,we would create a client credential OAuth app for Athena (or have them create it) This sounds like something we might need to reach out to the customer to take action on. I found < internal notes for the Client Credential OAuth App> is there other documentation that we can provide them with so that they can create their OAuth app ?
930,2025-03-10 19:41,"We, Dev Eco, can assist with this. We would send them a message with with an invite code and instructions. (cc. ) We shouldn't worry about doing this until we have verified things are working in `test`"
930,2025-03-10 19:41,"We should plan to run load tests as well; although, I wouldn't worry about it just for Athena"
570,2025-03-11 14:30,Standup Thread
570,2025-03-11 15:53,Yesterday: • Worked on Step 9: Implement your resource in the Domain layer found in public_api/core • From the reviews of Step 5: Define Interests external gRPC services/RPCs ◦ mentioned that the `read_issuer_securities` scope should be switched to `read_issuer_interests` ◦ Worked on adding the new OAuth Scope Today: • Get all OAuth scope PRs merged and the Step 5 PR with the updated `read_issuer_interests` scope merged • Continue working on Step 9 - impl the API layer
570,2025-03-11 15:54,Will also start up some discussions about regression testing because we would need to include them before releasing to Athena.
930,2025-03-11 16:03,"The change in thought regarding the using an existing OAuth scope versus creating a new one was mainly driven by < comment> from . This made me get more familiarized with the LLC domain and realize that interests aren't always considered securities, so it makes sense to have a separate scope for them from a domain perspective. Since Athena will be creating a new OAuth app with net-new scope selection, they won't be impacted by this change. Any existing OAuth apps that want to consume interests in the future will need to be granted this new scope we have created. This: • feels more correct - not elevating access of apps that already have the `read_issuers_securities` scope granted • gives us leverage over any existing integrations if they want to get access to LLCs (e.g., ""you need to do these things to improve your integration if you want this added scope"")"
570,2025-03-12 14:17,Hey Team ! A question was posed as to < we want to name the >`ThresholdValue`< variable> when we expose it through the Public API. cc:
570,2025-03-12 14:18,My understanding of this variable is : • `threshold_value` specifies at which company value an interest will receive proceeds in a waterfall • `threshold_value_type` that can be `PER_UNIT` and `OVERALL` which are ways in which threshold values can be applied to interests in a waterfall mode.
570,2025-03-12 14:20,Does the new name of `ProfitSharingThreshold` meet the way that this value is used in waterfalls ?
559,2025-03-12 14:35,"Oh I would prefer to avoid using the word ""profit"" in this case. The threshold is usually used for determining if the interest is ""vested"" or not. And participation in profits depends on the type of interest"
575,2025-03-12 14:36,"I left a comment, I think our domain language is intentionally left somewhat vague given the flexible nature of interest types. I worry that the more specific we are in describing that field, the more confusion we create if someones use case isn't the same as how we describe it."
559,2025-03-12 14:37,Sean's point more so. So elegantly put
930,2025-03-12 14:56,"How do you think consumers will interpret this? If you put yourself in their shoes (let's say with no knowledge of Carta things) and saw this type and field, then would you understand what it is and how it is used?"
559,2025-03-12 15:17,This is assuming that the consumer has LLC Cap Table? Because this is an explicit field to input when they create and issue interests
930,2025-03-12 15:18,"Consumer could be a customer of LLC or could be a third-party developer (e.g., Rippling)"
559,2025-03-12 15:19,I'd still standby comments above. Perhaps explanation and examples are in the API docs
930,2025-03-12 15:19,"The thing we want to avoid is having to explain Carta-isms as much as possible and relying instead on more common domain knowledge, where possible."
559,2025-03-12 15:20,"Right, if we wanted to get away from ""Carta-isms"", I think we should think of this holistically. We shouldn't just change the names for APIs"
559,2025-03-12 15:20,"This would need to be captured in our domain models, etc. as well, right?"
930,2025-03-12 15:20,What do you mean by domain models? The things within LLC app?
930,2025-03-12 15:21,"If so, then I would say we don't have to worry about that"
559,2025-03-12 15:21,"Yes, within LLC app that then is used in terminology by onboarding folks, delivery, etc."
559,2025-03-12 15:21,it'll create problems internally if we call the same things different names
930,2025-03-12 15:21,What problems do you think it will create?
930,2025-03-12 15:22,"If it's, ""this will be confusing to Carta engineers,"" then I would much rather have that then, ""this will be confusing to external parties."" One of the biggest benefits of the API Platform interface is that we can define it however we want and decouple it from the (sometimes bad) decisions we've made within Carta"
930,2025-03-12 15:29,"I'm supportive of using documentation and examples to explain this field/type more thoroughly if we have conviction their names should remain generic in nature. However, if we keep the generic name then I am still going to press for us to consider something less verbose, like what < previously discussed here>."
575,2025-03-12 15:40,"I agree with the sentiment that we don’t want to expose Carta domain terms if possible. My thinking is that if we _must_ (for a lack of better options), then the domain terms we expose should be consistent with how they are used within Carta. In this case I feel like making the term less verbose doesn't get us closer to an industry standard domain term and also bifurcates how the data is understood within Carta"
490,2025-03-12 15:49,would renaming `threshold_value_detail` to `threshold_detail` or just `threshold` solve the verbosity concern?
559,2025-03-12 15:54,"tbh I don't think ""threshold"" is particularly helpful to be honest in the broader industry (across clients). If you want specificity, it depends on the interest type: options, warrants, etc. We've seen clients use terms such as ""hurdle"", ""threshold"", ""strike price"", etc."
570,2025-03-12 15:54,When I pulled in there was a < to favour being more verbose> than just using `Threshold`
930,2025-03-12 15:59,If generic name is preferred then my suggestions would be: • change the type from `ThresholdValueDetails` to `ThresholdDetails` • change the top-level field name from `threshold_value_details` to `threshold_details` • change the field names within `ThresholdValueDetails` ◦ `threshold_value_amount` changes to `threshold_amount` or even `amount` ◦ `threshold_value_type` changes to `threshold_type` or even `type` The main benefit I see to this is it makes the names in the JSON structure smaller. This is not the hill I will die on so if y'all want to keep this as-is then I will leave it to you.
575,2025-03-12 16:03,That works for me
570,2025-03-12 16:05,Thanks for the input everyone. I’ll make those changes.
570,2025-03-13 13:30,Standup Thread
930,2025-03-13 15:44,Should we hide the `ListInterests` endpoint from the public documentation found at < Do we care if more folks are aware that this endpoint exists even though on Athena will be granted the scope to use it?
570,2025-03-13 15:49,I think this information should be in the public documentation. I remember saying that there is another customer that is interested in using this endpoint and we have had some inquiries on for which the customer would be able to leverage this api to come up with a solution to their problem (related <
930,2025-03-13 15:53,"Okay, that is how things are setup right now. As soon as we release `public-api-service` with an update to the `carta-proto-publicapi` package that includes the `ListInterests` RPC definition, then the documentation will also update to make it visible. If we wanted it to be hidden, we would have to update the RPC definition in `public-api-protobuf-registry` to be marked as `INTERNAL`, < this>."
226,2025-03-13 18:48,Hi team - Windjammer is really excited about APIs that would allow them to make custom reports in their BI tool. Could we incorporate them into our Beta release group?
558,2025-03-13 20:21,"IIUC, I don't think we'd have to do any extra dev work to enable more users to call our alpha API. The API contract might not be the ideal one for them since they weren't consulted, but it's possible they could make it work. Once we release the Interests and Stakeholder APIs, Windjammer admin could then follow the process documented < to access our public APIs. cc"
114,2025-03-13 20:51,That’s correct!
226,2025-03-13 22:26,"This is great news! Shannon (Windjammer CFO) will be super excited. She's been a great Beta partner to us in other product areas, so I think it will be a mutually beneficial setup for early alpha rollout"
114,2025-03-13 23:20,That’s fantastic!
570,2025-03-14 15:57,"Adding LLC Data to test, demo and bundle deploys for Regression Testing Public API cc:"
