u,t,m
1543,2025-05-16 20:20,Hey team! I could really use some help on this
1360,2025-05-16 21:16,I’ll take a look at this as soon as I get back to my desk. Appreciate the patience.
1543,2025-05-16 21:31,Thank you! Really appreciate it
1543,2025-05-17 00:39,"Seems to be working in prod, but not sandbox"
1543,2025-05-17 00:39,We can sort it Monday morning
1360,2025-05-17 00:40,give it 24 hours
472,2025-05-19 02:04,Hi we’ll check with the auditors to find out what aspect of their cybersecurity policy is preventing their access and if their own IT can whitelist Conveyor
1180,2025-05-19 15:40,"Hi, can I please have some assistance on how to connect my zoom with my calendly, thanks!"
620,2025-05-19 15:42,"Hello , Thank you for your inquiry. I will forward this to the IT Channel."
2038,2025-05-19 16:18,Hey team - just bumping this again. It seems like I have the same < as Brian. Would love some help to get access to both llc-staff and FA staff access.
1360,2025-05-19 16:22,try now and ty for your patience
1886,2025-05-20 02:11,"hi - has gotten his approval for staff permissions for Carta staff/Cworld. However, he is still unable to see the cWorld page in Carta staff. Please help thanks"
59,2025-05-20 14:01,"Hi Team, I am trying to get a prospect access to certain docs in Coveyor and it looks like it needs to be approved still. Who can help approve this?"
620,2025-05-20 14:06,"Hello , Thanks for you inquiry do you happen to have that prospect email that would be accessing Coveyor. cc:"
59,2025-05-20 14:07,richard.jones@leftright.capital
1308,2025-05-20 14:17,Prospect is approved.
258,2025-05-20 15:07,Hey team. Just got this email and i’m pretty sure it’s fake but want to confirm -
588,2025-05-20 17:41,"Hey team - I wanted to flag < case, I am pretty sure this email received from Catherine (the GP at intersection) is phishing / spam. Can someone confirm? CC"
620,2025-05-20 18:26,"Hello , Thank you for your inquiry. We are aware of the issue and are addressing it appropriately."
752,2025-05-20 18:45,"Hi team, bumping this one - can you assist with granting me access to Carta EU as a staff user?"
536,2025-05-20 19:27,"Hi team, a client asked me if any of their investments manage their cap tables on Carta, but haven't issued them any securities on Carta. Are we allowed to reveal that information?"
536,2025-05-20 20:25,Hi maybe better question for legal?
349,2025-05-20 21:01,"Hey team, bumping this back up, can someone please help me adjust my permissions to include fund admin express/cworld?"
137,2025-05-20 21:07,Hi Noah - we are not allowed to reveal that exact information. There are a few talking points that we may be able to craft around the fact that our standard policy requires that companies on Carta are required to issue certificates to their investors.
137,2025-05-20 21:10,"If it's a large fund client, our BD team (or some team, I'm not sure) can sometimes help with a portfolio clean up project, where we've been able to help consolidate certificates that are stuck in random individual portfolios."
752,2025-05-20 22:15,hey is this something you're able to assist with / or can you point me in the right direction? for vis
419,2025-05-20 23:34,"Hi, I need to give access to ValSation in Carta for . Can someone DM me with next steps?"
134,2025-05-20 23:50,answered this question. John Powers simply needs to request it in the Okta request apps page (referred to as OIG) and then it needs to be approved
1418,2025-05-21 14:02,"Hi Team, I have been working with a vendor with an @agiloft.com email address and see that someone has flagged is as phishing, so wanted to let you know. Thanks"
1360,2025-05-21 14:15,GM do you have the subject line or full email address of the sender?
1418,2025-05-21 14:18,"Hi Aldy! The subject line on the email I have is: Agiloft - Carta | Introductory Call. Email addresses: <mailto:Ilich.Lopez@agiloft.com|Ilich.Lopez@agiloft.com>, <mailto:evan.white@agiloft.com|evan.white@agiloft.com>, <mailto:sanjay.paranjape@agiloft.com|sanjay.paranjape@agiloft.com>"
620,2025-05-21 14:19,"Hello , Thank you for your inquiry. Unfortunately, I am not the right person to assist with this. Tagging some who can"
1360,2025-05-21 14:23,Hi happy to help but im not sure exactly which permissions maps to Carta EU access Is there a colleague with Carta EU access I can mirror?
752,2025-05-21 14:25,do you have Carta EU access?
1360,2025-05-21 14:26,Not getting any hits. Can you fwd the email to me?
623,2025-05-21 15:05,"Hey No I do not, this is for the capdesk system right?"
752,2025-05-21 15:58,"Hey , how are you? is there someone on your team with access to Carta EU /capdesk that Aldy can mirror?"
1101,2025-05-21 16:11,"Hi! I might be able to help, should we have a quick sync so I can fully understand what you're trying to achieve ?"
1290,2025-05-21 18:09,"Hi team, I need read/write access to the vault path < Can someone pleas assists"
1387,2025-05-21 19:05,"Hi, a lot of engineering is onboarding to Windsurf now and their new University site to help folks get setup appears to be blocked by our access policy in Island. I’m guessing this is in error, and if so, would be helpful to allow: <"
1360,2025-05-21 19:19,whitelisted
1895,2025-05-22 01:40,"Hi - in case you need, below is the screenshot showing approval by group owner. For some reason I am still unable to see the cWorld page though, any help is appreciated, thank you."
1396,2025-05-22 14:45,"Hey team, wanted to see if there's any issue with us turning on a new auto-fix < feature>. This will code up a solution and create a PR for a sentry issue. No extra pricing, and here's their < usage policy>. Since they already have access to our Github repos, we figure this should be ok, but wanted to check here first. Specifically asking for FA, but I'm sure other teams would want access to this as well. Thanks!"
134,2025-05-22 14:51,"I""ll follow up with you tonight (your Friday morning)"
620,2025-05-22 15:41,"Hello , could you please confirm whether this falls under ZIP request #< or if a new ZIP request needs to be submitted for this item."
1396,2025-05-22 15:44,"To clarify, this is a feature already available to us through our current Sentry subscription and is something we can turn on any time. We just wanted to make sure there were no infosec concerns with the feature."
620,2025-05-22 15:55,"Thank you for the clarification. Before enabling this feature, we need to ensure it has been reviewed as part of our Vendor Due Diligence (VDD) process and that it aligns with the terms of our current contract. Additionally, we should opted out of participating in the training of Sentry’s LLM models. We should also verify whether our MSA/DPA already includes language explicitly addressing this."
211,2025-05-22 20:05,"Agree - if it wasnt a component that was formally reviewed in a previous Zip, then it would need to go through zip again to turn on this feature!"
418,2025-05-22 22:07,Hi just wanted to follow-up here that Jennifer got back to me and said that she never received the email from <mailto:support@conveyor.com|support@conveyor.com>.
418,2025-05-22 22:13,"If she just goes to our Conveyor link and just puts in her email, can we just grant her access?"
1895,2025-05-23 03:24,"Hi team, I have submitted request for staff permissions for Carta staff/C world and gotten email approval from Kevin Lim on 8th May (1st screenshot below). However, I am still not able to see the interface intended (2nd screenshot). The 3rd screenshot is the one I am currently seeing. Kindly assist"
134,2025-05-23 07:03,"Infosec team, one less item to do after a couple of call with Quhan, (Quhan and Hui Koon). Then just going through the steps from Guru and then selecting team + role, Quhan finally got his screen to match the Guru card Hui Koon's screens"
418,2025-05-23 18:09,"Hi , just wanted to follow-up to see if there is any other way to get her access to Conveyor, as she needs the SOC reports to close out their audit and followed-up with me again. Let me know!"
1353,2025-05-23 18:23,"Hey - Looking for help with out Okta SCIM integration with Navan. It looks like the Workday data (title, department, manager, workday ID, etc) for is not flowing into Navan, so her expenses aren't getting routed to her manager."
1360,2025-05-23 18:25,are you able to take a look at this?
620,2025-05-23 18:46,"Hello, Sure thing . I can take a look into this. In the meantime do you mind swapping. User is having < with SSO and I don't have the right permissions to assist. I can see you have admin access. Please see support advice."
1360,2025-05-23 18:54,are you free to jump on a troubleshooting call?
620,2025-05-23 18:54,"Hello , The issue i'm seeing on our end is the office is not find: This could be the issue for not provisioning the rest of her information. is this something you need to add on your end?"
1665,2025-05-23 18:55,sure can you give me 10 minutes?
1665,2025-05-23 19:09,I am available now
1360,2025-05-23 19:14,ill send a zoom link
1360,2025-05-23 19:15,sent in a dm
1360,2025-05-23 19:20,shes all set
1665,2025-05-23 19:20,Thank you both!
1353,2025-05-23 19:22,"There was already a legal entity in Navan with the name ""Carta Oceania Pty Ltd"" but the office name was Marketgrid. Just updated the office name in Navan to match the legal entity name. Not sure if that's something you could try to push again to see if it still gives the same error?"
620,2025-05-23 19:40,"please check her details. I re-push the sync to her account. Also, there were 4 other users which had the same issues and now it's all cleared."
1308,2025-05-23 19:41,Is this still an open issue? This is what I see in Conveyor.
1353,2025-05-23 19:45,"yes, that seems to have pulled in all of her information now. Thanks!"
620,2025-05-23 19:45,all good here.
1308,2025-05-23 19:56,Also they were granted access (again) on May 12.
418,2025-05-23 21:23,"so she should just be able to enter her email in the conveyor portal and should have access, right?"
1308,2025-05-23 21:48,It should ask for the verification code or a password (I'm still learning Conveyor). I've asked our vendor for help on this one.
418,2025-05-23 21:50,"That was the issue she was running in to, as she would get to this page, and never receive a verification code"
1308,2025-05-24 14:53,"from Conveyor support: • I can see that the emails are being sent, but they are being blocked from received based on an email block Mixpanel has in place. • The solution here would be to have Jennifer reach out to her IT Team and ask for them to whitelist emails from <mailto:support@conveyor.com|support@conveyor.com> so these codes can be delivered."
244,2025-05-24 16:54,Hey ! Can you help us grant access to these Looker/Metabase/Snowflake access areas: ```Data-Access-Area-Island-Audit-BTG Data-Access-Area-Island-Audit```
1072,2025-05-25 03:39,Hi. We received a request from a FA client that is currently going through fund closings. They’ve received some spam <
467,2025-05-25 23:26,Thanks team! FYI Navan should be sorted now
302,2025-05-26 05:43,"Hey folks, I’m still not seeing ’s transactions under my Navan for approvals"
447,2025-05-26 10:54,can i have access to KYC tool in carta platform please?
134,2025-05-26 17:10,"Hi I think you will have to request for it (even if you have access to Carta staff). follow the steps I showed Jordan Agnew, towards the end please type in the bottom right required field KYC tool, {instead of PE LLC...... that I typed in the screenshot for Jordan Agnew} <"
134,2025-05-26 17:19,"Assuming if you never had access to KYC, then Infosec will need the name of a person that already has access to it, so we can copy that person's access. If you already had requested access, can you follow the steps this user outlined: <"
447,2025-05-26 18:09,Thanks and can you approve my request in Okta OIG when you are available please.
447,2025-05-27 03:54,"Hi, is there a plan to enable Glean app as allowed mobile app?"
1353,2025-05-27 17:20,"Hey all of Hannah's transactions are currently approved. Navan will only show you transactions where you were the manager as of when the transaction was originally submitted and since Hannah didn't have a manager assigned in Navan at the time, they went to Navan admin as the approvers. Any transactions submitted from now on should show up in your queue but not seeing any submitted since the changes above were made."
1320,2025-05-27 17:22,"hi team - i'm looking for help resolving a unique snowflake user provisioning issue for someone whose email address changed. snowflake user provisioning is handled by an < scim integration>. for context, this issue was revealed by and is concurrent with another issue where the same user no longer has looker assigned as an app in okta."
283,2025-05-27 17:59,good morning team! Could you help me with FA Express access
1360,2025-05-27 18:03,hey whos the user?
1320,2025-05-27 18:05,the `saml_user_id` is her old email
1320,2025-05-27 18:18,"she has a user in snowflake for her old email address, but not her new one. each snowflake user has a default role (based on their email address) that's basically responsible for running all their queries (across apps). so her current state in snowflake is this: ```--current state user, role maura.as@carta.com, user_maura_as_role null, user_maura_vanas_role --desired state user, role maura.as@carta.com, user_maura_as_role --deprovision or leave as is. not sure if it matters... maura.vanas@carta.com, user_maura_vanas_role``` basically even if the looker access issue was resolved, she still wouldn't be able to query anything in snowflake, bc she would be using a role that's not attached to any user. (we pass the user role as an attribute from okta to looker). you can see in the last log in the attached we're attempting to grant her user her new role, and her user doesn't exist in snowflake (these are logs from access areas grants, which are granted on a role not a user)"
1360,2025-05-27 18:21,ill dm you
349,2025-05-27 20:10,"Hi all, this is now the third week that I'm pinging this up again, is this the right place to ask this question or is there a better place to go?"
769,2025-05-27 20:45,"Hi InfoSec, hoping to get some insight into how access is provisioned for the django permission ""home.write_access_sales_staff_tools"" for new staff users. Is this based on cost center?"
769,2025-05-27 21:26,"I think I'm answering my own question. Looks like there's a bunch of django groups with that permission, and users get it when assigned to that group."
1167,2025-05-27 22:26,"Hey folks, wanted a quick sanity check. We're in the process of migrating our ACH subscription processing to Stripe, which means we need to send them sensitive data from our customers (bank account numbers, billing addresses) for the import process. For their preferred migration approach, we would run the following steps from a script on the CW prod script runner: • dump sensitive data to a CSV • use GPG to encrypt the CSV file to < import PGP key> (public key checked into the repo) • connect to Stripe over SFTP (using creds from Vault) to upload the encrypted file • delete the CSV file from the pod Do you have any concerns with this approach?"
418,2025-05-27 23:24,"Great - thanks so much for getting to the bottom of this, Dave!"
447,2025-05-28 03:47,Hi i am still getting error when i login to KYC tool after the approval is completed. do you know why?
1360,2025-05-28 14:08,"Hey Thanks for sharing the plan — really appreciate you thinking through encryption and secure transfer up front I have a few security suggestions to consider: • *Plaintext CSV*: Writing sensitive data to a CSV always carries some risk. Just want to confirm there aren't any mechanisms (e.g., backups, monitoring agents) that might copy or back up the file before it's encrypted? • *GPG encryption*: on using Stripe’s PGP key — do we know if it uses a strong cipher like AES256? • *Script runner usage:* Is there audit logging around the script execution and appropriate access controls in place to limit who can run it? • *Secure deletion*: After the file is encrypted and uploaded, are we securely deleting the plaintext copy? A standard delete might not fully remove it — are we taking steps to ensure it's unrecoverable?"
1360,2025-05-28 14:17,"Also, I think we should limit the fields exported to the CSV to ONLY the data Strip requires to avoid unnecessary PII and are the SFTP creds rotated periodically?"
716,2025-05-28 14:51,"Hi team! I opened < to configure a staff profile, could you please let me know if this can be completed this week?"
1308,2025-05-28 14:59,"Is this a one-time transfer of data, or multiple / ongoing for a period of time?"
1167,2025-05-28 15:51,"• plaintext CSV / secure deletion: I don't think directories like `/tmp` inside the pod are subject to any backups, but we could stream the CSV output directly to GPG instead - would that be preferable? • GPG cipher: the default cipher is AES256, but we can specify it for certainty. The asymmetric algo for Stripe's key is RSA4096. • Auditing: I believe we have audit logs for when a CW script is run, but I don't know offhand where those go • Access controls: the CW script runner is limited to engineers, and can only run scripts in prod if they've been checked into the repo (reviewed by 2 other engineers), but I'm not aware of a way to restrict access beyond that • Limited to only the fields necessary: yes, we would only export the required fields. From < migration documentation>, that would be corp PK, account holder name and type, account number, routing number, and account type. • one-time or ongoing: we may use this several times during the migration to support multiple migration waves. After the migration period, we would remove the SFTP creds from Vault and the script + PGP public key from the repo • SFTP cred rotation: due to the short-term nature of the migration, I don't believe Stripe has any plans to rotate the credentials during this time"
1202,2025-05-28 18:06,"Hi, there are a couple of databases in snowflake on metabase that are incorrectly classified. I believe `RAW_FINANCIAL_REPORTING` `RAW_CAPTABLE_SNAPSHOTS` and `RAW_ACCOUNTING` are currently under the `UNCLASSIFIED` access category, but they should be under `COMPANY_FINANCIALS` cc:"
1202,2025-05-28 18:08,"Slightly unrelated, but the `RAW_FINANCIAL_REPORTING.TRANCHE` table is also missing, replaced with a `RAW_FINANCIAL_REPORTING.TRANCHE_NEW` table that doesn't have any data"
244,2025-05-28 18:10,cc <!subteam^S02T6KPNR7H|@on-call-dataeng>
1282,2025-05-28 18:39,This should fix the first part <
1282,2025-05-28 18:39,lemme look at Tranche...
804,2025-05-28 22:01,"Hi team - i have access to Looker but when i try and pull up the reports i need for < launch sign ups> i get a 'trouble loading data' msg, whereas my manager does not. Can someone help me understand if I don't have the correct permissions (which i think i do) or help me view this report?"
134,2025-05-28 22:31,can you have Ryan O'Conor go to channel and type this access groups and then can you do the same
134,2025-05-28 22:31,"see if you have the same data areas, and if not, whatever areas Ryan has, that you do not, please request for it"
1308,2025-05-28 23:05,Hi team. Please grant me edit permissions to the Security site in Confluence (< I'm not sure which group or role member is required. Thanks.
620,2025-05-28 23:12,or can you assist here.
522,2025-05-28 23:22,All set Dave! I gave you admin permissions for that space. Please let me know if you need anything else.
1531,2025-05-29 13:39,"Morning Team, I just submitted a request for access to Bear fleet however, I wanted to flag it in here too as I need access ASAP to send out a contract. The okta request number is #8348. Any help in getting this done quickly would be hugely appreciated."
620,2025-05-29 13:42,"Hello , Thank you for your inquiry. can you please assist with Michael's request. Here are the ticket <"
1531,2025-05-29 13:48,"Awesome, thank you!"
522,2025-05-29 17:15,"Hi Team! Would it be possible to give access to FA Express, please? This is in reference to his post <"
804,2025-05-29 20:52,"while i only have ""Corporations"" access, Ryan has many more permissions. I'm not sure which one of his would give me access to the Accelerator Looker report?"
134,2025-05-29 21:40,"unless Ryan says otherwise, you can request each one he has. (meaning unless he has access to areas that you shouldn't see -- then go ahead and request Common, Company_Financials, Public_Markets, Unclassified, and Venture_Capital"
134,2025-05-29 21:40,"if you only need to see that dashboard and/or you shouldn't see everything that Ryan sees, then in that case, please ask in and they will need the url for that dashboard < launch sign ups>"
804,2025-05-29 21:41,ryan says i should probably see everything he sees
804,2025-05-29 21:41,"how dod i make the request, okta?"
134,2025-05-29 21:41,you know how to request?
134,2025-05-29 21:42,< type in Looker
134,2025-05-29 21:42,select what I highlighted (in gray). this is how you requested and got corporations..... Neil
134,2025-05-29 21:43,select the options. you'll have to put in separate request for each area Ryan has that you do NOT have
804,2025-05-29 21:43,ah word up thanks !!1
134,2025-05-29 21:43,nice lmk if you get stuck
134,2025-05-29 22:53,when you have time
134,2025-05-30 00:31,"please fill out the request, linked above ^ any required fields please type in business need (required for role, or something to that effect) and also in the bottom right field, please type in someone that Does have the FA express access that you need. thanks in advance"
791,2025-05-30 01:34,thanks for your support! Appreciate you guys jumping on this for me. Just requested access and filled out the required fields
134,2025-05-30 01:39,"Not a problem, Aldy will be the one creating account/providing the access"
791,2025-05-30 01:40,Awesome just let me know if you need anything else from my end
1282,2025-05-30 13:54,"Hi sorry for the delay here. I am updating the access areas now. Will announce in shortly. the tranche table looks like its on our ""denied"" list for tables to not load. I'm not sure why but trying to find out and remove it if acceptable"
1202,2025-05-30 14:14,Thank you. I think it's a particularly large table with lots of columns. We'd be interested in loading at least some of it with columns omitted if that's possible
1282,2025-05-30 14:17,Is there PII in it? Are there some columns in particular we should omit?
1282,2025-05-30 14:17,(also dumb question but what is a tranche?)
1202,2025-05-30 14:20,Corps issue awards that vest over time. Each vesting event is a tranche. I'm not sure which exact columns we'd like to keep let me get back to you on that - not a huge priority right now but nice to have. There's no direct PII in the table but it has award label and corp issuer name data that could technically be used to find out the stakeholder names if used with another table
1282,2025-05-30 14:21,That should be fine
1282,2025-05-30 14:21,I’m going to see if snowflake can just pull in the whole table
1282,2025-05-30 14:21,I think it should be able to
1360,2025-05-30 14:45,Hey when you get a chance- please click on the Carta Staff (Production) tile in your okta dashboard
791,2025-05-30 15:21,this is what I'm seeing:
1360,2025-05-30 15:21,ok hang on
1360,2025-05-30 15:24,you should be all set
1282,2025-05-30 16:48,Do you know how big the table is?
1014,2025-05-30 17:01,Hi Team - I requested access to Carta Staff (Production) < and not sure if it went through. Can someone pls assist with the request? ty!
870,2025-05-30 17:47,Hi team! I submitted a request last week to regain access to my Carta production acct. I used to have access but it got removed due to inactivity while I was in the PM role. I submitted a comment on the request to try and bump it a bit but haven't heard anything back yet. Is there another way I can try and move this forward? CC
134,2025-05-30 17:48,when you have a moment
870,2025-05-30 17:55,Thank you so much !!
260,2025-06-02 17:30,hi team! Is there a way to temporarily allow access for a non-island browser to a personal deployment in `test`? I'm debugging a weird issue where some JS listeners are not being attached to a DOM element and the interactive elements on the page are not working. I wanted to rule out the posibility of the browser/island issue the deployment URL I wanted to get an access to is <
620,2025-06-02 18:09,"Hello , Thank you for your inquiry. Who account is going to access the link from a non-island browser?"
260,2025-06-02 18:10,"Hi , it's going to be me"
620,2025-06-02 18:11,Please try the link and let me know if you can access it from a non-island browser
260,2025-06-02 18:14,"thank you, I can access it now!"
620,2025-06-02 18:15,Please let me know when you're done testing.
260,2025-06-02 18:15,"will do, thank you again!"
218,2025-06-02 21:16,Any change to S3 credentials in test? <
292,2025-06-02 21:21,"Yes, see < for more details."
1995,2025-06-03 13:14,Hi - could you please help me get access to Carta Staff Production and Carta Sandbox? Thank you!
1995,2025-06-03 13:27,Also - I just requested access to Jira. Can you please mirror permissions? We utilize this link: < Thank you!
1360,2025-06-03 13:34,"Hi , you'll need to fill out a request in OIG <"
1995,2025-06-03 13:36,"Thank you, just filled it out"
1360,2025-06-03 13:38,you're all set
1995,2025-06-03 13:42,also could you mirror ’s permissions for the KYC tool?
2043,2025-06-03 15:04,"Hi Team, while trying to type client email addresses into Cworld, the system erases the email address and delivers this prompt. Am I doing something wrong?"
1360,2025-06-03 15:08,Hey . thanks for reaching out. Looks like you discovered a bug in Island. i'll take a look
1360,2025-06-03 15:15,I made a change on the backend. give it about 20 minutes for a new policy to kick in and test
2043,2025-06-03 15:15,"Awesome, thank you"
2043,2025-06-03 15:49,Confirming that this issue was solved. Thank you
1360,2025-06-03 15:49,appreciate the follow up
791,2025-06-03 15:53,"Hi - thank you again for the support. Can you provide me with guidance on what I need to enter into the ""Support System Identifier"" to break the glass and get access to account information? For additional context, I'm just trying to look up who the FA Preparers are for a list of 26 accounts. Thanks for the help"
1360,2025-06-03 15:59,"Hey , when you ""BTG"" you'll need to provide a reason. I would consult with your team for further guidance"
1088,2025-06-03 16:20,"Hi Team, I am a new Cartan... Can someone please help me get access to the carta platform. I have already submitted an IT request as well. Grateful to provide your assistance as well."
134,2025-06-03 16:39,"or when you have a moment, thanks"
532,2025-06-03 17:12,Hey - need to review and confirm permissions for new hire but I no longer have permissions to review the query. can you please help
968,2025-06-03 17:23,Strange... I've lost access to it as well. Maybe it was moved or something. Let me create a new metabase query for you... one sec
968,2025-06-03 17:31,Here is the new link to the < query> And a export...
1995,2025-06-03 18:57,One more thing - would it be possible for me to be added to FA Express?
532,2025-06-03 22:51,"Ty! Truly appreciate your help, as always"
1088,2025-06-04 06:56,thank you!!
1088,2025-06-04 07:02,I see that I have access to carta production but not to carta Sandbox... Can you help please?
522,2025-06-04 13:46,Hi Team! I have a user <mailto:joeanna.sugalan@carta-external.com|joeanna.sugalan@carta-external.com> is who like to get access to the KYC Admin/Tools to her staff account. This is in reference to the post she mad <
91,2025-06-04 14:22,is this something with his permissions?
1360,2025-06-04 14:29,you'll need to wait 24 hours for permissions to mirror from prod to sandbox
551,2025-06-04 14:34,"yep he does not have the permission, You should be able to add him"
91,2025-06-04 14:35,I added him yesterday. Can you see the Tender Offer queue now?
1995,2025-06-04 14:37,"I still can't see it, it's showing the same screenshot as the one I sent yesterday"
91,2025-06-04 14:38,he can see all queues except the tender offer queue. Is that a correct statement ?
91,2025-06-04 14:39,I added his permissions like all other users
1995,2025-06-04 14:39,"I can see all these, yes"
1761,2025-06-04 21:11,"I have problem getting login to Windsurf through SSO, < here>, is this the right channel to ask for help?"
747,2025-06-04 22:35,"Hi team! I’ve been logged out of my Island profile but when I click my email to log back in, get an error message (“< server IP address could not be found”). I’m traveling internationally if that makes a difference? I can’t reauthenticate to log in to Slack or my accounts. Any help appreciated!"
978,2025-06-05 00:53,"hey , let's start from updating your Island browser. please go to <island://settings/help> and run the update from there, then re-try logging in"
978,2025-06-05 00:54,"also, which country are you currently traveling in?"
73,2025-06-06 17:37,hey team! I'd like to experiment with < Lighthouse> on our test automation framework for performance testing. Is there any security concern regarding it?
73,2025-06-09 13:06,"Hey team! I lost my phone yesterday and I had Slack installed in it. I've already requested Google's Factory Reset on the phone, so all data should be wiped out once the phone gets connected (which I don't think has happened yet, cause on the Find My Device page it seems to have been turned off almost right after I lost it) Is there any further action I need to take?"
1360,2025-06-09 13:21,"Hey I'm sorry to hear you lost your phone. If you already initiated the Google factory reset, you should be all set."
73,2025-06-09 13:34,"Yeah, such an inconvenience, my wife and I had a blast during our sunday blocking accounts, switching passwords and rushing to get a new phone, all that fun! LOL Glad to hear this should be enough!!!"
1290,2025-06-09 16:26,"Hi team, I'm unable to connect to slack (possible other apps too), due to CF warp connection failure. Can someone please assist, ty!"
1290,2025-06-09 16:30,It's stuck in a retry loop
620,2025-06-09 17:41,Do you try restarting your computer?
1290,2025-06-09 17:42,"yes, I did. I'm being helped in channel as well -- <"
1995,2025-06-09 19:50,"Following up here, thank you! I still can't see FA express - I got the same error"
551,2025-06-09 20:01,What do you mean by FA-express? Which page is it?
1995,2025-06-09 20:27,It's this page: <
1409,2025-06-10 09:41,"Hi team - could I have access to the ""Looker/Metabase Data Access"" request tile in Okta? I'm in the London office so I can't request access through Okta"
1360,2025-06-10 13:36,Hi it should be there now
1626,2025-06-10 19:52,"Hey team, I need is_eng_level_1 access in CW and my manager is OOO. Can I somehow get that approval routed to ?"
747,2025-06-10 22:30,"thanks, ! I was in Ireland for reference. This was resolved as soon as I logged back on when I got back!"
1413,2025-06-10 23:33,"Hey Team, I have an email that is flagged as phishing. It appears that the email is included in the email preferences of the fund, but wanted to verify as it was flagged by another Carta employee. < here>"
978,2025-06-10 23:42,hey could you copy over the subject title of the email? we dont have access to the c-world inbox
134,2025-06-11 03:50,"or when you get a chance look at request He needs two different things, is the person to copy"
134,2025-06-11 15:18,"also can only submit one request at a time He needs both Fa express and c world, please mirror Sabrina demerath. Thanks in advance"
134,2025-06-11 15:31,or when u get a chance
978,2025-06-11 23:03,interesting. im not able to find that email in our email protection. how soon would you need the verification for the email? ill have to open a case for this one
1413,2025-06-11 23:06,This is an old thread so not on any time constraints
629,2025-06-12 13:26,Hi team - Can you please give me access to ’s inbox? <mailto:Luan.vieira@carta.com|Luan.vieira@carta.com> Thank you!
629,2025-06-12 13:27,I’ll submit the ticket right away for reference
134,2025-06-12 14:36,Note: (answered in helpdesk-it channel)
1409,2025-06-12 16:30,Hi team! I started recently and have been trying to get my Carta staff access provisioned. I've requested access on Okta but it's been waiting for approval for a little while now. Is there anything more I need to do? For reference: <
620,2025-06-12 16:32,"Hello , Thank you for your inquiry. or can you assist here."
127,2025-06-12 17:08,"hi team, I'm trying to get access to Carta sandbox, wondering if I can get some assistance with this? the role i'm mirroring is the same as"
620,2025-06-12 17:11,"Hello , Thank you for your inquiry. or can you assist here."
978,2025-06-12 17:30,"hi , please submit a request here - < once you have access approved, sandbox access will be synced from the production next following day"
1383,2025-06-12 18:16,"Hi team, I need a github tile on my okta. How do I achieve that?"
620,2025-06-12 18:19,Thanks for your inquiry . You'll need to reach out to as GitHub currently doesn't go through OIG.
299,2025-06-12 19:17,"There is a very large cloud services outtage affecting many systems. If you're having connectivity problems with google, box, cloudflare or anything else, please refer to < post before you make a post in any helpdesk!"
676,2025-06-12 20:49,"Hi all, is this the right channel to request making a < read-only? We found this unused repo during a code ownership review and believe it's safe to archive"
295,2025-06-12 20:51,"Hey , is the right place for GitHub questions but you can actually self-service this request by making a change here: < by adding `archived: true`"
639,2025-06-12 21:22,"Hi team, one of my clients (Stack Asset Management) received the below email and he forwarded it to me to see if this is from Carta. Can someone help me please confirm?"
636,2025-06-12 22:12,Hi team -We were on a call with a client for customer help/an upsell for a new fund - At the end the new Chief of Staff asked how to add people - the FA showed the Carta platform of the settings page (where it showed others on the account + who had admin access - which she did not) The Chief of Staff took a photo so she knew who was on the account already and said she would get added as an Admin so she could do this Just want to make sure theres no IDD issue here that needs to be flagged It may be nothing but I am not on a lot of calls with actual client data so I wasnt sure cc:
620,2025-06-13 14:39,"Hello , I see you already reply to the customer confirming it's legit."
639,2025-06-13 14:40,"Yes I was able to confirm, thank you for following up"
620,2025-06-13 14:41,Thanks for you inquiry . or is this something related to CW? If you can please take a look.
1179,2025-06-13 16:30,"Hi! I have a new phone, and I’m unable to log in to Okta Verify or Google Authenticator because I can’t access the codes for authentication. Could you please help me resolve this? thanks"
532,2025-06-13 16:45,"do you have the previous report that included all available staff permission sets (not just those in liquidity) or can you show me how to adjust the report to include? for context, whenever we are blocked (usually due to a new release w/ permission sets or expanding roles and responsibilities) I need to be able to see what permissions are available so I can determine which ones we actually need, to put in a formal request happy to hop on a zoom to discuss. tysm!"
1360,2025-06-13 16:47,"Hi , Thanks for flagging this — we really appreciate your diligence here. From what you've described, it sounds like the COS, who did not yet have admin access, was able to view the user list and admin roles via the settings page. If that page is meant to be visible only to current admins, then sharing that screen (including taking photos or a quick screen share) would be considered an IDD. Even if she is expected to be added as an admin soon, current permissions should govern what information is shared. Although the exposure seems relatively minor and there’s no further action required at this time, we do recommend creating an IDD incident to ensure this is logged appropriately. Logging it helps us maintain consistency, reinforces permission boundaries, and supports better demo hygiene going forward. Let me know if you’d like help filing the incident or need anything else."
968,2025-06-13 16:55,"hey. I can remove the filter for liquidity teams, so you may have information about all groups. I must say that the data set will be much bigger. Is there a format that you think would be better for you to analyze? Here is the full dump"
134,2025-06-13 18:08,"Congrats on the new phone!! Please take a peek at this prior post Thanks to having your Touch ID (where you just tap your fingerprint, you can reset your own Google Authenticator app <"
1179,2025-06-13 18:12,"Hi , thank you! it's all done"
134,2025-06-13 18:21,"Nice, glad to hear it, please ask when you have questions"
