u,t,m
114,2025-05-12 21:29,Hi yes they could use our Investor API which incudes a unique companyId for each portfolio company
114,2025-05-12 21:29,do you mind looping me into the thread? I can share API access and some support resources
93,2025-05-12 21:31,"Annette, they are engaging with Foresight data on this, I think?"
114,2025-05-12 21:35,ah good catch thank you Natasa! In that case Foresight should know this information already. we work closely with the technical team at Foresight so if they have any additional needs for this implementation they can reach out to us directly
942,2025-05-12 21:36,Thank you ! He seems like they don't know how it works. Should I tell him to reach out to Foresight?
114,2025-05-12 21:40,Yes please. We've worked with Jason Miller and Antonio Buddington. If the customer has trouble hearing back from Foresight I can nudge their team
942,2025-05-12 21:59,Perfect. Thank you~
942,2025-05-14 15:10,GM ! Please see the email I received from the client. Any advise?
114,2025-05-14 16:07,Hi seems like they're trying to get identifiers for the vendors they have in Carta FA that indeed would be a service request
942,2025-05-14 16:37,Okay! Can you help with this request or know who they can reach out to?
114,2025-05-14 16:40,are you familiar with how an FA customer can get a list of IDs for all their vendors in Carta? Has this come up before?
93,2025-05-14 16:45,"The way I am reading this is it is not about ""vendors"" - think they are trying to get ""investments"" (i.e. companies they invested in?)"
93,2025-05-14 16:46,Think it might help to speak with Foresight directly and make Foresight team work with you all vs. mediating this via the customer who may be conveying information imprecisely.
114,2025-05-14 16:57,"Yes, they are conflating portfolio company IDs which are available via our API versus vendor ID which is something different and would require support. can you please ask the customer to direct whomever they are working with at Foresight to <mailto:developers@carta.com|developers@carta.com> so we can confirm what exactly they're looking for?"
93,2025-05-14 17:01,"Joel, if you get such questions in the future, have the ""third party"" the customer is working with contact Carta directly if they have any questions. Any of the authorized partners understand how to collaborate with us and we should just give customer their time back on this."
873,2025-05-14 18:15,"Haven't heard this, let me know if it is indeed something you want to collab on annette!"
780,2025-05-23 02:35,"hi team, do we currently have an API to provide data feed to Addepar? For context, the client is interested to show one of their investor's holdings across a couple of their funds to another third party family office that they are working with which uses Addepar. (cc: )"
93,2025-05-23 15:45,We do not integrate with Addepar.
928,2025-05-23 18:10,But tell them to bug Addepar about integrating with us!
102,2025-05-24 01:28,what's the history with Addepar integrating with us? Did they refuse in the past?
928,2025-05-24 05:26,They deprioritized but expressed interest
928,2025-05-24 05:26,We’ve had a few conversations but we’re not on their roadmap
780,2025-05-26 01:22,got it thanks!
495,2025-06-02 15:16,If we want to integrate with Addepar I know Eric the ceo. I can push him on it. I didn’t think it was particularly strategic for us but tell me if I’m wrong.
928,2025-06-02 15:21,We get regular inbounds for API access from tech forward family offices that are trying to aggregate data from Carta funds. A lot of them use Addepar so if we had an integration it would solve docs collection for a large portion of this LP segment It’s also good brand association for us in LP land
495,2025-06-02 15:22,Ok let’s hold for now. I don’t want to do more work on the API
928,2025-06-02 15:26,"Think there are lighter ways we can solve problems like these in the future e.g. with MCP servers instead of APIs. In this case, if we had a documents collection agent that goes through all your LP fund commitments and pulls the latest. Could put functionality like that behind an MCP server instead of building an API"
271,2025-06-06 19:05,"Hi Team -- Hoping to confirm our preferred internal process before sharing with a customer. < is interested in setting up a bi-directional integration between Carta and their Workday instance w/ a targeted timeline of January 2026. I've shared our API developer documentation with them and, just to confirm, is the best next step simply to ask them to fill out the < partner waitlist>? Or is there a different process you prefer we follow if the request is just to integrate into an HRIS provider (rather than a more complex use case)?"
271,2025-06-06 19:07,They also (very tongue in cheek) asked why we weren't using postman for our developer docs but I thought we did use them for some things internally!
102,2025-06-06 20:43,I think this is a question for and
271,2025-06-06 20:49,"Thank you -- just to clarify, the reason they don't want want to move forward with our existing Workday integration via Merge is that it's not a bi-directional integration (at least to my knowledge) and their primary goal is to pull equity holdings information into Workday so their HR team can more easily digest each employee's total comp (they are aware that Carta has a compensation offering but they do not subscribe to it and would prefer to consolidate comp data in Workday)"
271,2025-06-06 20:51,So the reason I posted in here is because the customer has resources available to build their own api integration and are curious what it would take to get started. But I wasn't sure if their use case is a viable reason for connecting with this team or not (and pls excuse my ignorance if I'm entirely misunderstanding the purpose of this channel)
102,2025-06-06 20:52,Hmm so they want something like our Rippling integration? cc
271,2025-06-06 20:52,Yes that's exactly correct
102,2025-06-06 20:53,Interesting that the company wants to build this. I'd think they'd ask Workday to build it.
93,2025-06-06 21:05,"Jim, the company could get an API to access its own data -- but the hop from the company to Workday is something they'd have to manage on their own. Fwiw, we'd love to partner with Workday but that has not progressed."
93,2025-06-06 21:06,There is no built in 2-way CartaCustomerWorkday solution. it's 2 parts - existing one-way ingestion from Workday (via Merge) and then outbound from Carta has to first go to the customer (and they can figure out how to connect to Workday)
271,2025-06-09 15:49,Got it okay thank you that's very helpful context. I was definitely misunderstanding the use case for these developer api's. Will reconnect with the customer accordingly
93,2025-06-09 16:49,"Jim, we'd love to have a direct connection with Workday, but it's not in place at the moment. Certainly hoping for a better connected future!"
40,2025-06-23 21:05,Hi team! Acrew Capital is reaching out regarding API for Foresight customers. Are we able to assist? cc:
928,2025-06-24 08:00,Unfortunately we deprioritized building this in favor of working on the DWH and other initiatives. I’d go ahead and give them the GL files
40,2025-06-24 16:05,lets have the team pull the GL flies. Thanks!
882,2025-06-24 19:23,will do! thank you both
307,2025-06-24 22:01,"Hi team < has a similar request. They're looking to ""expand"" their Workday integration and interested in a more bi-direction angle. Would that be not a possibility at all, or can we loop someone in with the customer in this case? Here's their message: _""Currently, we do have Carta integrated with Workday but it's only one way- certain demographic data is sent from Workday to Carta. I'm curious if there are more ways we can have these two systems so that it's not only the demographic data. For example, when options are granted in Carta, can the integration send this info to Workday? At the moment, everything is entered manually into both systems, other than the certain demographic data as mentioned._ _Happy to connect on a call if that's easier. We're trying to look for ways to optimize our Carta admin user experience""._"
114,2025-06-25 01:07,"Hi same as above, we can give Socure API access to pull their own data directly, but the hop from the company to Workday is something they'd have to manage on their own."
307,2025-06-25 14:37,Thank you may I loop you in with the customer in case they have any follow up questions regarding this matter?
114,2025-06-25 14:47,sure thing
214,2025-06-30 18:24,"Hi Team, Mercury Fund is asking about the Carta API - is there a good response I should respond with?"
114,2025-07-01 20:09,Hi ! No extra charge for customers and I'm happy to provide access. Feel free to loop me in
214,2025-07-01 20:10,do you want to loop in Annette?
114,2025-07-01 20:30,"Alternatively feel free to share this with them: We are happy to provide you access to our < API>. Below is an invite code to register for our < Portal>, as well as some resources for getting started. Once you are ready to access live data in production, you can navigate to the My Apps tab in the portal and click on Actions Promote to production. Our team will then set up your production access. Please use the support channels noted below for any questions you might encounter during the integration process. *Invite Code*: 3CAAB054-E0164B9 *Developer resources*: • < Docs> • < started guide> < collection> • < page> and support channels ◦ <mailto:api-support@carta.com|api-support@carta.com> for any general questions ◦ < ticket form> for any technical issues ◦ < feature request form> for product requests"
381,2025-07-01 22:10,"Yes, thanks I'll loop you in"
114,2025-07-07 14:43,Motion Issuer/Portfolio API integration
114,2025-07-07 14:44,"we have a cap table customer, < that is looking to build out an internal comp visualizer for employees (connecting Carta + Gusto for payroll) and scenario planning. Attached is a mock-up they shared. Traditionally this would involve using the Issuer API via client credentials to pull their full company's data and manage permissions/visibility on their side. Instead, Motion is asking to use auth code + Portfolio API and allow employees to log into Carta with their own user accounts. Their rationale is that ""this approach allows us to more easily manage the risk of possibly reading some other employee's grants and returning that info by mistake"". I pushed back given that there's nothing stopping them from using that same app outside of their company/employees, but wanted to check if you share the same concerns. cc for visibility"
928,2025-07-07 16:01,Doesn’t make sense to me
114,2025-07-07 16:05,Yea ultimately they should be using Issuer API and parsing/surfacing the right data on behalf of their employees like all our other cap table customers have done
93,2025-07-07 16:37,"Thank you - and doesn't make sense to me either... it would mean that they are effectively building a competitive Portfolio API visualization so would consider their Portfolio API request same as any other third party, would you let them do this? Also, I can't access Carta Web - can you all give me their main URL?"
114,2025-07-07 16:39,"Agreed, will revert with guidance on using the Issuer API. <"
93,2025-07-07 16:45,"Think we maybe say that all we can offer them is Issuer API and have them manage this - but you still have to consider whether you think this is competitive to Carta's own offerings (which, by the description, it very much is) and on that basis would consider saying no."
93,2025-07-07 16:48,"Annette, what's the total contract value for Motion btw, not sure if you have that but would be helpful?"
114,2025-07-07 16:50,can you please advise?
126,2025-07-07 17:41,"Hi, Everyone. Their next renewal will take place in May 2026, and the amount will be $20,562.00."
93,2025-07-07 17:43,"Italo, so you're saying they just renewed for about 20k? I'm asking about the contract size now"
126,2025-07-07 19:24,"Hi, ! Could you please clarify what do you mean by contract size? Is it ARR or security holder count?"
214,2025-07-09 16:17,", Mercury Fund is looking to partner with < for enhanced Wire Fraud protections (mostly around LP wire info). Mercury asked to assist figuring out if Conduit would be able to tap into LP wire instructions via API? Just wanting to ensure Conduit is able to pull what they need. thanks!"
114,2025-07-09 16:31,"Hi thanks for checking. We do not include LP wire instruction details via API. Do you know what specific data fields Condiut is looking to pull on behalf of Mercury? Since this is fraud monitoring related I imagine it's related to instruction audit, but would be super helpful to confirm the specific requirements if you can. Once we have that info, our team is happy to explore some creative options with Conduit. As an example, we already have the following LP details in our data warehouse and could add more. Conduit can then consume these via a secure data share. Alternatively we can enable them to pull the data via n8n + Carta MCP that plugs into the relevant data • Has Confirmed Wire Instructions (T/F) • Has Wire Setup (T/F) • Wire Confirmation Date + for vis and if you have any thoughts to add since you're also working on wire instruction related features"
12,2025-07-09 16:39,"I believe they are asking for full wire instructions to validate if this LP has the right instructions and it belongs to them. Unsure what are the legal restrictions in sharing sensitive bank account info with 3rd party and whether we need to get LP consent as well cc: , <"
214,2025-07-09 16:48,"Thanks I'll request the specific info they'd need from Carta. I know this could include investment wires too, so not sure what they'd need for that."
834,2025-07-09 17:29,Hi team - we received the below from our FA clients Aliya. Let me know if there's anything we can do to support some of their initiatives. Thanks!
114,2025-07-09 17:52,"Hi Blake! These are great questions, I’ve added some details below in response, but it would be super helpful if we could have a call with Alberto or someone else on his team to dig deeper into their goals and options available. • Does Carta have an API, and if so, how can we access it? Yes, docs < for our Investor API endpoints. They can get started by registering for a developer portal account < using invite code `2FC22AF8-B6F1E98` • What kinds of data can we pull using the API? For example, can we fetch LP info, capital calls, and fund performance programmatically? We currently support portco cap tables and security holdings, firm fund performance, and cash balances. For LP data including capital calls, they can connect to our data warehouse which also includes all of the aforementioned data. Happy to get on a call with them to explore these options and what makes most sense • What are our options for exporting data out of Carta? Is there a way to set up scheduled exports (daily or weekly) to a secure system like SFTP, Google Sheets, or another platform? No, what types of data are they looking to export? • Does Carta support integrations with other tools or platforms? We currently integrate with Foresight Data and Chronograph to pull portco cap table data out of Carta. Are they looking to pull data into or out of Carta? Would love to understand their needs more. • Can we push updates back into Carta (like LP contact info or custom tags) using the API or another method? Currently no but happy to discuss their needs more and brainstorm solutions + similar theme as the call yesterday w/ Anzu"
834,2025-07-09 17:56,"thank you!! I will recommend a call, but this is all super helpful"
214,2025-07-09 18:04,"Conduit suggested setting up a quick call with someone from Cash Management / Treasury to start at a high level to learn more about systems/policies in place, then take it from there. Should you two be included + anyone else?? also exploring with BD if they'd be a good partner to refer more broadly"
114,2025-07-09 18:06,Yep please include me !
12,2025-07-09 18:42,Let's include as well
114,2025-07-11 19:56,mind looping me into the thread with Alberto Ramon? I'll share the docs we referenced
834,2025-07-11 20:37,yup no problem just looped
114,2025-07-17 12:32,Hi I have to miss this call now sadly due to a prospect call conflict. I think you all can still meet though and I'll catch up after
169,2025-07-17 15:04,"Let me know if you need anything from me, but generally speaking we should never be sharing anything with a 3rd party without a user's consent"
214,2025-07-17 15:11,"Hmm, ok - the client Mercury Fund is exploring solutions to increase LP wire info security, so it seems like they are for it, and I think we would just need to let Mercury know if there was something preventing us from allowing them to use someone like Conduit. Today's call will be just to explore what is possible."
169,2025-07-17 15:52,"In this case, it sounds like Mercury Fund is the user, and they are explicitly asking us to share their information with Conduit - is that correct?"
214,2025-07-17 15:53,"So Mercury is the VC Client, and they're wanting to use Conduit to assist with securing their LP's wire instructions. So Conduit would likely access Carta similar to how an auditor would"
479,2025-07-17 22:10,"Hey team, I had someone call, pushing for the Addepar API integration. After finding the thread linked in the replies, I let them know that we unfortunately don’t integrate with Addepar at this time. However, they’re still pushing and responded with the following: “I’m seeing that you have API keys here: < They just need access to the correct one in order to get the information from linked Carta accounts in our portfolio. It seems like a relatively easy lift, no?” How do you think I should handle their request? Thanks for your help."
928,2025-07-17 22:16,We're in active conversations with Addepar to build an integration. They're in our partner onboarding process
928,2025-07-17 22:16,No specific integration delivery timeline
928,2025-07-17 22:16,"if they have an issue, tell them to push on addepar"
709,2025-07-24 17:25,"Hey Team - have an unusual request here - let me know if this is the wrong channel for it! *TLDR;* they want to run Carta as a registered transfer-agent on the server side via APIs. *Full context:* They're starting a company that will acquire properties and retain full ownership, while allowing customers to partially invest in them through their app (similar to how Robinhood operates with public companies). All shares for all properties will be a flat $1/share. For each property, they are wondering if there's a way for their front-end to talk two-ways with a unique Carta cap table. *Example:* The company purchases a Walmart for $25M. This property is then set up as an entity with its own cap table within Carta. Via the company's app, customers are able to invest in the property @ $1/share. Let's say one of their customers purchases 100 shares of this property -- They want that purchase to flow into Carta to trigger the transfer of ownership to the individual, and then reflect that ownership within their app. So their customers technically would not be logging into Carta at all. I'm not very familiar with our API capabilities, so wanted to check if this is even possible before understanding what team would be best suited for the business discussion around it. Worth noting that with this model, there could potentially be 1000s of investors on a single cap table. Let me know if this doesn't make sense / if it would be easier to discuss on a huddle / call! Thanks!"
114,2025-07-24 17:28,"Hi can you clarify who ""they"" is? We only support drafting options via API today, not the type of ownership updates that you're describing"
114,2025-07-24 17:28,Regardless I don't think this is something we would want to support +
928,2025-07-24 17:32,they want to build an external cartax (for property) with carta as an embedded transfer agent. No thanks!
93,2025-07-24 17:33,"Sorry, just really struggling to understand this. Assuming this is a junior company just being started, we would likely not be entering *any* strategic conversations with them about API or other BD matters. Further assuming this is coming up during the sales conversation, just say we're not in a position to entertain this."
93,2025-07-24 17:34,"If there is no ongoing sales cycle conversation, I would actually just ignore this inbound."
709,2025-07-24 17:34,"Yea they're planning on using Carta for their actual cap table, but are exploring how to approach transfer agent services and wanted to see if Carta might be able to support."
93,2025-07-24 17:35,"Just say thanks, but we're not looking for partners on this and flip back to a sales conversation. Just let them down easy."
709,2025-07-24 17:50,"Yea they're essentially hoping to figure out a way to track who owns what shares via API in a way that satisfies the SEC. That might have been an easier way for me to describe that . By ""they"", it's a company called RealizeApp which is a subsidiary of their company Realize Investment Group. , yes they are early stage but seem to have significant cash already (and they are definitely savvier + more experienced than 99% of founders I speak to at SMB level - otherwise I probably would not have even flagged this tbh). This won't be a deal-breaker for their general cap table contract. Just thought if it was possible it could be an opportunity for a much larger deal in the ~6-7 figure range for another team, so wanted to check. No worries at all!"
93,2025-07-24 17:53,"*For your benefit, and an internal only note not to share with them* - we genuinely are not looking for partners in this and the proposal (as I understand it) is highly regulated and would accrue a ton of overhead for us (before we even get into the gains and real downsides for us reputationally or otherwise). We got out of an adjacent business for a reason. *Literally does not align with any of our roadmaps.*"
709,2025-07-24 17:53,Good to know! Thank you everyone!
270,2025-07-24 21:53,"Hi team - I have a reporting request from a customer and want to see if maybe our API would be a fit: _Our board is requesting us to produce a report similar to the attached on a regular frequency. We pulled this together using Carta data, however, it was a significant effort and we are hoping to get something like this automated through Carta. Do you know of any existing report or does Carta have the ability to help create a custom report that would pull together this level of data?_ _The folks highlighted in bold are our EC members. The folks under them are the top 5 team members based on equity grants by EC member. You may not have that relationship in Carta. If we could get to something similar for all team members, with the ability to filter on which team members are pulled into the report, or a filter on the Total Equity Package column, I think we can manage to pull it into a similar format for our board._"
93,2025-07-24 21:56,"does this have actual customer information? If so, please remove the file asap"
93,2025-07-24 21:56,"Have you already talked to the Product team about this? Same, if you've discussed this with CTC (that may offer some analysis/stack ranking, etc.)"
270,2025-07-24 22:04,Apologies Natasa! I just removed it.
93,2025-07-24 22:07,"We do give easy access to the Corporations API to the customers so they can see their own data, but it's a bigger/more involved project on their side to implement and needs resourcing. So while giving them access to the API could be done, will that actually solve this problem for them? Not without a bunch of investment on their side"
93,2025-07-24 22:08,"Unless they have resources to ingest and deal with the API on their side, doing a manual download/sort (and aligning to cost centers or ""custom fields"" that include manager names, which is kind of hard to maintain but may be possible via HRIS, not sure...) may still be their best bet."
531,2025-07-30 14:39,"Hey Team, have a LP asking if we have integration with < so they can have all their investments from different places consolidated. Upon checking on Glean I noticed that we don't have any official API and I was wondering how should I reply. Thanks in advance!"
928,2025-07-30 16:59,In the lp ecosystem we’re working on getting integrated with a couple major platforms like MSCI and Addepar. Is Vyzer significant?
531,2025-07-30 17:28,"Hey I'm not sure, it's the first time I hear from them."
326,2025-07-31 16:49,"Hi team, <mailto:graham@trousdale.vc|graham@trousdale.vc> reached out requesting a developer portal invite code. Curious if this needs to be transferred and if so to whom?"
114,2025-07-31 16:58,Hi yes I received a support ticket related to this and just shared the code with him
326,2025-07-31 17:23,Thank you for the update!
49,2025-08-04 15:16,"HI all, I had a former FA client (HOF Capital) reach out asking about an API key that one of their portfolio companies got approved for, but they are still waiting on provisioning. Can I put someone in touch with the customer to see what else is needed to get this set up?"
93,2025-08-04 17:16,"Patrick, help me understand the context - this is a 'former FA customer' in which case we don't give them anything..."
93,2025-08-04 17:17,"A company using Carta can get its own data out via API and we are working with them directly (not with their investors or any third parties, so I'm confused by the interference here)."
93,2025-08-04 17:17,Investors have no role to play in what is a `Carta Corp customer` `Carta matter`.
49,2025-08-04 17:19,"They are reaching out on behalf of their portfolio company. They are asking if they have a contact at Carta. it's essentially a third party introduction, not that we would discuss with the former FA client directly. If helpful, I can follow up for additional context. Below is the screenshot of the email I received:"
93,2025-08-04 17:22,"Patrick, would just say to have the portco reach out to their CSM and work through that (vs. going through FA team, as candidly, that's not helpful). Also, still have no idea who the portco is? If you had that, you could pass that along here but would again tell them to continue working with the initial paths."
93,2025-08-04 17:23,But who is the portco while you are here?
93,2025-08-04 17:23,Or do we not know that because they didn't share the name with you?
49,2025-08-04 17:24,yeah they didn't share. I can ask for that as part of my follow up
93,2025-08-04 17:24,"If you can get the name, we can have Annette check on status when she's back, but honestly the better path is to just tell the portco to contact their assigned Carta CSM who should be able to assist and take it forward (and remove you from the comms)."
49,2025-08-04 17:27,"Yeah I would have thought they already had someone they are working with if the process was already initiated, but wasn't sure if that was not the case. I will advise they reach out to their assigned Carta CSM and see what they say from there"
49,2025-08-04 18:04,The client got back to me and said the name of the company is Motion
114,2025-08-05 10:29,Hi yes an engineer on our team is working to setup their API access apologies it’s taking long our team is significantly resource strapped but we’re hoping it will be setup this week
114,2025-08-05 10:30,can you please confirm when the service account has been setup for Motion?
49,2025-08-05 12:53,Thank you for confirming. I will let them know
49,2025-08-05 17:41,thank you!
729,2025-08-06 21:00,"Hi! Thinking you may be able to help while Annette is out of office. Fondo, an API partner, was invited to the developer portal mid July. They sent the following question in- ""We're starting work on our Carta integration and very excited to get going! I have created an app to start testing using the invite code above. *Currently, the only question we have is if it's possible to add more users to our account so other engineers can update/edit our app settings.*"" Do you know this answer or should we wait for Annette to be back? TY!"
930,2025-08-07 01:40,"This isn't possible right now. There is no concept of user groups or orgs in our Developer Portal product, so only a single user can own apps. Some partners have gotten around this by creating a Carta Developer account using an email address they share among several people, but I believe this may be a violation of our terms of service and we shouldn't suggest it if we can avoid it. Realistically, their app config shouldn't be changing very frequently, so I hope they're okay with just keeping it owned by one person."
93,2025-08-07 01:46,+1 to that being a violation on our end for now would not advise reusing credentials.
729,2025-08-07 15:25,Thank you!
89,2025-08-08 19:14,"Hi team, quick question. We have an investor wishing to access the investor API, but we're unsure how they can get access. < site> still links to the form for the waitlist, but the form itself says we're no longer accepting submissions to our waitlist. Is there no way currently for a new user to request API access, or has the process changed? If so, we need to make a change to this page. Thank you! cc:"
93,2025-08-08 19:39,"Priscilla, give us more context on the ""who"" is asking. Is this a current customer that uses Carta for fund administration?"
93,2025-08-08 19:40,"If so, who?"
93,2025-08-08 19:40,"(the waitlist is for third parties that are unrelated and not customers, effectively)"
89,2025-08-08 19:56,"Gotcha. They're just a holder, not a customer."
89,2025-08-08 19:56,"In this case then, I assume we are not granting access anymore?"
93,2025-08-08 19:59,"Investor API is for FA customers only - if they want to join and have us be their FA, we'd consider it"
93,2025-08-08 20:00,"But who are they? Give the team context so they can review but yeah, the wait list is pretty much closed as noted to pure third parties that do not have a paying/commercial relationship with Carta."
89,2025-08-08 20:02,"They're just a holder and I only see one company in their portfolio. I wonder if they meant Portfolio API instead. At any rate, it seems more like curiosity on their end than anything else. They are not a company admin. They do not have more than one portfolio in their account. They do not have a paying relationship with Carta. I believe we can drop it here."
93,2025-08-08 20:05,"Priscilla, I think this may not even warrant a response at all."
93,2025-08-08 20:05,"Based on what you shared here, it's not necessary to respond - the website speaks for itself"
884,2025-08-12 12:27,"Hi Team, I have a client that is asking if we have APIs with any CRMs. They use Attio(?) but arent married to them. Any capability here? cc"
114,2025-08-14 17:39,Hi I saw in < that this firm is churned from FA is that accurate?
326,2025-08-14 17:48,From what I can see yes.
943,2025-08-14 19:21,"Hi team, <mailto:sbae@moussepartners.com|sbae@moussepartners.com> is asking if we are able to provide any documentation we have available on our API and if we can confirm whether their ‘<mailto:documents@moussepartners.com|documents@moussepartners.com>’ user is permissioned for the API, could you guys please advise on how I should respond?"
114,2025-08-14 19:32,Hi I just responded to this user via support ticket. At this time we're not providing API access to non-FA customers but I will let him know if that posture changes
773,2025-08-20 06:11,Hi team! I understand we are only considering giving API access to FA clients right now. We have a FA prospect that is looking for API access to the items below. Can you confirm if we onboard them API access can be granted? For each Stock Class (e.g. Series A Preferred): -Shares Authorized -Shares Issued and Outstanding -Fully Diluted Shares -Fully Diluted Ownership -Cash Raised (USD or local currency) cc:
114,2025-08-20 15:16,Hi yes we have a Cap Table API that the firm could use once they're on FA that includes the above fields
114,2025-08-20 15:17,The caveat is that they'd need cap table access from the portcos in order to be able to pull the data
944,2025-08-22 23:15,"Hi team, I have a user asking about API access so they can pull data for their company. Are we still offering that to companies in general, or is it limited to FA customers ?"
93,2025-08-22 23:18,"Haygen, give us details - who is it that is asking, etc."
93,2025-08-22 23:18,Always better contextualized so the team can consider the request in full
944,2025-08-22 23:33,"This is for AragornAI. Edward Adjei reached out — he wouldn’t share exactly what data he was trying to pull from the platform, but mentioned he was looking at this page: *< He said we need to provide the API so they can get everything set up and not need to pull so many reports. I’m not super fluent in API stuff, so I did my best to understand what he was asking. This is what I’ve got so far. Let me know if there are any specific questions you’d like me to go back to him with."
93,2025-08-22 23:42,"Thank you, Haygen - this a little different than usual as the company itself is in the business of building data integrations, including to various HRIS systems. < There is a (high?) chance that this company is not merely asking for themselves but are asking to build a third party application. Will defer to on this"
93,2025-08-22 23:48,"Haygen, what is their current subscription level? What package do they have?"
944,2025-08-22 23:49,They have Carta Total Comp as well
114,2025-08-23 00:29,"They had emailed us about this as well and I clarified, it's for an internal integration only so I'll provide them with API access"
114,2025-08-23 00:31,Just shared access with them so they're good to go
267,2025-08-26 14:29,"Hey Team - Arvind Jain, CEO of Glean, would like access to our developer API. They haven’t received an invitation, and the request page indicates we’re not currently accepting new requests. They’re building a script to pull employee equity data for internal comp planning. Is this something we can support Glean with, or is there an alternative path we can offer? cc:"
114,2025-08-26 14:31,Hi confirming Glean is a cap table customer?
267,2025-08-26 14:31,Yes they are. Here is a < to their panorama page.
114,2025-08-27 13:40,"Thanks sorry for the delay, I can share test environment access feel free to loop me in"
114,2025-08-27 14:01,"Hi and team, we've been receiving more requests from Corp customers to access the Issuer Draft Options APIs, both for integrating with internal systems as well as to pipe the data to their HRIS. I started this < doc> to give your team visibility in case (1) you'd like to deny or revoke access to any or share with exec, and (2) these could inform future in-app product development. cc"
114,2025-08-27 14:25,"as previewed via DM, Jane Street Capital is looking to pull holdings data via our Investor API. I mentioned to them that we're reviewing whether or not we'll continue giving access to non-FA customer firms and they expressed interest in paying for Carta in order to get access. Curious about their current status, has the Sales team explored any products with them? cc"
651,2025-08-27 15:57,"correct we have no, but im open to hopping on a call with them, let me know and I can set it up. Are they looking for cap table management at all?"
114,2025-08-27 15:59,Not sure we haven't discussed but would be good to explore
651,2025-08-27 16:01,Sounds good let me know and I'd be happy to walk them through a demo and Cap table (LLC platform) options this week. thanks for the info!!
114,2025-08-27 16:09,Sure thing I can loop you in
651,2025-08-27 16:11,thank you!
93,2025-08-27 16:42,"Thank you for noting them Annette! Think a fair number of them don't actually meet the threshold for how I think about ""pure customer API request"" because those should be explicitly for internal use only, no products built on top of it and not made available to third parties. Are they asking for playground access or production at this point? If production, we'd like to review the application (end to end) as permitted under our TPPA before approving for production, which should give you more insights on this."
75,2025-08-27 16:45,"Based on the discussions with exec team. We believe that Read APIs are basically always a green light (from customers). Write APIs are not, we need to evaluate if the reason for the write is to move the source of truth outside Carta."
75,2025-08-27 16:45,Draft is a write API that covers one of the most important Carta workflows
75,2025-08-27 16:47,"If they want a draft API because our workflow is failing, then is bad. If they want draft API to write data at Carta as source of truth, then we should take a look."
75,2025-08-27 16:48,"The issue with ""Comp Visualizers"" is that is clearly indication of competitive aspect or a way to bypass access to bulk security data that can be wrongly exploded by 3rd parties."
75,2025-08-27 16:48,"For example, Pave asking companies to request API access on their behalf"
928,2025-08-27 17:05,"If companies are building *internal* comp visualization tools, isn’t that a CTC upsell opportunity?"
928,2025-08-27 17:17,"So possibly, we could try selling and then if they don't want it, document why. If there are product gaps vs. what they've built, any issue with granting API access?"
93,2025-08-27 17:27,"Yes, there are still issues with granting API access in that scenario as I noted above Wes."
93,2025-08-27 17:27,And as Javier noted.
928,2025-08-27 17:28,"If it's internal only for non-commercial purposes, what's the issue?"
93,2025-08-27 19:12,"I've laid out my notes and concerns above, and wrt Clickup, that founder is explicitly saying this is a ""new application"" that's a separate project."
114,2025-08-27 19:16,"I assume he's referring to Replit apps - ""I'm a manager at ClickUp, and we've been using Replit recently to build apps for our teammates."" but can quickly confirm"
93,2025-08-27 19:16,"I get it, that's not a Clickup user asking for Clikup internal use, but is building something else."
93,2025-08-27 19:17,"And that particular illustration I have concerns with as it's close to some other third party ""value/secondary visualizations and data feeds"" that we rejected in the past, in part based on, regulatory concerns for Carta."
93,2025-08-27 19:22,"Under our Technical Partner Program Agreement and the overall program design, we not only have the contractual ability to review proposed integrations (including for customers) before they go live, but have aligned on doing so as a condition of promotion to production access, so we should be exercising that to understand this scope -- and refreshing that API review (or attestation) annually."
114,2025-08-27 19:55,He confirmed it's intended to be internal only but I understand the regulatory concern around value/secondary visualization tools
93,2025-08-27 20:00,"This may be good product feedback for us then, vs. giving them API access."
93,2025-08-27 20:04,"For the Hibob integrations, we already can send that data to them via Merge, no? Or vice versa?"
90,2025-08-27 20:52,"Regarding HiBob, I'm not familiar with their specific request. However, if it's related to HR data, our current HRIS integration with Merge is *one-way*. We can pull data *from* HiBob, but they can't pull data from Carta."
93,2025-08-27 20:55,So maybe we initiate conversation with HiBob on seeing if they have an integration we can work with too -- because if this customer can plug into HiBob then somehow that data _*can*_ get there...
93,2025-08-27 20:55,And that integration helps us all around vs. individual customers.
90,2025-08-27 21:04,"A request has come in from TRINET, an HR provider currently connected via HRIS, to use our Issuer Drafts API. Based on this thread, once this is a write API, it would shift the source of truth outside of Carta, and we are no longer allowing this type of integration. I will let them know."
93,2025-08-27 21:11,"Andre, do we maybe also want to integrate to TriNet? What is that status for us?"
90,2025-08-27 21:14,"We already have HRIS integrations with TRINET (direct connection) and TRINET HR(via Merge). So, we import HR data from those 2 providers."
93,2025-08-27 21:14,"From a strategic POV, would we not consider TriNet as a user of the Draft Options API? We give that to Deel and Rippling now"
93,2025-08-27 21:14,Suggest bringing in Natasha Arora into that conversation before we decline to proceed
