u,t,m
339,2026-05-22 17:00,"Weird, any ideas why we can't make this custom field edit?"
1351,2026-05-22 17:05,"You need to add a default value when you add a custom field after the interests have been issued. I've added the default of No for all class B, you can now make a correction to Koyboys and update to ""Yes"""
339,2026-05-22 18:22,"Thanks for the quick response team! It looks like this change overwrote the existing value for the outstanding securities - I see they now all say ""no"" except for Koyboys which was just changed. Looking at sandbox I see most of these should say ""yes"", but there are a few that should be ""no"""
312,2026-05-22 18:24,which ones should be no and which ones should be yes according to SB
339,2026-05-22 18:25,"I see CB-11, CB-32, CB-38 should be ""No"", the rest of Class B should be ""Yes"""
339,2026-05-22 18:37,"Thanks team! flagging a few issues with custom fields in the cap table: 1. Adding a default value appears to overwrite any existing data in the custom field 2. Custom fields are free form text, the user can add any of ""no""/""No""/""No ""/""NO"" and our java models are usually set up for exact text match ie. test = ""No"". Having a drop-down option for custom fields would fix this issue"
184,2026-05-22 18:39,cc — are you able to help with these flags on the CT side?
184,2026-05-22 18:40,cc should we make our java code lowercase when matching?
184,2026-05-22 19:32,"Andrew, do you have any workaround at the moment?"
339,2026-05-22 19:33,"yes, we manually fixed issue 1 and I had Claude add logic in the waterfall to protect against issue 2"
339,2026-05-22 19:57,can we update CB-15 (A Squared Investments LLC) as not paying carry? I'm doing a final validation of the waterfall against their excel and this should be the final difference between the two
385,2026-05-22 19:59,"I can have a look at making custom field matching case insensitive (""yEs"" = ""yes = ""YES = ""Yes"" etc). ---- But to figure out priority of that change: It looks like we have a workaround for this model/client... Does this happen often though?"
339,2026-05-22 20:02,"I would think this is a potential issue for any model using custom fields. Not an urgent fix on my end since we a workaround for this model, but at some point it could be worth having Claude review all of the models that use custom fields to see if there are any that silently broke"
247,2026-05-22 20:02,we'll follow up with you on the improvements we can make to customer fields.
312,2026-05-22 20:05,I'm so sorry I just stepped away from my computer are you able to make the edit. Go to interests and interest types— search the name— 3 dots modification flow and scroll all the way to the right for the custom field
339,2026-05-22 20:13,Thanks team! let's chat next week about whether we're ok with the waterfall delivery team making cap table edits for situations like this
339,2026-05-22 20:35,I'm doing some future proofing of their waterfall updates and noticed Koyboys should have an issue date and interest accrual start date of 7/19/23 instead of 2024-01-01. Mind if I make that change to the cap table?
382,2026-05-22 20:39,yep go for it!
339,2026-05-22 20:43,Fyi the user can't see the full date when correcting the issue date and interest accrual date - I had one set to 2023 and the other to 2024 before I double checked my work
600,2026-05-22 22:18,"Hey team, catching up on this thread. I've created a < to track the default value behavior for custom fields. We'll investigate if this is desired behavior outside of the WF context and how difficult it might be to let the user choose the overwrite behavior. On the point regarding CFs being freeform text, that is a bigger data modeling issue that we will want to solve for the medium to long term after fixing any immediate escalations and issues. Custom fields are essentially a key value store attached to each interest where the key and the value adhere to no schema, other than being strings. I suspect the flexible nature of it is the reason that we decided to throw all these waterfall parameters in them. However, it's this exact flexible nature that makes them not a good fit and we're seeing the failure modes now. We can invest in patching this problem and keep referencing waterfall parameters in custom fields (e.g. case insensitive matching, typed enum/dropdown) for the short term. But looking to the medium to longer term, we should back these waterfall parameters with a typed, validated table rather than tracking them in CFs."
339,2026-05-22 23:49,I'm pushing the waterfall changes for Wathco and I now see the waterfall isn't running for any equity values. This is happening in both production (where I haven't linked the java waterfall yet) and also in sandbox (where I have linked the java waterfall). The java waterfall runs fine in my IDE and I confirmed the output appears in storybook. I also confirmed that waterfalls for other companies are running fine. any thoughts on what might be going on here? I understand we might need to wait until Tuesday to get this figured out
184,2026-05-22 23:50,"if you're around, mind looking?"
691,2026-05-23 00:11,Looking at logs • prod error < ``` java.lang.ArithmeticException: Division undefined at java.math.BigDecimal.divide(Unknown Source) at com.carta.niagara.utils.NullSafe.divide(NullSafe.java:36) at com.carta.niagara.ScalarDivision.compute(ScalarDivision.java:10) at com.carta.niagara.ScalarDivision.compute(ScalarDivision.java:6) at com.carta.niagara.ScalarExpression.tupleize(ScalarExpression.java:37) at com.carta.niagara.ScalarExpression.tupleize(ScalarExpression.java:9) at com.carta.niagara.Expression.lambda$evaluate$0(Expression.java:10) at com.carta.niagara.ExpressionCache.computeIfAbsent(ExpressionCache.java:28) at com.carta.niagara.Expression.lambda$evaluate$1(Expression.java:10) at java.util.Optional.map(Unknown Source) at com.carta.niagara.Expression.evaluate(Expression.java:10) at com.carta.niagara.ScalarExpression.evaluateSingleValue(ScalarExpression.java:49) at com.carta.niagara.NamedScalarExpression.compute(NamedScalarExpression.java:16)``` • sandbox error < ``` java.lang.NullPointerException: null at java.util.Objects.requireNonNull(Unknown Source) at java.util.ImmutableCollections$SetN.contains(Unknown Source) at com.carta.llc.scenariomodeling.domain.waterfallmodel.predefined.Wathco.isCarryPaying(Wathco.java:294) at java.util.stream.ReferencePipeline$2$1.accept(Unknown Source) at java.util.AbstractList$RandomAccessSpliterator.forEachRemaining(Unknown Source) at java.util.stream.AbstractPipeline.copyInto(Unknown Source) at java.util.stream.AbstractPipeline.wrapAndCopyInto(Unknown Source) at java.util.stream.ReduceOps$ReduceOp.evaluateSequential(Unknown Source) at java.util.stream.AbstractPipeline.evaluate(Unknown Source) at java.util.stream.ReferencePipeline.reduce(Unknown Source) at com.carta.llc.scenariomodeling.domain.waterfallmodel.predefined.Wathco.sumCarryPayingInvestedCapital(Wathco.java:230) at com.carta.llc.scenariomodeling.domain.waterfallmodel.predefined.Wathco.computePreferredReturnBudget(Wathco.java:169) at com.carta.llc.scenariomodeling.domain.waterfallmodel.predefined.Wathco.niagaraModel(Wathco.java:60) at com.carta.llc.scenariomodeling.domain.waterfallmodel.WaterfallModel.prepareModel(WaterfallModel.java:30)```
691,2026-05-23 00:14,```A prod cap-table edit that shifted some cohort to zero would cause exactly the ScalarDivision: Division undefined we're seeing```
339,2026-05-23 00:14,"Thanks , I just fed the sandbox error message into the claude session where I built the java model and it seems to understand the issue"
339,2026-05-23 00:15,"I bet the issue in prod has to do with the cap table changes that were made earlier, they probably broke the old canoe model we're replacing"
339,2026-05-23 00:18,Looks like Claude can come up with a fix here but it will need a new PR and review - I'll plan to push that first thing on Tuesday
691,2026-05-23 00:18,"Sounds good, thanks Andrew."
339,2026-05-26 22:42,Wathco waterfall updates are now live!!
600,2026-05-29 16:57,or do you have repro steps for 1 from < I'm trying to QA a fix.
339,2026-05-29 17:10,"I do not, I just saw that result. could you list the steps you took to add the default value to the custom field?"
600,2026-05-29 17:20,"I know how to add a custom field and include a default value. However, `overwrite any existing data in the custom field` is the part I'm not able to repro."
312,2026-05-29 17:22,I think its when you add in the default value after the fact to the interest type it will overwrite?
600,2026-05-29 17:24,"There is nothing to overwrite because the custom field didn't exist before the add. And when you remove the custom field it deletes that key/value from each interest, which also means nothing to overwrite when you re-add it back."
339,2026-05-29 17:28,"for this case there was already a custom field with values, then the default value was set up, which appeared to overwrite the existing values. So I'm not sure what ""the custom field didn't exist before the add"" refers to. Or when you added the default value did you delete the existing custom field column and add a new one?"
1351,2026-05-29 18:21,"Yes I added a new field - Looks like this is a known issue that if no default exists we will not be able to edit the custom field after a transfer. Not sure how much time we should be spending on a fix as we will see a limited number of LLC waterfall in the future *glean:* Yes — the internal Jira link I found is *< This appears to be one of the tickets tied to the *same custom-field issue*, and the surrounding discussion says custom fields on the interest snapshot are immutable and fixes had to go through the *corrections API* rather than a simple query. The related internal runbook/backfill page is *< Missing Custom Fields in LLC>*, which was explicitly referenced for the case where a field left blank during a lifecycle event like a *transfer* doesn’t show up on the new interest and is then *locked in the corrections workflow*."
600,2026-06-01 17:44,continuing our < here since the other one was getting long
600,2026-06-01 17:45,"I have 2 interests, R134-1 (source) transferred into R134-2 (destination). The R134 interest type has a CF called `Pay Carry?` with no default value. R134-1 has `Pay Carry?` set to `Yes`, after the transfer R134-2's `Pay Carry?` is blank"
600,2026-06-01 17:46,"In the corrections UI, we can't edit the CF on R134-2."
600,2026-06-01 17:46,"I want to confirm that this is the root problem, which caused us to even consider the default value."
600,2026-06-01 17:47,"If I make the CF editable on R134-2, then we're good right?"
339,2026-06-01 18:37,Yes that appears to be the root issue based on what I'm seeing in the thread
600,2026-06-02 21:05,< is on prod so you should be able to edit custom fields with no default values.
