u,t,m
532,2025-03-08 03:04,"Team - additional context from LOPs playbook in case its helpful *YTD Gross Compensation* • Defined on Carta as: ◦ Total year-to-date gross compensation earned by the employee ◦ The USD amount used to calculate FICA _before_ any deductions have been applied ◦ YTD Social Security Taxable Wages (Box 3), YTD Medicare Taxable Wages (Box 5) *YTD Supplemental Compensation* • Defined on Carta as: ◦ Total year-to-date supplemental compensation earned by the employee (examples: bonus, stock option income, signing bonus, commission, reimbursement, relocation wages, etc.) *YTD Regular Compensation* • Defined on Carta as: ◦ Total year-to-date regular wages earned by the employee, calculated as YTD Regular + YTD Supplemental = YTD Gross"
179,2025-03-10 22:57,"Hey ! The admin I was working with added those rates to the live account (see attached picture). She denied the initial exercise request and asked the stakeholder to resubmit it so the new rates could be applied. However, when I tested an exercise for that grant (ES-1126) in sandbox, the new rates don't seem to be applying. The original exercise request that was denied has the same 'cash paid' amount as the one I submitted in the sandbox with the new tax rates (example photos attached). The holder's address had a city listed as 'Cold Sprgs Highland Hts,' so I thought the city name might be the issue. However, even after changing the address in the sandbox to 'Cold Springs' and 'Cold Spring,' and resubmitting the exercise, the taxes still appear to be the same (i.e., missing the custom rates). Any idea what might be going on with this?"
191,2025-03-10 23:01,taking a look now
191,2025-03-10 23:43,i was able to replicate your issue. i'll log a ticket on our side one explanation is: we use Google Geocoding to match up addresses. It could be having a problem finding Cold Springs as a google address. Actually I'll sub in some other address in sandbox temporarily in KY and a related stakeholder address and see what happens
191,2025-03-10 23:50,that did work-it does seem to be a geocoding issue what I did to prove this: • I changed his address to Louisville City Hall's address in sandbox/stakeholder level: 601 West Jefferson Street Louisville KY • Added a custom 1% rate for Louisville • that custom rate shows up when simulating an exercise (I did this one via manual exercise but it's the same call to the tax engine)
191,2025-03-10 23:57,"just throwing the address into Google I get Newport, KY as the proper city for that address with right zip code and everything"
191,2025-03-10 23:57,that's probably the problem. testing that out now
191,2025-03-11 00:05,that did it Summary: • our tax engine uses google geocoding to better match jurisdictions to addresses • Google shows that participant's address as being in Newport KY as opposed to Cold Spring KY • Thus the tax engine isn't finding Cold Spring to associate the $1.15 in taxes to it since Google doesn't recognize the address What will work *(edit-see downthread for an easier fix than this)*: 1. ~Add tax rules for Newport KY~ 2. ~Update the stakeholder address on the issuer's side to Newport KY~ 3. ~The tax rules will pick it up there since the address is recognized~
191,2025-03-11 00:38,"^after writing that out, creating the Newport rule, then changing the address back to Cold Springs, that also is working now the issue does seem to be related to Geocoding but it's tough to see exactly what Google is evaluating to"
191,2025-03-11 00:50,"Ok so easier fix discovered (vs using Newport which seems to be Google's first choice) 1. Make sure the tax jurisdiction created is titled Cold Spring (not Cold Springs) 2. Get rid of the newer Cold Sprgs Highland Heights stakeholder address which is confusing geocoding (and that is the ""latest"" address now which the tool will grab due to its later effective date) 3. the exercise should then grab Cold Springs"
191,2025-03-11 00:52,and that does work (getting rid of that malformed new address) screenshot from preprod-Google is able to evaluate the participant's 2021 version of the address to Cold Spring
179,2025-03-11 15:14,"Thanks a ton, ! Do you know if there's a way to delete custom tax jurisdictions? It looks like they'll have to re-do the custom rates, so I was hoping to help them clean up their errors so they don't have duplicate tax rates."
191,2025-03-11 15:19,yes if you delete the child tax rates below it (delete tax rate) then delete the jurisdiction itself (delete jurisdiction) that will work
179,2025-03-11 15:19,Aha! Thank you!
191,2025-03-11 15:20,if you're testing in sandbox I just deleted the county rate for this company successfully (just in case you were testing and wondering where it went)
846,2025-03-11 16:45,"So, for the holders, we do show < wording> when they can submit the exercise request. However, when the company doesn't have an FMV in the system and the holder is from a state that might have tax wtihholdings, we currently block the holder from submitting the exercise request (Screenshot attached from Demo). This page is one step before the tax withholdings step of the exercise request. On the company's end, they only know their online transactions is turned on and they have no active FMV. Usually support would receive a call from the admin asking why their holder cannot exercise even though they have online transactions setup And then we explain the tax withholdings possibility and that because of it, we do not allow the holder to submit the exercise request if the company doesn't have an active FMV"
90,2025-03-11 16:47,"William, what's your recommendation here? Do you want to change this product presentation and/or product logic? Our administrative users understand (and rely) on that block that's been in place for years now (it effectively raises this as a flag for them to add an FMV or consider state taxex) so am personally inclined to move with deliberation here and take small steps, but want to understand more."
846,2025-03-11 16:53,"I don't see a problem with the product logic, blocking it might be better given they don't have an FMV. On staff's end, like on a guru or something like that, we could have a resource highlighting to our ICs that the reason for the block is the address. When we're investigating, we need to do kind of a checklist of what could be generating that error and most of the time we give the answer about the address without necessarily knowing that it is in fact due to it. Like, I personally have learnt from answering lots of calls that NY is one of the states that will cause that block. But only experience (and taking CEP lvl 1) taught me that We probably already have a list on the backend to generate that block, would it be harmful to share that list through a guru card with our support team? And again, thank you very much for answering these questions"
90,2025-03-11 16:59,+1. There is a Delivery Enablement team that could/should tackle this if you can work with them to tackle. and I would be more than glad to review their drafts before they are published for internal use.
850,2025-03-11 17:31,I can work with you and put in our request to the enablement team on it. cc and
1337,2025-03-17 20:28,"I just had a call with an admin from < Labs>, and they inquired about whether our tax rates are up to date. I came across a < thread >mentioning updates made at the beginning of the year, but they recently received information from ADP stating that: • Arizona no longer withholds taxes. • North Carolina’s tax rate is now 4.35%, whereas we currently have it listed as 4.25%. Their main question is: Can they rely on Carta to maintain the most up-to-date tax rates? Could we confirm if Rutlen is the source for our tax rate updates? Additionally, how frequently do we update our tax rules? Please let me know if this is the right place to ask, or if I should post this elsewhere. Thanks!"
191,2025-03-17 21:15,hi! Rutlen is not the source of our tax rates domestically. We are maintaining them manually and update them quarterly (or as needed for one offs). For Arizona we are using the flat income tax withholding rate from 1/1/25 and NC currently reflects the personal income tax rate. I'll do some research and report back if I make any global default updates. I think they are right
191,2025-03-17 22:47,summary cc 1. for Arizona we're using the flat withholding rate of 2.5% shown in this < doc since Arizona does not have a supplemental income provision (< 2. For North Carolina we had previously been using their flat income tax withholding rate of 4.25% for 2025. North Carolina does have a supplemental rate of 4.35% as of 2025 and I have now updated our defaults to reflect 4.35%.
1337,2025-03-18 13:49,Good morning Thank you so much for your help! I guess I need a credential to access < doc>. I am unable to open the page.
191,2025-03-18 14:37,can you hit this link? < to EY report>
1337,2025-03-18 14:41,Yes! Thank you!
191,2025-03-18 14:43,any time! that and ADP's rates < are two of the main sources that are referenced in determining default rates (aside from the jurisdictions' departments of revenue themselves)
1337,2025-03-18 14:44,This is really great to know. Very helpful for future requests. I really appreciate.
1475,2025-03-20 20:12,"Hello team, I hope you are all doing well today! My name is Wing from the Equity Advisory team. I am reaching out as the Point of Contact (POC) from TidalWave Tech has an NSO tax withholding question regarding an employee based in HKG and is seeking insights... • The employee submitted an NSO exercise request, and the Carta App is prompting for tax withholding (W/H). • The POC would like to confirm: a) If tax withholding is required, given that all work was performed in HKG. b) Whether Carta has an automated feature for tax W/H calculations based on option type, employee classification, and location. Appreciate any insights -- thank you! CC:"
191,2025-03-20 20:16,"Hi , • Carta does not have any default rules or rates for Hong Kong. The tool does allow issuers to add in flat rates for international jurisdictions (like Hong Kong) but Hong Kong isn't a jurisdiction that we provide any defaults for-the issuer would have to create the rule/rate itself if they deemed it appropriate. • Carta can withhold on either NSOs or ISOs based on stakeholder address and employee relationship. • in the exercise approval step you have screenshot, if the issuer deems it appropriate they can add in a withholding value manually."
1177,2025-03-20 20:18,Hi Team! I have a company admin that has the following question:
1177,2025-03-20 20:18,"Hi, we are looking to figure out whether Carta has the capability to handle tax compliance of option exercises of employees located in India or if the platform is merely providing advice to companies but still asks that companies handle tax matters related to option exercises in India on their own?"
1177,2025-03-20 20:19,I am looking for information to be able to best answer this question! Thanks
1475,2025-03-20 20:19,Thank you so much for the clarification! I will reply to the POC now!
191,2025-03-20 20:38,"hi! the platform can do the following: 1. Carta can withhold for participants in India at a flat rate. We currently have this set to 39% at the federal level per our advisors at Rutlen. Note that this rate might not be appropriate for all companies-companies should review rates and can override, remove or add anything that does not meet their needs 2. Issuers can add additional jurisdictions and tax rates/rules that they determine are appropriate in their tax rules section, and upon exercise our tool will use the rates/rules that issuers create to calculate tax estimates 3. India functions like other international jurisdictions in Carta-participants with stakeholder addresses in India will hit the rules that the company has set up in Tax Rules for that jurisdiction"
1177,2025-03-20 23:05,Is all of them okay for me to share with the company admin?
191,2025-03-20 23:17,"I think so. There's also a < article> that covers this in more detail. we don't have India-specific tax functionality-just a default rate at the Indian fed level that they can override. Like all countries, issuers have the ability to create jurisdictions, rates, and rules for jurisdictions in India"
1177,2025-03-20 23:29,Thank you! This was very helpful!
191,2025-03-31 14:26,Good morning! We have one change to our international tax rate defaults as of this morning (Source-Rutlen Associates) 1. Spain: was 47% now 47.19%
479,2025-04-01 16:55,This message was deleted.
90,2025-04-01 16:57,"Deirdre, I saw the question in a few places - lets consolidate the discussion in (and please help us by not duplicating immediately)."
40,2025-04-01 16:58,Sorry Natasa wasnt sure which was the correct channel. Will remove from here and follow along in proj-83b
655,2025-04-02 19:07,"Hi team! I am looking at an < exercise> for a Scale AI stakeholder. The NSO income is greater than $200,000 but additional Medicare was not figured into the calculation. Do we know why this might be the case?"
191,2025-04-02 19:35,hi! if the person does not have YTD comp values configured then the tool will fall back to the flat rate - that's probably what is going on
191,2025-04-02 19:38,"that is what's happening: there is no payroll value for the participant our tax tool allows companies to set the ""no payroll rate"" if they want this participant to show 0 YTD comp prior to the transaction then the issuer can upload that (and we will start counting YTD values beyond that)"
191,2025-04-02 19:39,also interesting: this company has a custom rate structure set up for medicare
655,2025-04-02 19:40,"so they're setting the rate at 1.45% only, no matter what the amount of income?"
191,2025-04-02 19:41,"correct, but only if the YTD comp value for the person is null. it's a fallback value (if there is no payroll data for the participant to go off of)"
191,2025-04-02 19:43,note: this rate is set up custom for them (our normal flat rate default if no payroll data is provided for that bucket is 2.35% to be more conservative and the issuer can adjust it downward in the exercise review step) that blue indicator on my screenshot is an indication of a custom rate set for the issuer (either by them or by Carta staff for them via the front end)
655,2025-04-02 19:43,"Got it! This is super helpful, thank you!"
191,2025-04-02 19:47,"summary: • if the participant had YTD comp values uploaded, we jump the rate from 1.45% to 2.35% at the 200k comp mark • since the participant has no YTD comp values uploaded, normally we'd withhold at 2.35% flat, but the issuer's tax rules have been overridden to use 1.45% in this instance • the issuer can revert the rule back to our default in the hamburger menu to Restore tax default (or set it to any rate that they want custom). Note: before doing this they'll have to go through the review tax rates flow in the blue banner at the top of the screen"
1337,2025-04-08 19:12,the client reverted asking if we can review the following jurisdictions: D.C. - 8.95% Hawaii - 7.90% Idaho - 5.70% Utah - 4.65% Thank you.
191,2025-04-08 19:28,checking now/will respond in 30 min
191,2025-04-08 19:38,Responses cc : DC: some conflicting values between rate tables. Updated based on higher < of 10.75% (changed) Hawaii: left at 7.90 per HB 2404 < link> (no change) Idaho: left at 5.695% per < (no change) Utah: Updated rate to 4.55% (changed)
1337,2025-04-08 19:40,Thank you sooooooo very much!
2015,2025-04-17 19:03,"Hi team, happy Thursday! Is there any known issue with the Tax rates report? LOPs is experiencing a hard time to download this report for liquidity customers, as it's taking 20 min to load, regardless of company size. cc"
191,2025-04-17 19:41,hi! no known new issues though we did notice something similar a week or so ago cc <!subteam^S02DZBAE5PU|@tax-platform-devs>
191,2025-04-17 19:42,the only alert that has hit us today was < which looks to be just a duplicate city entry/not related I don't think
191,2025-04-17 19:43,the last blocking instance of this (timeout) that hit our board was a couple weeks ago: <
1868,2025-04-17 19:52,I imagine this was prod. Does it happen in the non-prod environments?
2015,2025-04-17 20:00,"that one for Missouri tax rate was me there was an old tax rate from a previous tender offer which I didn't see and the rate was created in duplicate, but I removed the dupe"
2015,2025-04-17 20:01,"let me test! this has been happening in Prod for the past week or so. For every company we click to download the report, it just keeps downloading for solid 20min, even for small companies"
2015,2025-04-17 20:02,I'll test in sandbox and revert back in a min
2015,2025-04-17 20:14,"it loads faster in Sandbox. tested with two companies with different sized and in Sandbox it works better, so the issue seems to only affect Prod"
1868,2025-04-17 20:15,Interesting. Good to know. It might help with troubleshooting. Is using preprod or sandbox an acceptable workaround until we can fully investigate?
2015,2025-04-17 20:18,"There is a timeframe gap between adding a custom local tax rate and having it reflected in Sandbox before we can download the updated report (and we need it to share it with the customer and have them confirm the rates), but I think we can manage to use Sandbox while this is being investigated. Let me know if you'd like us to file a ticket and we can do that too!"
1868,2025-04-17 20:20,It'd be available the next day. The prod database doesn't get cloned and copied into preprod/sandbox until a nightly job occurs.
1868,2025-04-17 20:21,"And yes, we should have another ticket. One quick recommendation that I had recommended was referenced in that soft timeout thread: <"
1568,2025-04-17 20:43,< reopened and put it into this sprint cc:
1568,2025-04-29 20:49,"Just FYI, I've enabled the FF `TXP_3433_TAX_RATES_REPORT`for the query fix for this report in prod. Tested on < and downloaded pretty quick."
191,2025-04-29 20:50,"cc ^ the tax rate export should be faster now, thanks !"
532,2025-04-29 21:00,thank you <!subteam^S03P6B55J8J|@liquidity_ops> appreciates you!!
1279,2025-05-20 20:45,"Hey, team. I would like to know if there is a way to audit who enabled the tax mobility tool and when it became effective. I'm looking at < Systems, Inc> and this was a request from and admin that works as their Equity Advisor. I've tried using the system audit tool and have been unable to locate this information myself. Is this data accessible or would it be appropriate to submit an ESR to retrieve it? Thanks in advance for your help!"
188,2025-05-20 20:49,"Please enter a jira ticket and post it here so I can triage appropriately. Please make sure to give us a good priority level in the ticket, too~"
188,2025-05-20 21:01,"Is there a valid reason for the priority being high? I will bring this to the team tomorrow afternoon for triage, it'll help to know if it's a ""this is holding something up"" situation or ""we are panicking and we really want to know"" situation. Also, if they don't want it turned on, please guide them to turning it off."
1279,2025-05-20 21:06,"They are not panicking as they do want the Tax Mobility tool enabled. But they reached out after receiving an exercise request involving multiple tax jurisdictions and wanted clarification on how the system was calculating the taxes. I explained that the holder has records tied to multiple locations, and since Tax Mobility is enabled, the system is behaving as expected. They just needed a bit more context on how and when it was enabled."
188,2025-05-20 21:07,"Ok, so far I can see it was enabled on 6/1/2021"
188,2025-05-20 21:08,"I can't see who did it, and am curious if that admin no longer works there and was removed. I will need to lower the priority, but hopefully knowing it's been turned on for 4 years helps."
1279,2025-05-20 21:08,"It is super helpful! Thanks, Adrian!"
1868,2025-05-20 21:24,"Usually ""Unknown user"" means it was done from an ESR. Running of our old gists didn't log the engineer who ran it."
188,2025-05-20 21:31,it doesn't seem like a task that would've needed an engineer to enable. I've experienced it being more from the admin being removed. But I sincerely just can't confirm from my access atm
1868,2025-05-20 21:33,"It could've been for a bulk backfill, or possibly a naming change"
1868,2025-05-20 21:34,"Because that screenshot looks like we renamed `""has_tax_mobility""` to `""use_stakeholder_addresses_history_for_taxes""` . So `""has_tax_mobility""` could have been enabled even earlier than that."
188,2025-05-20 21:35,"ah, interesting"
1868,2025-05-20 21:37,"Or... wait, they are separate."
1868,2025-05-20 21:37,"Let me dig further into it, but I have a feeling that it was an ESR that changed the values in your screenshot"
1868,2025-05-20 21:41,"Back on Jan. 7, 2021 someone was doing a bulk change (via ESR) and made a mess of things. So I think it was originally intended to have it implemented in bulk for a group of companies back then."
1868,2025-05-20 21:46,Found it. < ticket> and <
188,2025-05-20 21:47,"ah, so that's when that tool came to life... or was updated to it's current state"
1279,2025-05-20 22:13,"So, back then when the tool was created, our team enabled it for some companies, correct?"
1295,2025-05-20 22:14,"i'm a bit concerned about how this information will come across to the customer, can you please send your drafted response to myself, , and the CSM?"
1868,2025-05-20 22:16,"Yes. This was done half a year prior to my joining the company, but might (low possibility, given how much time has passed) remember what criteria went into deciding who would automatically be enabled as part of the ticket."
191,2025-05-20 22:20,"Hi, upon initial release of tax withholding mobility was defaulted to be ON (decision at the time/years ago). We changed this default to OFF for new companies some time later."
191,2025-05-20 22:23,so companies live at the time we rolled this out will still be ON unless they (or we) set it to OFF.
188,2025-05-20 22:26,Bam. All hail and his memory!
191,2025-05-20 22:26,The rationale at the time was: companies keeping date effective addresses were doing so to support matching addresses to tax jurisdictions We later set the default for new companies for mobility to OFF after finding that the majority of our companies were not tracking multiple addresses and mobility was experiencing low adoption We didn't shut it off for existing companies at that time though
685,2025-05-20 22:53,"Thanks all! I'm guessing we didn't send comms to companies when we turned that on ( TL;DR — in the event you remember how we rolled out tax mobility and whether we communicated anything to companies since we switched it on, I'll do some searching as well). Echoing Anisa here that it would be great to review your copy to ensure we share the right level of information (cc for when he's back from being sick)"
1295,2025-05-20 22:56,"Team, it seems I didn't catch Mari in time but we are in the clear on this one. Response from the customer below;"
685,2025-05-20 22:57,"Thanks for sharing! If they don't want to drill into the ""who"" and are okay with the ""when"" no issue on my end"
188,2025-05-27 18:05,"Just looping back around, I will close this ticket out!"
1261,2025-08-07 20:28,Hey Team!! The Hire and Retain Team is working on adding new relationship types to our stakeholder ledger. Mainly ex-board member and ex-international employee. Is there anything we need to keep in mind in regards to taxes? cc:
191,2025-08-07 20:31,hi! yes we will need to determine if we want the new relationships to be TAXABLE or NONTAXABLE since our tax engine uses relationship to calculate/ignore calculation of taxes I think we'd probably set ex-board member to NONTAXABLE and ex-internationl employee to TAXABLE (based off similar existing relationships) but we'll want to do it consistently
1261,2025-08-07 20:37,"Is the relationship _other_ taxable, ?"
191,2025-08-07 20:37,I'm not sure if the taxable/nontaxable relationship is done on the new relationship itself or on our side (on the tax engine)-it's been a while since we introduced a relationship <!subteam^S02DZBAE5PU|@tax-platform-devs> in case a teammate knows/if this is readily available if it is on our side we'll need to add this info prior to the Hire and Retain team introducing a relationship type
1868,2025-08-07 20:39,"By default, we tax all relationships unless it appears inside a certain list."
1868,2025-08-07 20:40,"Realistically we should have that list configurable, but at the moment it's hard-coded inside our codebase. So if the new relationship is inside the code we can add it there, prior to it being used."
1868,2025-08-07 20:41,For reference: <
191,2025-08-07 20:41,yes OTHER is taxable
191,2025-08-07 20:45,"this is a list of our non-taxable relationships RELATIONSHIP_ADVISOR, RELATIONSHIP_EX_ADVISOR, RELATIONSHIP_BOARD_MEMBER, RELATIONSHIP_CONSULTANT, RELATIONSHIP_EX_CONSULTANT, RELATIONSHIP_INVESTOR, so if we agree that ex-board member should be nontaxable (like board member is not taxable) we need to add it to our list"
191,2025-08-07 20:46,when will this be added?
1261,2025-08-07 20:46,"Yep, makes sense!"
191,2025-08-07 20:46,and what exactly will it be called?
1261,2025-08-07 21:14,"Hey we kicking this off next week, I think. We'll keep you in the loop!"
532,2025-08-07 23:19,<!subteam^S03P6B55J8J|@liquidity_ops> ^ we’ll need to follow the status of this release so we can update our CTR and tax config processes and procedures. Thanks!
297,2025-08-13 15:56,This 2 year old Confluence article on the < of profile collection> cites that 300+ tax filings are rejected each year due to bad profile data. Anyone know where I can find data on this? Metabase somewhere?
191,2025-08-13 16:00,hi! we get that data back from the IRS itself/usually on a physical piece of paper. the 300+ quote is inflated since we had an issue back in 2021 (downstream effects of it hitting late 2022) that was outsized. These are caused by the IRS not recognizing the name/social security match we send it for 1099-Bs.
191,2025-08-13 16:01,we deal with these on a project basis (transpose them all into a google sheet and do an outreach to each participant per instructions of the IRS to minimize fines/give us the ability to appeal fines)
191,2025-08-13 16:01,i can get you counts from the last couple years but the data isn't connected to CWEB/has just lived on a google sheet since the data comes to us via IRS in the form of a physical letter
191,2025-08-13 16:05,B notice populations for liquidity TY 2023 we had 48 rejects (note: we implemented more proactive QA steps this year which helped catch more issues upfront) TY 2022 we had 116 rejects we should get the 2024 ones back from the IRS sometime in October'
297,2025-08-13 17:21,"Got it. Just curious, whats the total number of filings for those years? And you say that most rejects (all?) are IRS not recognizing name/SSN match. Does this match only need name, or is the address part of it? Finally, would you say the rate of rejections is a top-of-mind problem in terms of user friction?"
191,2025-08-13 17:30,"1. 2023: 10,098 trades filed not including corrections (trivial amount) also includes public for the portion of the year we had that business up 2. 2022: 12,805 trades filed not including corrections (trivial amount) includes a full year of public trades 3. All rejects from the IRS are due to the name/TINs not matching what they have in their database. They don't match on address-it's only name and TIN 4. The rate of rejections affects Carta more than users in this case at least initially-since Carta is required to take action to follow up on the rejects. We have to follow up with a B notice outreach for each one of these and then use this as evidence when responding to penalty notices for the IRS. It's an important problem from a tax filing perspective"
297,2025-08-13 17:32,Swtich user friction with carta friction
191,2025-08-13 17:33,it's a pain point for sure if you're available right now would you like to meet on zoom and I can give more details?
297,2025-08-13 17:34,Ya give me 2 min
1204,2025-08-25 13:41,"Hi team, heads up that we plan to release the new stakeholder relationship types today. Please let us know if there are any needed changes we should add, or if you have any questions!"
1868,2025-08-25 13:51,"Hi ! I think the only changes required on our side would be if the any of the new relationship types are non-taxable. If they are, we just need to update this set <"
1261,2025-08-25 13:53,"Hey and thank you! As per above, ex-board member should be non-taxable and ex-international employee taxable."
532,2025-08-25 13:53,<!subteam^S03P6B55J8J|@liquidity_ops> ^
532,2025-08-25 13:54,<!subteam^SANMGEFM4|@dealcaptains> ^
1868,2025-08-25 14:10,Think this is all that's required. Quickly put together a PR: <
191,2025-08-25 14:36,i see we already have a ticket to track <
1868,2025-08-25 14:48,"PR is merged now, and should be included with todays release."
1209,2025-08-25 18:59,Hey team! We are getting this new Sentry error in Preprod Environment < `_InactiveRpcError of RPC that terminated with: status = StatusCode.INTERNAL` Just wanted to do a quick check if this is not a real issue. Can you take a look so we can proceed with release? cc: <!subteam^S02DZBAE5PU|@tax-platform-devs>
1313,2025-08-25 19:20,any context on this? not sure if this is intermittent or if tfs is down
276,2025-08-25 19:23,all good to proceed!
1209,2025-08-25 19:23,Thank youuu all
942,2025-08-25 19:27,the context here is that there is tfs batch that runs every 2 hrs in preprod and can fail if a pod is being cycled during release. Vijay brought this to my attention and so we should change the cadence of this batch to run only once a day at a non office hour time
984,2025-08-26 20:22,"Hi team, we want to add new fields for the portfolio merge event which is currently used in tax-form-services. Would the Kafka event proto forward compatible?"
191,2025-08-26 20:37,cc <!subteam^S01SRULDC8L|@transactions-eng-oncall>
1568,2025-08-26 20:39,cc: do you know ^
276,2025-08-26 20:40,I haven't directly interacted with the portfolio merge logic in TFS but may know!
276,2025-08-26 20:40,when can we let you know by? Can investigate a bit further today to get more context here!
1568,2025-08-26 20:46,"I see you are adding `source_portfolio_uuids` and `target_portfolio_uuid` Do the int portfolio ids apply to your case at all? If not, it might be better to add a new event especially if you plan to add additional fields. Typically, it is backward compatible as long as the fields are optional and/or nullable."
984,2025-08-26 20:47,Got it. In this case I think we can create a new one. We need the UUIDs instead of the ids
984,2025-08-26 20:47,Thanks for your help team!
1868,2025-08-26 22:20,"Apologies, was spending time focusing in my own world. Usually an update to the protobuf definition is forwards compatible. So carta-web could be deployed with an updated protobuf definition but TFS still on the old one. The new fields will just get ignored in TFS until we deploy an update."
551,2025-08-26 22:58,CW's event deserializer was not forward compatible until I updated it < So might worth to double check.
984,2025-08-27 14:46,It might be better to avoid duplicate events. Let me know if we are ok to update it team. Thanks in advance!
1868,2025-08-27 14:55,"I think that's more of a carta-web issue than an issue with the micro-services. IIRC, because carta-web doesn't receive the events directly from the broker, but rather through a connector. I think < was the documentation I was referred to when I last implemented an event consumer in carta-web."
551,2025-08-27 14:56,would you be against adding the uuids into the existing event?
551,2025-08-27 14:57,I don't see much issue on my end because it's still just ID and it's not extra information about the portfolios.
551,2025-08-27 14:58,"And this event seems to be what our kyc-service should be listening to exactly, so it does not make much sense for create another event just for the sake of having UUID"
1868,2025-08-27 14:58,"I wouldn't be against it, if it's possible (we should confirm with ). I remember only reviewing the original PRs (a couple of other engineers on the team at the time did the implementation). I did find it strange the portfolio merge event was using PKs instead of UUIDs, since the other portfolio and profile events used UUIDs."
551,2025-08-27 14:59,"I did find it strange the portfolio merge event was using PKs instead of UUIDs, since the other portfolio and profile events used UUIDs. Yeah agreed"
551,2025-08-27 15:00,Can you get some feedback from the on the PR?
984,2025-08-27 19:30,Got signoff from events platform for adding the new parameters: < Would you have other concerns?
984,2025-08-27 19:30,If not I will go ahead and merge it
191,2025-08-27 19:37,"Hi! for those interested, I went through the new 83(b) IRS online flow in IRS PROD (right up until actual submission) and screenshotted it over in < thread>-you can see what the flow looks like for clients filing via the new IRS online flow (vs physical mail)"
1568,2025-08-27 20:04,No concerns from me
984,2025-08-27 20:05,Thanks! Merged
845,2025-08-28 18:37,"Hello team, Quick question—a company has asked whether the tax rates we provide are based on Income Tax Bands or Capital Gains Tax Bands. Is this something you can help clarify?"
191,2025-08-28 19:05,hi they are based on ordinary income tax withholding
984,2025-09-11 18:37,"< Hi and , we are updating the event publish. Could you help review? Thanks"
191,2025-09-25 20:40,From the new < 1220>: the IRS is targeting 2027 to sunset the FIRE system in favor of a newer intake system (IRIS) TY 2026 will be the last year that records can be filed through FIRE This won't directly impact anything for this tax season (2025 TY records to be filed in early 2026) but will impact some future decisions: 1. Our 3921 tool won't be usable after TY 2026 in its current state (we'll need to switch to an IRIS-type file which has a friendlier interface anyways and supports easier corrections. they will need IRIS specific TCCs though) 2. Our 1099-B records won't be fileable through FIRE after TY 2026-though for this there are relatively inexpensive 3rd parties that we will be able to use in place of going directly to FIRE (similar to what the Fund Admin team uses for other tax form filings)
191,2025-10-01 14:59,Good morning! There was a small change in Irish tax rates that goes into effect today (10/1/2025). Our defaults have been updated: 1. Before: Irish PRSI 4.1% 2. Now: Irish PRSI 4.2%
1336,2025-11-13 18:36,Hey Team - I'm wanting to check which countries Carta will provide the default tax rates for clients. Glean has provided the following countries below: United States (including state-level jurisdiction management) India United Kingdom Germany France Sweden Denmark Are there any other countries Carta provides the default tax rates?
191,2025-11-13 18:40,hi! we don't provide rates for Sweden or Denmark We provide default rates for: Canada Germany Spain France UK India Ireland Netherlands US Note that international rates are flat rates and are provided as a convenience only. Clients should review all defaults and update any that don't meet their needs
1336,2025-11-13 18:45,"Thank you so much, Bryan and confirming the correct countries."
1336,2025-11-14 19:04,Hey Team - Quick question: Does the tax mobility feature work with double trigger RSUs where there is a time based vesting and performance condition?
191,2025-11-14 19:06,hi! we don't calculate any taxes for RSUs currently
1336,2025-11-14 19:07,"Thank you, Bryan. I figured it would only do option grants. With this in mind, does it assist with double trigger option grants?"
191,2025-11-14 19:08,"after a performance condition is achieved, if an option is exercised and mobility is on, it will use the same logic that is used for options without performance conditions"
191,2025-11-14 19:08,it will match the jurisdictions to the time vesting of each tranche
1336,2025-11-14 19:09,"Thank you again, Bryan. Much appreciated."
291,2025-11-15 00:44,"Hello , Can I get some reviews and testing help on Jupyter upgrade PR ? • PR: < • Help test : < (For Dummy Authentication on test - any username/ < ) • < about what changes and why"
179,2025-11-17 18:09,"Just got a call from a customer about this change. Shoutout to you, , for posting this so I had something to refer to!"
291,2025-11-17 20:59,"Hello team, a gentle BUMP since this was a late Friday post Need some help with review and testing"
1868,2025-11-18 14:53,One approval. <!subteam^S02DZBAE5PU|@tax-platform-devs> for another
291,2025-11-18 17:08,thank you!
256,2025-11-18 19:05,"Howdy, may I please have a PR review on migrating the database-backup/restore from iam keys to iam roles <"
291,2025-11-18 19:35,"Thank you, addressed the comments, can someone with prod access run below lines in *separate* cells in `prod` jupyter for verification before I merge this? Please share the screenshot here in the thread ``` !jupyter server extension list !jupyter nbextension list !jupyter bundlerextension list```"
942,2025-11-18 20:51,"Hi Team, can we get 1 more review on this: < <!subteam^S02DZBAE5PU|@tax-platform-devs>"
1336,2025-11-18 21:04,"Hi team— I’m looking for your guidance on why exercise tax withholding wasn’t calculated for a stakeholder for < Energy Inc>: • Stakeholder: Thane Osterdahl (Pennsylvania resident; PA taxes ISO exercises) • Exercise submitted: 09/30/2025; approved: 10/03/2025 • FMV at exercise: $11.83 • Context: The company updated tax rules earlier this year, and everything has worked smoothly until this case. I’ve reviewed the audit history and tested in sandbox but haven’t been able to pinpoint the cause. Could you help investigate and share any insights? I’m happy to provide IDs, screenshots, or pull additional logs. Thank you so much in advance—I appreciate your help."
291,2025-11-18 21:11,"Quick BUMP, need someone with access to < to run above commands in prod before I merge the PR, thank you!!"
276,2025-11-18 21:11,sadly i don't have access to this so someone else will have to check!
