u,t,m
2018,2026-05-07 09:08,"Summary of the back office admin clean up: *Context:* Two open bugs — KTLO-813 (total value issue) and KTLO-814 (duplicate metrics) — needed ETAs. *Jules's investigation findings:* • *Duplicate metrics (KTLO-814):* Filters sometimes contain only one of the duplicates. Fix: update the API Sara built to reconcile filters pointing to the metric being deleted. • *Free metric issue:* Caused by a backoffice screen that writes to the Accelex tenant's default template and cascades to all related filters. Jules recommended deleting the free metric from all filters, then recreating it properly via backoffice. • *Total value (KTLO-813):* Fixed by Jules's API in KTLO-816, which released to prod that day — confirmed working by Darren. *Free metric naming problem (Boris/Jules):* Free metrics have spaces in their parser names (e.g. metrics 1378, 1379), which breaks the parser. This means they can't be cleanly converted. Options discussed: 1. Change the display name (needs a new API — doable) 2. Change the parser name (harder, cascades to extracted metrics) 3. Create a new shared metric with a different name (easiest, no eng work) *Boris's preference:* Option 1 — rename old metric to ""(Legacy)"" and create a new automated metric with the original display name. Darren and Boris agreed to sync at the Extract standup the next morning. cc"
2012,2026-05-07 09:22,"Created a new ticket for the Adams Street piece, cc ,"
2012,2026-05-07 11:25,"or anyone else, is there any other Feature flag that is required to turn on FFS V3 in production apart from V3_2974_FFS_V3 I see this is turned on in Aztec, but I still see V2 screens? Tried this in Factset as well and I get the same result"
2284,2026-05-07 12:00,I'll take a look
2284,2026-05-07 12:22,did you try for recent documents? Because it will not work for document that have been uploaded before the activation of the feature flag. I'm trying to find a recent ffs document but I didn't find any so far. Could you give me a tenant that use ffs document regularly please? cc:
2287,2026-05-07 12:43,"check this one < Also, if we reparse the docs regardless of when they were uploaded should set the workflow to v3?"
2284,2026-05-07 12:44,yes I think it should
2284,2026-05-07 12:46,for this tenant the feature flag had a space before the name. I fixed it. Could you try to reparse or uploade another document please?
2287,2026-05-07 12:55,It works now - space was the culprit. Thanks
2247,2026-05-07 13:44,KTLO-814 (with filter changes) is now in dev and uat
2284,2026-05-07 16:26,"*V3-3079 — Define workflow on new metric structure: CRUD* < This sub-task adds full _CRUD support_ for the `metric` noun to `carta lppa`, exposing the V2 review-pipeline Metric API from `external-api-gateway`. *What's included:* • 5 CLI verbs: `get`, `list`, `create`, `update`, `delete` • PATCH semantics on `update` (only provided flags are sent) • Client-side enum validation for `MetricStatus` `ParserOutputItemType` (fails with `USAGE` exit before any HTTP call) • `--fields` selector covering all Metric fields including nested objects (`MetricPdfInfo`, `EntityPdfInfo`, `MetricSourceRef`) • Proper `NOT_FOUND` error mapping (exit code 4 / 404 instead of generic error) • 22 unit tests + updated `docs/user-guide.md` *CLI examples:* ```# List metrics (paginated, with status filter) carta lppa list metric --document-id DOC_ID --statuses UNVALIDATED --on-behalf-of-tenant TENANT --size 5 --fields uuid,metricStatus,value # Get a single metric carta lppa get metric UUID --on-behalf-of-tenant TENANT # Create a metric (only --metric-status is required) carta lppa create metric --session SESSION --metric-status UNVALIDATED --value 1234567 --currency USD --date 2025-06-30 --on-behalf-of-tenant TENANT # Partial update (PATCH — only updates what you pass) carta lppa update metric UUID --session SESSION --metric-status SIGNED_OFF --on-behalf-of-tenant TENANT # Bulk delete carta lppa delete metric UUID_A UUID_B UUID_C --session SESSION --on-behalf-of-tenant TENANT``` More examples (pagination, nested fields, boolean switches, negative cases, write tests…) are available in the ticket comments: <"
2180,2026-05-07 17:24,"I provided a fix on config-ng to store the correct document_id in config-ng.metric table, but for some reason, the deployment takes ages, so I will not test it today"
2012,2026-05-07 17:54,"I will try to test this stuff tomorrow , thank you!"
2284,2026-05-11 07:58,I've just tested it and it has been deployed in dev and it's working
2012,2026-05-11 11:56,", , , any reason why this feature for new event import mechanism is not turned on anywhere apart from Aztec prod? V3_2850_WEBAPP_IMPORT_REF_DATA_V2_EVENTS"
2285,2026-05-11 12:19,I don’t see any reason to keep the FF off. Was already tested in PROD env (AZTEC). The difference is that the s3 folder is not the same as for the old import : '*/inbox/upload/reference_data_v2/events/'* for the new import versus '*/inbox/upload/reference_data' for the old one*
2232,2026-05-11 12:52,I think the original idea was we weren't sure if we were going to change the folder structure and naming But now it seems like we wont change it anymore
1661,2026-05-11 16:48,yes let's turn this on guys
2018,2026-05-11 17:49,We have deduped the following list that should have minimal client impact and it should unblock HedgeServ and Adam Street. In order to fix this issue we have deleted the capitalised iterations of the duplicate metrics and only kept lower case iterations - refer to KTLO-814 for detailed use cases handled The following tickets are unblocked: KTLO-777 KTLO-812 KTLO-814 KTLO-776 Please provide us with any feedback if the fix causes any issues
2232,2026-05-11 17:50,thank you!
2018,2026-05-11 19:36,Missed out Cash and Cash Equivalents - I have removed the duplicate from Amers prod and EMEA prod now Cc
2247,2026-05-13 10:40,V3-3087 is merged and available in dev and uat
2018,2026-05-13 11:39,I ll test it thanks
2284,2026-05-13 12:13,"From our last meeting I've created these 2 tickets to start : < < , , let me know if you are ok with them? if yes, should I start to work on them?"
2012,2026-05-13 12:14,", yes, thank you, that looks right"
2012,2026-05-13 12:14,I will follow up with some clarifications on the config-metric workflow
2180,2026-05-13 12:59,looks right for me too
2180,2026-05-13 13:03,"I just merged the CLI part for security details, and I tested locally before merging, it works. I still don't have access on table, I will send a message to Lilian for that. But you should be able to test it with CLI"
2247,2026-05-14 09:39,Changes for V3-3087 are deployed in dev and uat
2018,2026-05-14 09:40,I ll test it out
2018,2026-05-14 09:43,Looks like it works • Investment creation date is the column name now • Investment creation date = 'Created' date on Investment event within Networks screen
2018,2026-05-14 09:45,"I am assuming you locate the investment creation date based on both vehicle, asset and event type"
2247,2026-05-14 12:56,It's located based on the event
2247,2026-05-14 14:32,KTLO-821 (renaming free metrics) is deployed in dev and uat
2018,2026-05-14 16:32,I will test it thanks Sara
1038,2026-05-15 09:05,"I've made a number of improvements to LLM securities extraction as requested by , including • Improved securities linking • Cost now mapped to RCI • TCI added as a separate metric available for testing in UAT"
2251,2026-05-15 09:18,Thanks Phillip! CC
2285,2026-05-18 09:45,I created < for K1 Fund vs Investor metrics
2247,2026-05-18 11:57,I left a comment with listed vehicles which are missing in reference data entities for <
2012,2026-05-18 12:21,", I am still not sure I understand what they original problem is. Is there a specific document id this issue originated in?"
520,2026-05-18 12:53,~Confused here as well. This is an asset performance metric. The fund and company are both present and the error says vehicle is mandatory for an already populated row? I tried adding QTR to one of the blank periods here and the error arises~ Disregard - I see the issue. Some of these assets have not been confirmed on the NVS. I've updated the ticket with the doc ID
2247,2026-05-18 12:55,"If you copy the asset name and try to find it in entities reference data it won't exist. The metric is not linked to a vehicle, the vehicle id is null in the database for that metric."
2247,2026-05-18 12:55,this is an example of the document <
520,2026-05-18 12:55,Good spot thank you Sara
2012,2026-05-18 13:56,"So this bug is there because the user is not following the workflow correctly? , do you have the context on this?"
520,2026-05-18 14:01,Sounds correct and I do not have context as it was raised while I was out. I've moved the ticket to blocked and will communicate with Adams Street
2247,2026-05-19 11:05,KTLO-821 is available in uat too
2018,2026-05-19 11:35,is this controlled via FF - I tried renaming 'Cash Metric' to 'Cash' it appeared to change for a brief moment but when I shift to filters to view the change I am unable to see it
2247,2026-05-19 16:44,"V3-3117 is done, the K1 metrics are imported and associated with filters in the back office as well. I linked both imported csvs in the ticket. I noticed for some tax documents on dev we have some metrics which do not have the metricField defined so I checked in the database and their parser name is not in the list of K1 metrics (DOCUMENT_TYPE, FEATURE_FLAGS, PARSER_VERSION, PARSING_TIME, REPORT_DATE, REPORT_PERIOD). This results in displaying one number for metrics reviewed label and having less rows in the table."
2285,2026-05-19 18:19,Thanks . The missing metrics are not to be exposed in MSV. We need to filter out the metrics based on REPORTING and COMMITMENT type metrics
1661,2026-05-20 06:15,"Morning guys, we found this extraction bug while trying to move custom outputs to Arango: < it is important to fix it ASAP as it blocks arango decomissioning. Not directly, but it breaks custom outputs when using the API. let's discuss during the stand-up."
2284,2026-05-20 11:01,"I have created this story for the first level of validation metrics in the new service configng : < I didn't create ticket for the part ""Metric Group × Event Type Compatibility (Level 1) - To be added to metric_group_def"" in the documentation because it's already done. let me know if you want to add or update something. cc: , ,"
2247,2026-05-20 14:19,"V3-3134 — investigation summary The issue: On some CFN documents (TCC and HedgeServ_MIT on AMERS), the asset_type and vehicle_type columns in the database were coming back NULL instead of FUND and INVESTOR. Root cause — two things stacked together: 1. Parser side: For these specific documents, the parser failed to extract any actual content. The parser output only contained metadata (document type, parsing time, feature flags) but no investor block, no fund block, no payment metrics. I communicated this to and it seems a few days ago there was a big parser update which could've explained the empty parser output for the original document and normal parser output for the second upload of the same renamed document. Also, confirmed there is a parser bug for CFNs which he will fix. 2. Backend side: When the parser returns nothing useful, our code falls back to filling in default metrics using the investor and fund already linked to the document. But the code that built those fallback metrics wasn't setting the entity type — so we ended up saving rows with name and ID but no type. That one missing piece then cascaded into multiple rows because other parts of the code reused that incomplete data to build even more default metrics. Result: - The backend bug will be fixed by explicitly setting FUND as asset type and INVESTOR as vehicle type in the code path that fills in default metrics when the parser returns no content. - The existing bad rows on dev/prod still need a data backfill (either re-parse the affected docs or update the rows directly)."
2012,2026-05-20 15:18,"Sounds good, , do we also need to run some cleanup in the db to unblock the arango decommissioning?"
1661,2026-05-20 15:31,"thank you that sounds sensible. please proceed with the backend fix , tagging for review"
2247,2026-05-20 15:46,Reparsing the listed documents should be enough to clear the null values in the database. I think the reparsing the docs even now would work since Emil uploaded the same document and the parser returned the output correctly. But perhaps we should wait until this fix is deployed before reparsing them just to sure if the parser fails again to have the fallback implemented.
1040,2026-05-21 03:52,"regarding `HedgeServ_MIT_Stock_Distributions_AH_LSV_II_Figma_Stock_Distribution_LSV_Fund_II_pdf_c27b9ad3` it's a stock distribution notice (not cash distribution), do we still categorise it as ""CFN - distribution notice""? And what should we output?"
2285,2026-05-21 05:49,"you're right, when the parser returns nothing useful, BE code falls back to filling in default metrics using the investor and fund already linked to the document, ie entities from entity_view cash table in documents-manager. The problem is that the entity type is not present in the entity_view cash table. We should also add entity type in entity_view cash, in order to avoid this kind of related issues. cc"
1040,2026-05-21 08:09,"K1 parsing is available: `Accelex_K1_with_statements_BL_pdf_6ba7471b` in dev I reparsed this file and can get to the validation screen, however the ""Partnership Id Num"" and ""Partner SSN TIN"" are showing NaN when the grounding is correct. I guess the text (not number because it has a dash in it) is not interpreted correctly. The same with ""Other deductions"", at the moment it's a text field with alphabets for supporting schedules."
2247,2026-05-21 08:15,"Thank you , I'll take a look at these field definitions."
1040,2026-05-21 08:16,"For the fields in Part III, almost all of them can have the alphabets on the left for supplemental information, and for some fields there could be multiple values (for multiple supplemental information)."
2247,2026-05-21 09:40,"This is the list of documents that I've found with either asset or vehicle type null in amers prod. Let me know what you think As I noticed, most of these are CAS and OTHER document types"
2247,2026-05-21 09:47,V3-3134 is merged and available in dev and uat (note: I haven't created the ff in any env)
2247,2026-05-21 13:42,KTLO-830 is merged and available in dev and uat (ff is created in dev)
2018,2026-05-21 14:47,I was just testing this - Noticed something - when more than 1 alert is present I can only see only one of them Negative value detected was added - changed the metric to negative and metric flagged to amber and I added another alert to 'Period = Actual' I changed the period to be 'Forecast' but I can only see negative value alert. I am assuming confidence alert is by default
2285,2026-05-21 16:13,"The fix that implemented to backfill missing vehicle_type and asset_type with < unblocks the Custom Output issues for commitment events only. But there are also INVESTMENT events with missing vehicle_type and asset_type, and those are not fixed. To fix them we neeed to create a new ticket that will first add the entity_type field in entity_view cash in documents-manager and then deterministically update the missing entity types on metrics cc"
2247,2026-05-21 16:14,"Metric fields in the back office are updated as per Kamting's messages - changed the ""Partnership Id Num"" and ""Partner SSN TIN"" to text, as well as all fields in Part III."
2247,2026-05-27 13:35,< is fixed on amers uat
1074,2026-05-28 10:49,The Filter editor skill and related files are in shared folder LPPA Delivery LPPA_filter_editor <
2180,2026-05-28 13:44,"On my side, the CLI is able to list entity with 2 new parameters ; --names JSON array of entity names to match exactly (case-insensitive IN). Example: --names '[""Fund A"",""Fund B""]'. Combined with --name-contains using AND. --name-contains JSON array of name fragments to match as substring (case-insensitive). Fragments combine with OR between themselves. Example: --name-contains '[""alpha"",""beta""]'. Combined with --names using AND. I tested in dev env, it works fine ( I forgot who asked this feature, if you remember could you please tag him/her?)"
2012,2026-05-28 15:01,"K1 summary discussion for , , Display • Add commitment selector • Remove manual review / auto-reviewed / Show all tabs • Remove: Dismissed rows will not be extracted ribbon • Order and organise by question number (As per Chrtis’s early Figma) ◦ Section ▪︎ Question • Remove footer options on LHS (Show dismissed, sums) Actions • No dismiss • No validate ◦ When a missing metric is filled, set it to Green. Keep it visible in same section before reload • Generate audits on change • Edit - Only Value cells editable Questions • Should we land on Manual Review if all empty fields are correctly empty (No, land on All metrics)"
1639,2026-05-28 15:16,it's working ! suggestion: can you align `--names` and `--name-contains` with `carta lppa list event` ```--types --empty-types Event types to filter. Repeatable. --vehicle-ids --empty-vehicle-ids Filter by vehicle IDs. Repeatable. --vehicle-ids --empty-vehicle-ids Filter by vehicle IDs. Repeatable.```
2180,2026-05-28 15:18,"according to my claude sesssion, he sugested me to use this format, to let us use some space or "" character in the name of the entity, without encoding them"
1639,2026-05-28 15:22,"hmm, then we should update the other commands? it's odd UX to have different syntax for different commands"
2180,2026-05-28 15:23,"let me ask again claude, maybe I misunderstanding his answer"
2180,2026-05-28 15:26,"ok, I misunderstood, let me do the change, I'll tell you when it will be done"
2180,2026-05-28 15:52,There is the PR : < (thanks for the feedback by the way)
2284,2026-05-28 16:08,ticket < has been merge
1917,2026-05-28 16:30,• add bounding boxes around empty checkboxes/NULL answers • add checkboxes in AG grid where value taken from checkbox in PDF
520,2026-05-28 16:30,"Thanks Jules! Does this mean it is available in Dev, or UAT?"
2012,2026-05-29 09:54,"Team, FYI - updated this page with the outcomes of our discussion yesterday on the new metric flow: < Let me know if any more questions pop up or add them to the page please. cc , , , , ,"
2247,2026-05-29 12:50,K1 metrics update is available in dev and uat
2012,2026-05-29 13:18,Thank you !
2180,2026-05-29 13:25,"Hey, I said yesterday that I forgot some fields in the get tenant cli command. But it's not really true. I based my observation on the tenant setting screen, and there are 2 missing flag (`reconciliationCalculationEnabled` and `newMetricProcessingPipelineEnabled` ) the list of profile names, and the authentification method and Idle time allowed. But except he profiles names, those other fields are not in the list of field in the creation command. So should I add them in the creation, or it is. not really mandatory right now? And I don't see any cli command for updating a tenant. Maybe it could be a good idea to have it, or not necessary or later? In any case, I will fix the list of profile who may be in the the get tenant response"
1917,2026-05-30 10:17,*Securities validation changes* • Ticket: < • FE PR: < • BE PR: <
2284,2026-06-01 07:35,yes it is available in dev and UAT
2285,2026-06-01 08:24,"I added a comment on the BE PR, could you please, have a look? Also, the channel for reviewing PRs #*lp-portfolio-analytics-pr-reviews*"
1074,2026-06-01 08:49,Nice work Raj!
2011,2026-06-01 10:53,"Hello, In custom outputs we are seeing the same error again related to the missing vehicle/asset type (ticket: < • Tenant: CPPIB_RE_CFN • Document name: 2 Queen VTB Interest Payment Notice 06-02-26.pdf • Environment: AMERS It appears that the feature flag from the ticket was never activated, which is likely why the same errors are still occurring. Could you please check and confirm? Thank you. cc"
1661,2026-06-01 10:57,was there a feature flag involved here? I thought this was just a liquibase migration
2247,2026-06-01 10:58,"There is a feature flag and it's not activated in prod, I checked this morning. I linked the feature flag in the ticket description."
1661,2026-06-01 11:01,is it active in UATs? what does the code behind the FF do ?
2247,2026-06-01 11:06,I don't think it's active in any env. The code behind the ff handles the case where we get the empty parser output where asset and vehicle are not present so we set them manually to INVESTOR and FUND.
1661,2026-06-01 11:08,can you please split your arango decomissioning PR in 2 different PRs? we will not be able to disconnect amers today
1661,2026-06-01 11:09,can you please activate the FF in dev and UATs and run a few smoke tests ?
1661,2026-06-01 11:09,we'll do mercatus today though.
2011,2026-06-01 11:12,I’ll disable our ETL_213_PUBLIC_API_MIGRATION ff for this tenant to unblock the outputs
2247,2026-06-01 11:20,Is it alright if I upload this specific document from amers prod to uat to try to replicate the empty parser output?
1661,2026-06-01 11:21,Hi yes it is
2251,2026-06-01 11:24,Thanks Milica . please go ahead and disable the ff for the tenant in question . the only issue remaning here is Hedgeserv Aggregated output will still be impacted since its runs only on API
1965,2026-06-01 11:58,"Hi, Just looking at the fix, is this more of a workaround? From the data, we see that the id and name are coming through, but not the type. ```services/documents-manager/service/src/main/java/com/accelex/documents/manager/service/impl/CFNValidationService.java``` ""ensureNetPaymentIsPresent"" isn't the error that the doc.getInvestor/getFund doesn't have the correct type? isn't is coming in from the parser? it seems strange that it's got some, but not all of the information, is this a parser providing incomplete data?"
2247,2026-06-01 12:08,"The parser populates type on its own items, but the document's investor/fund are stored as EntityView, which has no type column — so when ensureNetPaymentIsPresent synthesizes a NET_PAYMENT from document.investor / document.fund, name and id come through but type is lost. This fallback only kicks in when the parser output doesn't already provide vehicle/asset on the metrics (i.e. no NET_PAYMENT metric exists and we have to build one); V3-3134 patches the missing type by hardcoding INVESTOR / FUND (the semantic slot tells you what the type must be) behind a flag. It's a narrow fix for a model gap in EntityView rather than a parser bug — the ""real"" fix would be to add type to EntityView so no downstream code has to re-derive it."
1661,2026-06-01 12:09,I think has creates a ticket for that right Sarah ?
1661,2026-06-01 12:15,please keep us posted here on how it goes with testing with that document (and FF on)
1965,2026-06-01 12:26,"sounds like the EntityView fix is the best one. Luckily, the validator is currenly the only consumer, otherwise we'd have to do the hack everywhere."
1920,2026-06-01 12:28,Arango has been disconnected from `mercatus` and `emea-uat`. Services have restarted.
2285,2026-06-01 12:29,I've created 2 tickets : < and <
2247,2026-06-01 12:35,"I've created the ff on dev and both uats, but I'm having issues with the testing as document is going to OTHER and not CFN when uploaded on amers uat."
1661,2026-06-01 12:36,and dev is the same ?
2247,2026-06-01 12:57,same thing on dev
1661,2026-06-01 13:01,Hi we have this document here which is classified as CFN in prod but OTHER is dev and UATs. Are there any settings that need to be applied in AMERS UAT so that it behaves exactly like prod //
1038,2026-06-01 13:46,Let me take a look
1038,2026-06-01 13:46,at the classification discrepancy
1661,2026-06-01 14:55,Did you notice anything ?
2247,2026-06-01 15:07,V3-3118 is available in dev (k1 validation screen changes)
2012,2026-06-01 16:47,", thanks for this. One comment on this. Can we please make the action for the boolean a single-click 'check rather than a drop-down"
2247,2026-06-01 17:02,"Yes, I will make the changes"
2247,2026-06-02 12:16,V3-3180 (audit k1 metrics and tweak for checkbox editing) is available in dev
2012,2026-06-02 14:20,"Looks good, two things I've noticed • Grid gets sorted when we tick / untick items • I cannot add a new metric to the grid: Correlation ID: 0027eea0-5e8e-11f1-8f82-d558b9a30fae Timestamp: Tue Jun 02 2026 1501 GMT+0100 (British Summer Time) Username: <mailto:boris@accelextech.com|boris@accelextech.com> Tenant: Accelex User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Message: Failed to update metric: Metric with given UUID does not exist."
1661,2026-06-02 14:34,any news ?
2247,2026-06-02 14:39,"Just tried uploading the document again on dev, went to OTHER once more. Should I try to upload it on amers-prod on that specific tenant and see how it will behave (and enable the ff on prod as well)?"
1661,2026-06-02 14:41,"I think what we can do is activate the FF in prod for the Accelex tenant, and upload the file there (prod / Accelex). that should work"
2247,2026-06-02 14:43,I'll try that right now
2247,2026-06-02 15:11,V3-2987 (k1 metrics extraction) is available in dev
2247,2026-06-03 09:24,The feature flag is enabled for all tenants in amers prod
2180,2026-06-03 10:18,"After talking with , we decided to align the creation of tenant with all fields we have in the UI. It's done. And I created a < to create an update tenant command in CLI. Will work on it later this week"
1965,2026-06-03 10:25,"Hi, for info just had a chat with Emil. This fix will fix new incoming data, but will potentially still cause custom output issues because of historic data. I'm taking a look at the historic data to see what needs to updated manually"
1661,2026-06-03 10:26,"lppa prod databases are mirrored in snowflake, it might be easier to look in there"
1965,2026-06-03 10:53,"yep already there. as of now, there are just 2 metrics of interest that will cause problems, and only for the our hedgeserv reports criteria being • metrics in the last 3 qtr • of type CFN CAS • for COMMITMENT events the other 2 are for CPPIB_RE which shouldn't impact our reports"
1965,2026-06-03 10:56,"it's for NET_PAYMENT for doc ```""HedgeServ_MIT_Peak_XV_Partners_Cash_Distribution___Freshworks__Peak_XV_Partners_V__MIT_Investments_2010___05_29_2026_pdf_195656f4________001""``` , now that your fix is in, is it possible to force the re-population by extracting? can we just do this? other option is to ask infra to update it manually"
1965,2026-06-03 10:59,"If it's possible, we'll ask Darren"
1965,2026-06-03 11:00,it was extracted yesterday
2247,2026-06-03 11:01,re-population would be triggered by reparsing the document I think
1965,2026-06-03 11:01,CPPIB_RE_CFN_2_Queen_VTB_Interest_Payment_Notice_06_02_26_pdf_9bef0aec________001 was extracted 29th May 2026 so would not impact our CPPIB_RE reports
1965,2026-06-03 11:22,"Hi can we reparse ""Peak XV Partners Cash Distribution - Freshworks (Peak XV Partners V)-MIT Investments 2010 - 05-29-2026.pdf"" in Hedgeserv_MIT in AMERS? I have a sql update. I'll speak with infra after checking it, if reparsing is not an option."
2247,2026-06-03 12:51,K1 metrics reordering after update fix is available in dev
1965,2026-06-03 13:18,"Hi, We've moved off arango again for the remaining reports and it looks ok for the moment."
1965,2026-06-03 13:19,"It doesn't look like we need to do the hack, but the scripts are on standby incase we need to fix the data manually."
1661,2026-06-03 13:25,let's schedule the arango switch-off for amers for Friday morning
1038,2026-06-03 13:43,The document in question is not a distribution notice. It is a mortgage interest payment notice.
1038,2026-06-03 14:09,I'll broaden the prompt to force it to map this type of document to distribution notice
1074,2026-06-03 14:14,Under which tenant ?
2247,2026-06-03 14:32,"It's not about the feature we discussed (ordering in sections etc), it was regarding the bug which reordered the metrics after the update."
1074,2026-06-03 14:33,It was too good to be true
1639,2026-06-04 10:00,"i think there's a bug in the security metrics mapping in `configmanager` for `FMV/Share` - it's currently mapped to parser `COST_SHARE` , but probably should instead be `VALUE_SHARE`? if true, claude said that this would require a big data migration. Example: < in tenant `Denali_Peak_Capital` this is a demo tenant, so don't worry about changing values"
2284,2026-06-04 10:15,"hello , I didn't understand why you want to change the parser name from COST_SHARE to VALUE_SHARE and why it's an issue, could you give us more detail please? As long as the parser is sending one unique parser name that is defined in config manager that's ok for us, unless you want to use it for a different purpose?"
1639,2026-06-04 10:18,"short answer IIUC: ""cost per share"" != ""value per share"" cost per share is related to contributed amount value per share is related to FMV valuation i'm trying to understand if this is a UI problem (wrong label) or a backend (reporting cost as value)"
2285,2026-06-04 10:39,"Hi Perry, this seems to be a back-office configuration mapping issue. Currently these are the 5 security_investment metrics defined in AMERS For now, only COST_SHARE metrics are selected for securities (the match with the parser output is done on the Parser name, not on Display name). So even if the parser found data for VALUE_SHARE, those metrics are not surfaced to metrics, VALUE_SHARE (as parser name) not being defined in the selected metric fields."
2285,2026-06-04 10:41,"At the metric level, the parser_name is persisted, but in the reports and in webapp the display_name of the corresponding field is displayed."
1639,2026-06-04 10:49,"yes, that's exactly my question. The document has both Cost/Share FMV/Share, so _assuming the parser is able to extract these_, which value should I expect to see in our systems? `999.12` (Cost/share) or `1,070.00` (Fair value/Share)"
1639,2026-06-04 10:51,"secondly, is it common practice to customize the Display name for each new tenant? i'm using the default values"
2285,2026-06-04 10:57,"You'll see only Cost/Share metrics , but under the 'FMV/Share' display name in the validation grid. The mapping parsing_name, display_name in backoffice being wrong."
2285,2026-06-04 10:58,"What is configured in backoffice is cross tenant, defined at the environment level"
2285,2026-06-04 11:08,"So, the first fix would be to delete the existing field 'COST_SHARE' Then upload the following csv file to add the fields COST_SHARE and VALUE_SHARE with the correct mapping."
2285,2026-06-04 11:08,We should test and validate this first on DEV
2285,2026-06-04 11:10,for reference
2285,2026-06-04 13:14,there should be a data migration (both ‘parser_name’ and ‘display_name’ are persisted at the metric level (so all the ‘FMV/Share’ display_name should be replaced by ‘Cost/Share’). But the migration should be restricted only to ‘security_metric’ and ‘extracted_security_metric’ tables (which should have a lot less data than standard ‘defaulted_metric’ and ‘extracted_metric’ tables).
1639,2026-06-04 13:40,"yes that makes sense! Can you check how many cost/share metrics even exist in our production envs? i clicked through Amundi in EMEA and they don't seem to use it at all, even though the field is enabled"
2285,2026-06-04 14:05,There are 394 COST_SHARE security metrics (out of total 114856 metrics) and 0 extracted security metrics (out of total 17133) in AMERS.
2012,2026-06-05 11:39,", , , updated the metric names for K1s so that they can now be easily sorted in alphabetical order in the same way as the actual form. Let's make it so that by default we sort alphabetical deccending before sections are introduced later down the line. I don't love the 0 prefix, let me know if you have other suggestions. Any comments on the metric naming - let me know as well"
1074,2026-06-05 12:42,"Nice! do you think we should add the Part I, II, III as well? see <"
2012,2026-06-05 12:43,"It seemed overkill to me, but we could"
1074,2026-06-05 12:46,"ah I just see you've done it for PIII, looks good"
1917,2026-06-05 14:28,Apologies if this is a basic question - why are do the Part III metrics have the PIII prefix but PI and PII metrics don't?
1074,2026-06-05 14:28,i thought they would also be added
1038,2026-06-05 15:11,I've merged an update to address this. It should be in prod next week.
1917,2026-06-05 18:56,Added the sections. I think we can revert the names of the metrics now that everything is appropriately grouped. in my absence can you < the PR> once approved?
